ko_Pepp;ko_BereichNr;ko_KArt1;ko_KArt2;ko_KArt3a;ko_KArt3b;ko_KArt3c;ko_KArt3;ko_KArt4a;ko_KArt4b;ko_KArt5;ko_KArt6a;ko_KArt6b;ko_KArt6c;ko_KArt7;ko_KArt8
PA14A;8;0,04;0,00;0,00;0,00;0,00;0,02;0,00;0,00;0,00;0,01;0,00;0,01;0,01;0,03
PA14A;9;0,32;0,00;0,00;0,00;0,00;0,32;0,01;0,00;0,00;0,05;0,01;0,33;0,16;0,22
PA14A;10;0,07;0,00;0,00;0,00;0,00;0,50;0,01;0,01;0,00;0,56;0,03;1,05;0,08;0,37
PA14A;11;0,40;0,13;0,00;0,00;0,00;0,39;0,00;0,00;0,00;0,04;0,00;0,10;0,09;0,23
PA14A;12;0,04;0,01;0,00;0,00;0,00;0,15;0,00;0,00;0,00;0,00;0,00;0,01;0,01;0,05
PA14A;13;0,53;0,57;0,00;0,00;0,00;0,30;0,02;0,00;0,00;0,05;0,00;0,00;0,10;0,36
PA14B;21;25,38;66,65;5,43;4,21;2,70;1,32;1,20;0,06;0,00;1,21;0,03;0,23;10,82;52,77
PA14B;22;6,18;15,97;1,11;0,76;0,44;0,21;0,29;0,03;0,00;0,29;0,01;0,10;2,26;11,10
PA14B;23;5,13;8,46;4,11;1,02;0,57;0,00;0,10;0,01;0,00;0,13;0,00;0,05;0,00;0,03
PA14B;24;0,00;0,01;0,00;0,00;0,89;0,00;0,00;0,00;0,00;0,01;0,03;0,05;0,06;0,39
PA14B;25;0,03;0,33;0,01;0,04;4,28;0,11;0,01;0,00;0,00;0,16;0,00;0,50;0,25;1,87
PA14B;26;0,03;0,01;0,01;0,01;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,03
PA14B;4;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PA14B;5;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PA14B;8;0,02;0,00;0,00;0,00;0,00;0,02;0,00;0,00;0,00;0,01;0,00;0,00;0,01;0,02
PA14B;9;0,15;0,00;0,00;0,00;0,00;0,15;0,00;0,00;0,00;0,03;0,00;0,29;0,07;0,09
PA14B;10;0,05;0,00;0,00;0,00;0,00;0,43;0,00;0,00;0,00;0,46;0,01;1,00;0,06;0,26
PA14B;11;0,37;0,13;0,00;0,00;0,00;0,36;0,00;0,00;0,00;0,04;0,00;0,06;0,09;0,22
PA14B;12;0,04;0,01;0,00;0,00;0,00;0,06;0,00;0,00;0,00;0,00;0,00;0,01;0,01;0,03
PA14B;13;0,52;0,55;0,00;0,00;0,00;0,26;0,02;0,00;0,00;0,05;0,00;0,00;0,08;0,31
PA15A;21;9,29;32,67;1,20;1,40;1,49;0,39;0,73;0,06;0,00;1,05;0,07;0,12;4,71;19,39
PA15A;22;26,09;92,72;2,41;3,68;2,94;0,88;1,88;0,44;0,00;3,19;0,16;0,37;12,22;50,47
PA15A;23;4,29;26,35;0,41;0,86;0,31;0,00;0,20;0,00;0,00;0,24;0,00;0,00;0,00;0,03
PA15A;24;0,00;0,00;0,00;0,00;2,15;0,00;0,00;0,00;0,00;0,02;0,00;0,09;0,08;0,83
PA15A;25;0,00;0,43;0,01;0,15;2,31;0,13;0,01;0,00;0,00;0,07;0,00;0,09;0,13;0,97
PA15A;26;0,01;0,02;0,01;0,03;0,04;0,10;0,00;0,00;0,00;0,00;0,00;0,01;0,01;0,05
PA15A;4;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,01;0,01;0,00;0,01;0,01
PA15A;5;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PA15A;7;0,00;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PA15A;8;0,04;0,00;0,00;0,00;0,00;0,04;0,00;0,00;0,00;0,01;0,01;0,02;0,02;0,02
PA15A;9;0,78;0,00;0,00;0,00;0,00;1,03;0,02;0,00;0,00;0,15;0,02;1,22;0,41;0,69
PA15A;10;0,09;0,00;0,00;0,00;0,00;0,68;0,02;0,02;0,00;0,80;0,10;1,88;0,16;0,77
PA15A;11;0,79;0,19;0,00;0,00;0,00;0,74;0,01;0,00;0,00;0,08;0,00;0,44;0,17;0,41
PA15A;12;0,11;0,06;0,00;0,00;0,00;0,18;0,00;0,00;0,00;0,01;0,00;0,02;0,02;0,10
PA15A;13;0,51;0,65;0,00;0,00;0,00;0,22;0,01;0,00;0,00;0,03;0,00;0,00;0,08;0,34
PA15B;21;12,16;41,45;1,67;1,85;1,76;0,46;0,89;0,02;0,00;1,23;0,13;0,17;6,29;26,10
PA15B;22;22,27;75,67;2,06;3,05;2,46;0,77;1,49;0,19;0,00;2,40;0,04;0,23;10,48;44,05
PA15B;23;3,63;17,32;0,54;1,02;0,28;0,00;0,14;0,00;0,00;0,17;0,00;0,01;0,01;0,08
PA15B;24;0,00;0,00;0,00;0,00;1,38;0,00;0,00;0,00;0,00;0,01;0,00;0,07;0,05;0,53
PA15B;25;0,01;0,43;0,02;0,15;2,94;0,29;0,01;0,00;0,00;0,08;0,00;0,27;0,18;1,19
PA15B;26;0,01;0,02;0,01;0,03;0,02;0,02;0,00;0,00;0,00;0,00;0,00;0,00;0,02;0,04
PA15B;4;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,02;0,00;0,00;0,00;0,01;0,01
PA15B;5;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PA15B;8;0,04;0,00;0,00;0,00;0,00;0,03;0,00;0,00;0,00;0,01;0,00;0,00;0,02;0,02
PA15B;9;0,77;0,00;0,00;0,00;0,00;0,96;0,01;0,00;0,00;0,14;0,01;1,57;0,39;0,62
PA15B;10;0,09;0,00;0,00;0,00;0,00;0,66;0,01;0,01;0,00;0,70;0,11;1,70;0,14;0,67
PA15B;11;0,73;0,15;0,00;0,00;0,00;0,76;0,01;0,00;0,00;0,07;0,00;0,24;0,18;0,43
PA15B;12;0,07;0,03;0,00;0,00;0,00;0,12;0,00;0,00;0,00;0,01;0,00;0,02;0,01;0,06
PA15B;13;0,51;0,56;0,00;0,00;0,00;0,27;0,01;0,00;0,00;0,04;0,00;0,00;0,07;0,33
PA15C;21;17,72;58,44;2,68;2,74;2,24;0,84;1,33;0,11;0,00;1,64;0,09;0,22;9,54;40,16
PA15C;22;14,41;45,84;1,40;2,01;1,32;0,57;0,94;0,03;0,00;1,34;0,02;0,13;6,61;26,48
PA15C;23;4,19;13,97;0,81;1,02;0,31;0,00;0,15;0,00;0,00;0,15;0,00;0,00;0,00;0,03
PA15C;24;0,00;0,00;0,00;0,00;1,28;0,00;0,00;0,00;0,00;0,01;0,00;0,08;0,06;0,42
PA15C;25;0,03;0,37;0,04;0,26;3,43;0,07;0,00;0,00;0,00;0,11;0,00;0,33;0,26;1,39
PA15C;26;0,03;0,03;0,00;0,02;0,02;0,02;0,00;0,00;0,00;0,00;0,00;0,01;0,01;0,03
PA15C;5;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PA15C;8;0,02;0,00;0,00;0,00;0,00;0,03;0,00;0,00;0,00;0,01;0,00;0,01;0,01;0,02
PA15C;9;0,70;0,00;0,00;0,00;0,00;0,89;0,02;0,00;0,00;0,17;0,03;1,64;0,38;0,54
PA15C;10;0,10;0,00;0,00;0,00;0,00;0,66;0,01;0,01;0,00;0,69;0,06;1,64;0,12;0,39
PA15C;11;0,66;0,14;0,00;0,00;0,00;0,76;0,01;0,00;0,00;0,07;0,00;0,20;0,17;0,43
PA15C;12;0,08;0,05;0,00;0,00;0,00;0,08;0,00;0,00;0,00;0,00;0,00;0,02;0,02;0,06
PA15C;13;0,49;0,56;0,00;0,00;0,00;0,28;0,01;0,00;0,00;0,05;0,00;0,00;0,08;0,32
PK01A;21;33,34;108,28;11,89;8,39;4,59;4,00;0,72;0,10;0,00;1,15;0,01;0,10;16,12;63,48
PK01A;22;14,96;67,30;6,42;4,48;2,13;0,44;0,34;0,00;0,00;0,54;0,00;0,17;6,60;35,08
PK01A;23;10,21;32,06;6,14;1,82;0,32;0,00;0,03;0,03;0,00;0,10;0,00;0,01;0,00;0,02
PK01A;24;0,00;0,08;0,00;0,00;0,37;0,00;0,00;0,00;0,00;0,01;0,00;0,01;0,04;0,13
PK01A;25;0,02;0,78;0,00;0,08;6,65;0,12;0,00;0,00;0,00;0,19;0,00;0,00;0,33;2,08
PK01A;26;0,03;0,00;0,04;0,05;0,38;0,00;0,00;0,00;0,00;0,01;0,00;0,42;0,05;0,13
PK01A;9;0,05;0,00;0,00;0,00;0,00;0,04;0,00;0,00;0,00;0,01;0,00;0,09;0,01;0,02
PK01A;10;0,02;0,00;0,00;0,00;0,00;0,16;0,00;0,00;0,00;0,14;0,00;0,55;0,02;0,07
PK01A;11;0,11;0,00;0,00;0,00;0,00;0,57;0,00;0,00;0,00;0,06;0,00;0,10;0,05;0,16
PK01A;13;0,14;0,04;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,04
PK01B;21;40,03;135,63;17,92;9,55;6,82;5,25;1,01;0,02;0,00;1,62;0,00;0,12;15,84;84,71
PK01B;22;3,54;9,42;2,31;0,56;0,24;0,22;0,09;0,00;0,00;0,10;0,00;0,00;0,96;6,40
PK01B;23;8,68;27,72;8,29;1,05;0,75;0,00;0,03;0,02;0,00;0,12;0,00;0,00;0,00;0,02
PK01B;24;0,00;0,04;0,00;0,05;0,94;0,01;0,00;0,00;0,00;0,02;0,00;0,02;0,05;0,38
PK01B;25;0,01;3,11;0,00;0,14;5,65;0,30;0,00;0,00;0,00;0,16;0,00;0,04;0,45;2,86
PK01B;26;0,01;0,03;0,00;0,00;0,29;0,00;0,00;0,00;0,00;0,01;0,00;0,06;0,01;0,06
PK01B;9;0,05;0,00;0,00;0,00;0,00;0,05;0,00;0,00;0,00;0,00;0,00;0,03;0,02;0,03
PK01B;10;0,04;0,00;0,00;0,00;0,00;0,36;0,00;0,00;0,00;0,19;0,00;0,27;0,04;0,13
PK01B;11;0,20;0,01;0,00;0,00;0,00;0,46;0,00;0,00;0,00;0,03;0,00;0,11;0,03;0,13
PK01B;12;0,00;0,00;0,00;0,00;0,00;0,02;0,00;0,00;0,00;0,00;0,00;0,03;0,00;0,01
PK01B;13;0,15;0,04;0,00;0,00;0,00;0,07;0,00;0,00;0,00;0,01;0,00;0,00;0,02;0,07
PK02A;21;15,65;71,71;8,45;3,62;1,87;1,36;0,45;0,02;0,00;0,54;0,06;0,06;9,50;37,80
PK02A;22;25,41;101,88;9,78;5,81;2,93;1,33;0,46;0,06;0,00;0,65;0,05;0,29;10,35;57,27
PK02A;23;11,96;39,37;5,84;0,72;0,51;0,00;0,00;0,00;0,00;0,03;0,00;0,06;0,00;0,00
PK02A;24;0,00;0,00;0,00;0,00;0,33;0,00;0,00;0,00;0,00;0,01;0,00;0,19;0,01;0,11
PK02A;25;0,00;0,64;0,00;0,40;6,14;0,11;0,00;0,00;0,00;0,17;0,00;0,76;0,31;2,39
PK02A;26;0,06;0,02;0,13;0,17;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,03;0,05;0,17
PK02A;4;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,01;0,00;0,00;0,01;0,01
PK02A;5;0,02;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PK02A;9;0,04;0,00;0,00;0,00;0,00;0,07;0,00;0,00;0,00;0,00;0,00;0,14;0,04;0,03
PK02A;10;0,06;0,00;0,00;0,00;0,00;0,68;0,00;0,00;0,00;0,56;0,00;4,14;0,07;0,37
PK02A;11;0,09;0,01;0,00;0,00;0,00;0,65;0,00;0,00;0,00;0,03;0,00;0,08;0,03;0,15
PK02A;13;0,15;0,08;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,01;0,00;0,00;0,02;0,05
PK02B;21;29,94;122,77;14,15;6,31;4,36;5,14;0,84;0,00;0,00;1,11;0,00;0,03;15,78;67,14
PK02B;22;7,92;26,13;3,35;2,03;1,22;0,64;0,13;0,00;0,00;0,30;0,00;0,00;3,31;15,87
PK02B;23;12,80;29,57;5,20;1,29;0,18;0,00;0,00;0,00;0,00;0,03;0,00;0,06;0,00;0,01
PK02B;24;0,00;0,02;0,00;0,00;0,59;0,00;0,00;0,00;0,00;0,00;0,00;0,03;0,02;0,13
PK02B;25;0,00;0,02;0,00;0,17;3,25;0,58;0,01;0,00;0,00;0,11;0,00;1,43;0,36;1,70
PK02B;26;0,01;0,01;0,02;0,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,08;0,01;0,04
PK02B;9;0,09;0,00;0,00;0,00;0,00;0,10;0,00;0,00;0,00;0,02;0,00;0,47;0,06;0,04
PK02B;10;0,12;0,00;0,00;0,00;0,00;0,94;0,00;0,00;0,00;0,63;0,00;1,59;0,10;0,47
PK02B;11;0,19;0,01;0,00;0,00;0,00;0,52;0,00;0,00;0,00;0,02;0,00;0,17;0,04;0,14
PK02B;13;0,63;0,16;0,00;0,00;0,00;0,08;0,00;0,00;0,00;0,01;0,00;0,00;0,04;0,17
PK03Z;21;28,51;100,77;10,89;7,57;4,44;3,87;0,66;0,04;0,00;1,18;0,00;0,14;13,84;60,17
PK03Z;22;19,22;61,49;5,85;5,17;3,62;1,09;0,32;0,01;0,00;0,68;0,00;0,09;7,58;36,06
PK03Z;23;12,78;32,99;3,57;1,07;0,17;0,00;0,02;0,00;0,00;0,08;0,00;0,23;0,00;0,01
PK03Z;24;0,00;0,04;0,00;0,01;0,56;0,02;0,00;0,00;0,00;0,01;0,00;0,05;0,06;0,39
PK03Z;25;0,00;0,87;0,00;0,15;5,76;0,18;0,00;0,00;0,00;0,19;0,00;0,34;0,49;2,39
PK03Z;26;0,01;0,00;0,00;0,06;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,03
PK03Z;5;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PK03Z;9;0,25;0,00;0,00;0,00;0,00;0,21;0,00;0,00;0,00;0,03;0,00;0,75;0,09;0,13
PK03Z;10;0,08;0,00;0,00;0,00;0,00;0,57;0,00;0,00;0,00;0,30;0,00;1,19;0,07;0,20
PK03Z;11;0,24;0,03;0,00;0,00;0,00;0,58;0,00;0,00;0,00;0,07;0,00;0,22;0,06;0,19
PK03Z;12;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PK03Z;13;0,18;0,05;0,00;0,00;0,00;0,04;0,00;0,00;0,00;0,01;0,00;0,00;0,02;0,06
PK04A;21;27,45;98,99;10,81;6,70;4,21;2,38;0,63;0,01;0,00;1,26;0,09;0,07;12,66;59,73
PK04A;22;16,68;57,44;5,64;4,48;2,72;0,76;0,30;0,00;0,00;0,61;0,00;0,10;6,38;34,21
PK04A;23;15,68;29,85;8,91;1,92;0,35;0,00;0,03;0,00;0,00;0,14;0,00;0,08;0,00;0,01
PK04A;24;0,00;0,08;0,00;0,06;0,91;0,01;0,00;0,00;0,00;0,04;0,00;0,03;0,08;0,54
PK04A;25;0,01;3,64;0,01;0,34;5,60;0,06;0,02;0,00;0,00;0,23;0,00;0,17;0,49;3,50
PK04A;26;0,07;0,01;0,02;0,06;0,08;0,00;0,00;0,00;0,00;0,00;0,00;0,02;0,02;0,07
PK04A;9;0,08;0,00;0,00;0,00;0,00;0,08;0,00;0,00;0,00;0,01;0,00;0,09;0,04;0,04
PK04A;10;0,08;0,00;0,00;0,00;0,00;0,65;0,00;0,00;0,00;0,35;0,00;0,71;0,07;0,28
PK04A;11;0,17;0,01;0,00;0,00;0,00;0,46;0,00;0,00;0,00;0,04;0,00;0,09;0,05;0,15
PK04A;12;0,02;0,00;0,00;0,00;0,00;0,10;0,00;0,00;0,00;0,00;0,00;0,04;0,00;0,04
PK04A;13;0,28;0,12;0,00;0,00;0,00;0,06;0,00;0,00;0,00;0,01;0,00;0,00;0,03;0,10
PK04B;21;32,54;126,69;14,21;7,77;5,94;3,39;0,70;0,01;0,00;1,27;0,01;0,06;17,24;75,85
PK04B;22;4,06;12,71;1,56;1,09;0,64;0,16;0,08;0,00;0,00;0,14;0,00;0,00;1,67;8,38
PK04B;23;10,25;21,15;8,22;1,36;0,32;0,00;0,03;0,01;0,00;0,17;0,02;0,04;0,00;0,02
PK04B;24;0,01;0,03;0,00;0,02;0,88;0,00;0,00;0,00;0,00;0,03;0,00;0,06;0,04;0,39
PK04B;25;0,02;1,38;0,01;0,22;6,00;0,20;0,01;0,00;0,00;0,18;0,00;0,27;0,46;2,66
PK04B;26;0,02;0,01;0,03;0,04;0,06;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,02;0,05
PK04B;7;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00
PK04B;9;0,04;0,00;0,00;0,00;0,00;0,03;0,00;0,00;0,00;0,00;0,00;0,08;0,02;0,02
PK04B;10;0,05;0,00;0,00;0,00;0,00;0,39;0,00;0,00;0,00;0,23;0,00;0,45;0,05;0,13
PK04B;11;0,14;0,01;0,00;0,00;0,00;0,33;0,00;0,00;0,00;0,03;0,00;0,11;0,03;0,11
PK04B;12;0,00;0,00;0,00;0,00;0,00;0,02;0,00;0,00;0,00;0,00;0,00;0,01;0,00;0,01
PK04B;13;0,26;0,07;0,00;0,00;0,00;0,05;0,00;0,00;0,00;0,01;0,00;0,00;0,03;0,09
PK10Z;21;35,96;115,85;15,43;7,52;5,11;3,84;0,99;0,00;0,00;1,55;0,00;0,03;17,41;72,51
PK10Z;22;10,39;29,67;5,49;2,73;0,78;0,43;0,30;0,00;0,00;0,38;0,00;0,02;3,89;18,90
PK10Z;23;12,86;36,20;8,52;1,63;0,80;0,00;0,03;0,01;0,00;0,17;0,00;0,01;0,00;0,01
PK10Z;24;0,01;0,04;0,00;0,28;1,38;0,00;0,00;0,00;0,00;0,04;0,00;0,04;0,14;0,88
PK10Z;25;0,02;2,90;0,11;0,17;7,85;0,18;0,01;0,00;0,00;0,21;0,00;0,07;0,72;3,70
PK10Z;26;0,00;0,01;0,02;0,02;0,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,02;0,08
PK10Z;4;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PK10Z;5;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PK10Z;9;0,11;0,00;0,00;0,00;0,00;0,10;0,00;0,00;0,00;0,01;0,00;0,17;0,05;0,06
PK10Z;10;0,06;0,00;0,00;0,00;0,00;0,55;0,00;0,00;0,00;0,27;0,00;0,54;0,07;0,18
PK10Z;11;0,19;0,01;0,00;0,00;0,00;0,36;0,00;0,00;0,00;0,06;0,00;0,10;0,05;0,13
PK10Z;12;0,01;0,01;0,00;0,00;0,00;0,04;0,00;0,00;0,00;0,00;0,00;0,01;0,00;0,02
PK10Z;13;0,11;0,06;0,00;0,00;0,00;0,05;0,00;0,00;0,00;0,01;0,00;0,00;0,02;0,06
PK14A;21;28,57;106,60;11,85;8,25;5,18;2,56;0,66;0,03;0,00;1,23;0,02;0,12;12,19;60,10
PK14A;22;15,19;61,70;6,73;5,37;2,54;0,50;0,31;0,01;0,00;0,56;0,00;0,05;6,37;32,95
PK14A;23;10,99;39,47;9,37;1,75;0,45;0,00;0,04;0,01;0,00;0,14;0,00;0,05;0,00;0,02
PK14A;24;0,00;0,02;0,00;0,00;0,82;0,03;0,00;0,00;0,00;0,03;0,00;0,05;0,03;0,34
PK14A;25;0,00;1,33;0,01;0,38;7,85;0,05;0,00;0,00;0,00;0,21;0,00;0,02;0,36;3,06
PK14A;26;0,01;0,00;0,03;0,05;0,29;0,00;0,00;0,00;0,00;0,00;0,00;0,26;0,03;0,08
PK14A;8;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PK14A;9;0,06;0,00;0,00;0,00;0,00;0,05;0,00;0,00;0,00;0,01;0,00;0,07;0,02;0,03
PK14A;10;0,03;0,00;0,00;0,00;0,00;0,31;0,00;0,00;0,00;0,18;0,00;0,51;0,04;0,12
PK14A;11;0,20;0,01;0,00;0,00;0,00;0,58;0,00;0,00;0,00;0,05;0,00;0,11;0,04;0,17
PK14A;12;0,00;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01
PK14A;13;0,14;0,09;0,00;0,00;0,00;0,03;0,00;0,00;0,00;0,01;0,00;0,00;0,02;0,06
PK14B;21;37,90;146,85;17,17;9,99;7,50;4,46;0,82;0,01;0,00;1,48;0,01;0,11;18,02;81,95
PK14B;22;2,78;9,02;1,36;0,82;0,41;0,17;0,06;0,00;0,00;0,09;0,00;0,00;0,98;5,31
PK14B;23;8,19;26,65;7,11;1,27;0,36;0,00;0,04;0,03;0,00;0,19;0,02;0,04;0,00;0,02
PK14B;24;0,00;0,01;0,00;0,02;0,60;0,00;0,00;0,00;0,00;0,03;0,00;0,07;0,04;0,39
PK14B;25;0,00;1,08;0,01;0,47;6,65;0,15;0,00;0,00;0,00;0,17;0,00;0,04;0,40;2,83
PK14B;26;0,02;0,01;0,03;0,03;0,14;0,00;0,00;0,00;0,00;0,00;0,00;0,06;0,02;0,07
PK14B;9;0,03;0,00;0,00;0,00;0,00;0,03;0,00;0,00;0,00;0,00;0,00;0,05;0,01;0,02
PK14B;10;0,02;0,00;0,00;0,00;0,00;0,33;0,00;0,00;0,00;0,11;0,00;0,25;0,03;0,08
PK14B;11;0,14;0,01;0,00;0,00;0,00;0,38;0,00;0,00;0,00;0,02;0,00;0,13;0,03;0,12
PK14B;12;0,00;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PK14B;13;0,10;0,05;0,00;0,00;0,00;0,03;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,04
PK14C;21;33,24;127,65;15,74;9,08;5,33;3,66;0,76;0,02;0,00;1,25;0,01;0,10;17,27;74,02
PK14C;22;4,72;16,53;1,79;1,39;0,70;0,18;0,10;0,01;0,00;0,15;0,00;0,02;2,16;9,51
PK14C;23;10,35;23,47;7,45;1,72;0,22;0,00;0,03;0,03;0,00;0,12;0,01;0,06;0,00;0,02
PK14C;24;0,00;0,03;0,00;0,00;0,52;0,00;0,00;0,00;0,00;0,02;0,00;0,07;0,03;0,30
PK14C;25;0,02;0,86;0,01;0,35;5,94;0,19;0,00;0,00;0,00;0,18;0,00;0,34;0,34;2,41
PK14C;26;0,05;0,03;0,05;0,13;0,04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,03;0,10
PK14C;5;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PK14C;8;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00
PK14C;9;0,05;0,00;0,00;0,00;0,00;0,05;0,00;0,00;0,00;0,00;0,00;0,08;0,02;0,03
PK14C;10;0,05;0,00;0,00;0,00;0,00;0,47;0,00;0,00;0,00;0,28;0,00;0,75;0,05;0,15
PK14C;11;0,11;0,01;0,00;0,00;0,00;0,34;0,00;0,00;0,00;0,02;0,00;0,11;0,03;0,10
PK14C;12;0,00;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,01;0,00;0,00
PK14C;13;0,24;0,06;0,00;0,00;0,00;0,06;0,00;0,00;0,00;0,01;0,00;0,00;0,03;0,09
PP04A;21;27,11;48,51;7,18;2,08;3,70;1,66;1,39;0,41;0,00;1,03;0,08;0,13;13,28;54,57
PP04A;22;2,15;6,94;0,89;0,35;0,51;0,04;0,11;0,02;0,00;0,16;0,01;0,04;1,67;6,86
PP04A;23;12,04;7,14;6,31;0,61;0,31;0,06;0,06;0,00;0,00;0,06;0,04;0,00;0,00;0,03
PP04A;24;0,01;0,00;0,00;0,00;3,22;0,00;0,01;0,00;0,00;0,03;0,01;0,02;0,23;1,76
PP04A;25;0,02;0,16;0,02;0,02;4,19;0,09;0,02;0,00;0,00;0,13;0,04;0,11;0,24;1,77
PP04A;26;0,06;0,01;0,02;0,01;0,09;0,02;0,00;0,00;0,00;0,00;0,01;0,01;0,01;0,04
PP04A;4;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,00
PP04A;5;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01
PP04A;8;0,06;0,00;0,00;0,00;0,00;0,06;0,00;0,00;0,00;0,01;0,01;0,00;0,04;0,05
PP04A;9;0,24;0,00;0,00;0,00;0,00;0,26;0,01;0,00;0,00;0,07;0,02;0,11;0,10;0,23
PP04A;10;0,06;0,00;0,00;0,00;0,00;0,33;0,00;0,01;0,00;0,25;0,10;0,59;0,06;0,24
PP04A;11;0,68;0,01;0,00;0,00;0,00;0,53;0,01;0,00;0,00;0,05;0,00;0,09;0,16;0,30
PP04A;12;0,05;0,00;0,00;0,00;0,00;0,48;0,00;0,00;0,00;0,00;0,00;0,35;0,03;0,13
PP04A;13;0,22;0,14;0,00;0,00;0,00;0,08;0,00;0,00;0,00;0,01;0,00;0,00;0,04;0,11
PP04B;21;26,99;46,73;6,46;2,03;3,83;1,81;1,39;0,16;0,00;0,85;0,04;0,10;14,14;58,75
PP04B;22;0,08;0,20;0,01;0,01;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,04;0,14
PP04B;23;12,17;5,53;6,77;0,60;0,43;0,01;0,06;0,00;0,00;0,05;0,02;0,00;0,00;0,06
PP04B;24;0,01;0,00;0,00;0,00;3,89;0,00;0,01;0,00;0,00;0,05;0,03;0,03;0,30;2,44
PP04B;25;0,05;0,22;0,02;0,01;4,74;0,08;0,02;0,00;0,00;0,14;0,04;0,12;0,26;1,93
PP04B;26;0,04;0,01;0,01;0,00;0,16;0,01;0,00;0,00;0,00;0,00;0,01;0,01;0,01;0,06
PP04B;5;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PP04B;8;0,03;0,00;0,00;0,00;0,00;0,03;0,00;0,00;0,00;0,01;0,00;0,00;0,02;0,02
PP04B;9;0,12;0,00;0,00;0,00;0,00;0,12;0,00;0,00;0,00;0,02;0,01;0,06;0,06;0,09
PP04B;10;0,02;0,00;0,00;0,00;0,00;0,21;0,00;0,00;0,00;0,13;0,09;0,41;0,04;0,17
PP04B;11;0,34;0,00;0,00;0,00;0,00;0,30;0,00;0,00;0,00;0,03;0,00;0,02;0,12;0,19
PP04B;12;0,03;0,00;0,00;0,00;0,00;0,28;0,00;0,00;0,00;0,00;0,00;0,11;0,02;0,10
PP04B;13;0,12;0,07;0,00;0,00;0,00;0,07;0,00;0,00;0,00;0,00;0,00;0,00;0,02;0,07
PP10A;21;39,26;63,64;8,33;3,06;4,58;5,08;1,70;0,07;0,00;1,89;0,01;0,09;16,53;68,32
PP10A;22;0,91;2,09;0,24;0,08;0,08;0,07;0,05;0,00;0,00;0,04;0,00;0,00;0,35;1,13
PP10A;23;15,06;10,36;6,99;0,64;0,52;0,11;0,07;0,00;0,00;0,11;0,00;0,01;0,00;0,00
