ko_Pepp;ko_BereichNr;ko_KArt1;ko_KArt2;ko_KArt3a;ko_KArt3b;ko_KArt3c;ko_KArt3;ko_KArt4a;ko_KArt4b;ko_KArt5;ko_KArt6a;ko_KArt6b;ko_KArt6c;ko_KArt7;ko_KArt8
PP10A;23;12,86;12,48;7,40;0,58;0,16;0,13;0,08;0,00;0,00;0,11;0,00;0,01;0,04;0,15
PP10A;24;0,02;0,02;0,01;0,00;1,65;0,00;0,00;0,00;0,00;0,01;0,00;0,04;0,22;0,63
PP10A;25;0,00;1,31;0,00;0,04;5,02;0,00;0,03;0,00;0,00;0,08;0,00;0,18;0,45;1,84
PP10A;26;0,02;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PP10A;8;0,05;0,00;0,00;0,00;0,00;0,05;0,00;0,00;0,00;0,01;0,03;0,00;0,04;0,03
PP10A;9;0,14;0,00;0,00;0,00;0,00;0,14;0,00;0,00;0,00;0,03;0,00;0,06;0,07;0,10
PP10A;10;0,11;0,00;0,00;0,00;0,00;0,51;0,00;0,00;0,00;0,50;0,00;0,78;0,09;0,25
PP10A;11;0,78;0,00;0,00;0,00;0,00;0,69;0,00;0,00;0,00;0,05;0,00;0,00;0,15;0,29
PP10A;12;0,04;0,00;0,00;0,00;0,00;0,99;0,00;0,00;0,00;0,00;0,00;0,58;0,08;0,23
PP10A;13;0,46;0,03;0,00;0,00;0,00;0,19;0,01;0,00;0,00;0,02;0,00;0,00;0,10;0,18
PP10B;21;37,61;44,26;7,87;2,86;5,10;2,72;1,27;0,03;0,00;1,08;0,00;0,06;12,89;56,16
PP10B;22;0,02;0,05;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,02
PP10B;23;12,22;16,02;7,51;0,55;0,21;0,23;0,19;0,00;0,00;0,16;0,00;0,00;0,04;0,10
PP10B;24;0,03;0,02;0,02;0,00;1,55;0,00;0,00;0,00;0,00;0,02;0,00;0,00;0,07;0,73
PP10B;25;0,01;1,05;0,00;0,05;5,33;0,00;0,04;0,00;0,00;0,11;0,00;0,12;0,41;2,33
PP10B;26;0,01;0,00;0,00;0,00;0,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01
PP10B;7;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01
PP10B;8;0,03;0,00;0,00;0,00;0,00;0,03;0,00;0,00;0,00;0,00;0,00;0,00;0,03;0,02
PP10B;9;0,11;0,00;0,00;0,00;0,00;0,12;0,00;0,00;0,00;0,01;0,00;0,05;0,07;0,08
PP10B;10;0,05;0,00;0,00;0,00;0,00;0,26;0,00;0,00;0,00;0,22;0,00;0,59;0,05;0,12
PP10B;11;0,56;0,00;0,00;0,00;0,00;0,49;0,00;0,00;0,00;0,04;0,00;0,00;0,13;0,24
PP10B;12;0,07;0,00;0,00;0,00;0,00;0,43;0,00;0,00;0,00;0,01;0,00;0,31;0,03;0,12
PP10B;13;0,10;0,02;0,00;0,00;0,00;0,07;0,00;0,00;0,00;0,01;0,00;0,00;0,04;0,06
PP14Z;21;28,98;60,41;8,42;2,08;4,08;1,49;1,24;0,14;0,00;0,95;0,00;0,58;14,21;55,76
PP14Z;22;0,81;2,64;0,17;0,10;0,11;0,01;0,05;0,00;0,00;0,05;0,00;0,05;0,48;1,78
PP14Z;23;13,97;11,79;7,08;0,93;0,17;0,00;0,14;0,00;0,00;0,08;0,00;0,00;0,02;0,04
PP14Z;24;0,01;0,02;0,00;0,00;1,39;0,00;0,00;0,00;0,00;0,01;0,02;0,03;0,06;0,49
PP14Z;25;0,01;0,21;0,01;0,05;4,38;0,00;0,06;0,00;0,00;0,15;0,00;0,30;0,30;2,02
PP14Z;26;0,10;0,01;0,00;0,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,05
PP14Z;8;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01
PP14Z;9;0,22;0,00;0,00;0,00;0,00;0,21;0,01;0,00;0,00;0,05;0,00;0,15;0,08;0,17
PP14Z;10;0,03;0,00;0,00;0,00;0,00;0,33;0,00;0,00;0,00;0,43;0,00;0,36;0,04;0,15
PP14Z;11;0,64;0,00;0,00;0,00;0,00;0,54;0,00;0,00;0,00;0,04;0,01;0,67;0,11;0,28
PP14Z;12;0,02;0,00;0,00;0,00;0,00;0,29;0,00;0,00;0,00;0,00;0,00;0,10;0,02;0,10
PP14Z;13;0,31;0,23;0,00;0,00;0,00;0,15;0,00;0,00;0,00;0,01;0,00;0,00;0,04;0,14
TA02Z;21;26,53;44,77;7,37;4,23;3,69;0,85;1,17;0,07;0,00;1,72;0,00;0,04;14,34;48,55
TA02Z;22;0,13;0,57;0,03;0,04;0,00;0,00;0,01;0,00;0,00;0,01;0,00;0,00;0,11;0,42
TA02Z;23;5,15;9,27;5,68;2,01;0,63;0,00;0,07;0,04;0,00;0,21;0,00;0,03;0,00;0,00
TA02Z;24;0,00;0,08;0,01;0,00;0,93;0,00;0,00;0,00;0,00;0,01;0,02;0,06;0,09;0,43
TA02Z;25;0,11;0,70;0,02;0,18;6,91;0,01;0,02;0,00;0,00;0,24;0,00;0,07;0,69;2,71
TA02Z;26;0,02;0,08;0,01;0,01;0,11;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,03;0,03
TA02Z;9;0,10;0,00;0,00;0,00;0,00;0,11;0,00;0,00;0,00;0,02;0,00;0,11;0,05;0,06
TA02Z;10;0,22;0,00;0,00;0,00;0,00;1,05;0,01;0,00;0,00;0,87;0,00;0,81;0,13;0,42
TA02Z;11;0,17;0,02;0,00;0,00;0,00;0,29;0,00;0,00;0,00;0,05;0,00;0,16;0,05;0,15
TA02Z;12;0,01;0,00;0,00;0,00;0,00;0,04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01
TA02Z;13;0,47;0,71;0,00;0,00;0,00;0,09;0,00;0,00;0,00;0,01;0,00;0,00;0,06;0,22
TA15Z;21;27,51;44,48;9,44;5,45;3,63;3,50;2,28;0,29;0,00;6,81;0,04;0,05;14,98;60,77
TA15Z;22;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01
TA15Z;23;3,19;5,45;2,31;1,40;0,39;0,05;0,01;0,00;0,00;0,08;0,00;0,00;0,02;0,06
TA15Z;24;0,00;0,15;0,00;0,00;1,89;0,00;0,00;0,00;0,00;0,04;0,00;0,06;0,08;0,67
TA15Z;25;0,00;0,57;0,01;0,02;8,88;0,02;0,00;0,00;0,00;0,43;0,00;0,00;0,47;3,05
TA15Z;26;0,00;0,06;0,00;0,05;0,04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,03
TA15Z;5;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
TA15Z;7;0,02;0,00;0,00;0,00;0,00;0,05;0,00;0,00;0,00;0,01;0,00;0,00;0,02;0,03
TA15Z;9;0,69;0,00;0,00;0,00;0,00;0,68;0,01;0,00;0,00;0,16;0,01;0,76;0,45;0,34
TA15Z;10;0,24;0,00;0,00;0,00;0,00;1,09;0,00;0,00;0,00;1,12;0,00;1,15;0,22;0,39
TA15Z;11;0,47;0,01;0,00;0,00;0,00;0,67;0,01;0,00;0,00;0,05;0,00;0,04;0,09;0,28
TA15Z;12;0,02;0,00;0,00;0,00;0,00;0,11;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,04
TA15Z;13;0,57;0,16;0,00;0,00;0,00;0,31;0,01;0,00;0,00;0,11;0,00;0,00;0,13;0,29
TA19Z;21;26,93;40,08;8,03;5,39;4,40;1,97;1,62;0,27;0,00;2,60;0,03;0,08;14,96;53,37
TA19Z;22;0,01;0,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,02
TA19Z;23;4,55;6,24;4,51;1,76;0,39;0,05;0,05;0,01;0,00;0,05;0,00;0,01;0,02;0,07
TA19Z;24;0,01;0,04;0,00;0,00;1,65;0,00;0,00;0,00;0,00;0,02;0,00;0,15;0,11;0,63
TA19Z;25;0,01;0,40;0,02;0,01;9,03;0,04;0,02;0,00;0,00;0,31;0,00;0,19;0,50;3,02
TA19Z;26;0,00;0,01;0,00;0,02;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,02
TA19Z;8;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01
TA19Z;9;0,19;0,00;0,00;0,00;0,00;0,20;0,00;0,00;0,00;0,03;0,05;0,37;0,10;0,12
TA19Z;10;0,06;0,00;0,00;0,00;0,00;0,42;0,00;0,00;0,00;0,44;0,00;0,59;0,06;0,17
TA19Z;11;0,24;0,02;0,00;0,00;0,00;0,39;0,00;0,00;0,00;0,03;0,00;0,13;0,06;0,16
TA19Z;12;0,03;0,00;0,00;0,00;0,00;0,05;0,00;0,00;0,00;0,00;0,00;0,01;0,01;0,03
TA19Z;13;0,25;0,24;0,00;0,00;0,00;0,12;0,00;0,00;0,00;0,02;0,00;0,00;0,05;0,15
TA20Z;21;25,88;33,25;8,67;5,45;4,82;1,65;1,16;0,10;0,00;1,25;0,01;0,06;11,03;48,22
TA20Z;22;0,01;0,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,02
TA20Z;23;7,50;7,92;6,95;1,92;0,46;0,01;0,09;0,02;0,00;0,07;0,00;0,03;0,01;0,03
TA20Z;24;0,00;0,03;0,01;0,00;1,14;0,00;0,00;0,00;0,00;0,02;0,02;0,11;0,08;0,43
TA20Z;25;0,04;0,53;0,04;0,04;8,33;0,05;0,02;0,00;0,00;0,29;0,00;0,34;0,52;3,28
TA20Z;26;0,02;0,01;0,01;0,01;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,03
TA20Z;8;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
TA20Z;9;0,09;0,00;0,00;0,00;0,00;0,10;0,00;0,00;0,00;0,02;0,00;0,20;0,05;0,06
TA20Z;10;0,04;0,00;0,00;0,00;0,00;0,33;0,00;0,00;0,00;0,36;0,00;0,53;0,05;0,14
TA20Z;11;0,18;0,01;0,00;0,00;0,00;0,28;0,00;0,00;0,00;0,02;0,00;0,08;0,04;0,12
TA20Z;12;0,04;0,00;0,00;0,00;0,00;0,14;0,00;0,00;0,00;0,00;0,00;0,04;0,01;0,05
TA20Z;13;0,16;0,20;0,00;0,00;0,00;0,06;0,00;0,00;0,00;0,01;0,00;0,00;0,02;0,09
TK04Z;21;37,85;58,82;20,42;10,09;6,11;2,24;0,73;0,05;0,00;1,94;0,01;0,16;18,49;61,13
TK04Z;22;0,47;0,67;0,18;0,07;0,03;0,00;0,00;0,01;0,00;0,02;0,00;0,00;0,11;0,71
TK04Z;23;11,92;22,64;13,45;1,48;0,63;0,00;0,03;0,01;0,00;0,05;0,00;0,02;0,01;0,05
TK04Z;24;0,00;0,06;0,00;0,00;0,60;0,01;0,00;0,00;0,00;0,01;0,00;0,06;0,03;0,22
TK04Z;25;0,06;2,53;0,03;0,48;7,67;0,03;0,01;0,00;0,00;0,22;0,02;0,12;0,64;3,19
TK04Z;26;0,06;0,08;0,05;0,04;0,32;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,08;0,14
TK04Z;9;0,03;0,00;0,00;0,00;0,00;0,02;0,00;0,00;0,00;0,01;0,00;0,07;0,02;0,02
TK04Z;10;0,02;0,00;0,00;0,00;0,00;0,14;0,00;0,00;0,00;0,12;0,00;0,20;0,02;0,07
TK04Z;11;0,10;0,00;0,00;0,00;0,00;0,28;0,00;0,00;0,00;0,01;0,00;0,04;0,03;0,10
TK04Z;12;0,01;0,00;0,00;0,00;0,00;0,03;0,00;0,00;0,00;0,00;0,00;0,02;0,00;0,02
TK04Z;13;0,14;0,08;0,00;0,00;0,00;0,05;0,00;0,00;0,00;0,01;0,00;0,00;0,03;0,07
TK14Z;21;37,94;65,53;22,06;10,07;7,33;2,76;0,81;0,02;0,00;1,94;0,01;0,21;18,38;62,96
TK14Z;22;0,82;1,32;0,39;0,15;0,05;0,01;0,01;0,00;0,00;0,04;0,00;0,01;0,30;1,20
TK14Z;23;10,30;24,91;13,37;2,47;0,85;0,00;0,05;0,07;0,00;0,11;0,00;0,02;0,00;0,02
TK14Z;24;0,00;0,12;0,00;0,00;0,67;0,01;0,00;0,00;0,00;0,01;0,00;0,04;0,05;0,26
TK14Z;25;0,10;1,73;0,07;0,53;8,03;0,05;0,02;0,00;0,00;0,26;0,00;0,22;0,65;3,18
TK14Z;26;0,04;0,19;0,06;0,06;0,55;0,00;0,00;0,00;0,00;0,01;0,00;0,07;0,13;0,28
TK14Z;9;0,02;0,00;0,00;0,00;0,00;0,02;0,00;0,00;0,00;0,00;0,00;0,03;0,01;0,01
TK14Z;10;0,02;0,00;0,00;0,00;0,00;0,11;0,00;0,00;0,00;0,10;0,00;0,20;0,02;0,05
TK14Z;11;0,15;0,00;0,00;0,00;0,00;0,24;0,00;0,00;0,00;0,01;0,00;0,07;0,03;0,10
TK14Z;12;0,03;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,01;0,00;0,01
TK14Z;13;0,09;0,06;0,00;0,00;0,00;0,04;0,00;0,00;0,00;0,00;0,00;0,00;0,02;0,05
TP20Z;21;25,88;33,26;8,67;5,45;4,82;1,65;1,16;0,10;0,00;1,25;0,01;0,06;11,03;48,22
TP20Z;22;0,01;0,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,02
TP20Z;23;7,50;7,92;6,95;1,92;0,46;0,01;0,09;0,02;0,00;0,07;0,00;0,03;0,01;0,03
TP20Z;24;0,00;0,03;0,01;0,00;1,14;0,00;0,00;0,00;0,00;0,02;0,02;0,11;0,08;0,43
TP20Z;25;0,04;0,53;0,04;0,04;8,33;0,05;0,02;0,00;0,00;0,29;0,00;0,34;0,52;3,28
TP20Z;26;0,02;0,01;0,01;0,01;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,03
TP20Z;9;0,09;0,00;0,00;0,00;0,00;0,10;0,00;0,00;0,00;0,02;0,00;0,20;0,05;0,06
TP20Z;10;0,04;0,00;0,00;0,00;0,00;0,33;0,00;0,00;0,00;0,36;0,00;0,53;0,05;0,14
TP20Z;11;0,18;0,01;0,00;0,00;0,00;0,28;0,00;0,00;0,00;0,02;0,00;0,08;0,04;0,12
TP20Z;12;0,04;0,00;0,00;0,00;0,00;0,14;0,00;0,00;0,00;0,00;0,00;0,04;0,01;0,05
TP20Z;13;0,16;0,20;0,00;0,00;0,00;0,06;0,00;0,00;0,00;0,01;0,00;0,00;0,02;0,09
