IO_DRG;IO_BereichNr;IO_KArt1;IO_KArt2;IO_KArt3;IO_KArt4a;IO_KArt4b;IO_KArt5;IO_KArt6a;IO_KArt6b;IO_KArt7;IO_KArt8;IO_Summe
963Z;5;35,3;0;16,83;1,23;0;0;6,6;10,85;3,08;7,87;81,76
963Z;9;21,18;0;7,66;0,08;0;0;1,45;24,37;10,25;8,06;73,05
963Z;10;4,46;0;22,75;0,04;0;0;20,37;1,05;1,49;9,83;59,99
963Z;11;19,67;0,3;20;0,05;0;0;0,66;0;1,77;11,91;54,36
A01A;1;1708,54;2901,3;143,34;716,59;787,67;0;294,65;59,63;657,56;1659,8;8929,08
A01A;2;9443,69;18254,8;180,4;2758,01;5000,71;0;3706,4;298,95;3040,38;7085,17;49768,51
A01A;4;3032,93;0;2357,29;70,25;104,89;249,85;821,27;1340,32;856,94;1749,09;10582,83
A01A;5;1932,43;0;1205,94;164,92;905,32;0;525,96;15,28;282,09;546,18;5578,12
A01A;8;156,16;0;140,31;5,52;0,92;4,85;41,57;64,42;101,63;111,79;627,17
A01A;9;399,64;0;370,58;6,5;12,2;39,51;120,34;174,02;273,13;296,23;1692,15
A01A;10;664,07;0;2151,16;123,81;1945,07;0;2269,4;784,26;386,39;1090,62;9414,78
A01A;11;2379,05;3,6;1267,91;22,54;2,95;0;45,62;113,2;329,22;617,23;4781,32
A01B;1;2396,45;2735,63;177,05;563,95;770,66;0;256,88;48,2;705,5;1829,14;9483,46
A01B;2;3447,42;6523,11;101,71;889,59;1844,49;0;1089,9;286,85;890,44;2629,97;17703,48
A01B;4;2091,03;0;1614,52;52,14;73,46;104,75;689,9;571,67;569,84;1168,74;6936,05
A01B;5;1171,34;0;743,59;87,43;328,9;0;267,91;15,5;158,62;361,06;3134,35
A01B;7;0,53;0;0,38;0,02;0;0;0,28;0,93;0,2;0,3;2,64
A01B;8;35,16;0;31,47;1,26;0,23;4,35;13,08;36,61;20,24;26,58;168,98
A01B;9;159,4;0;148,76;3,22;1,32;22,48;46,19;87,44;109,1;117,8;695,71
A01B;10;327,26;0;995,86;24,03;1445,37;0;941,83;748,94;170,77;530,91;5184,97
A01B;11;1635,84;2,34;940,57;51,57;16,4;0;33,86;125,31;265,35;520,23;3591,47
A01C;1;1489,41;1682,03;108,01;393,67;551,21;0;197,82;23,92;446,88;1319,02;6211,97
A01C;2;1687,67;3655,63;75,55;593,01;1198,25;0;616,98;90,16;633,59;1835,87;10386,71
A01C;4;1751,1;0;1294,02;42,23;51,29;13,96;475,45;741,89;460,39;888,7;5719,03
A01C;5;849,21;0;518,97;61,48;372,21;0;216,35;13,3;127,36;243,89;2402,77
A01C;8;45,54;0;34,93;1,37;0,3;3,07;18,11;35,96;22,32;30,09;191,69
A01C;9;111,26;0;108,15;2,27;3,79;19,74;44,5;119,64;81,79;83,46;574,6
A01C;10;243,19;0;652,55;28,15;1056,39;0;675,32;349,89;115,13;359,05;3479,67
A01C;11;770,95;1,49;554,47;27,35;10,4;0;22,28;55,77;238,81;308,56;1990,08
A02Z;1;1796,19;1609,59;232,53;451,97;397,72;0;152,78;915,42;385,37;1207,28;7148,85
A02Z;2;1990,37;4336,11;307,98;763,54;1086,06;0;669,86;70,52;943,36;2325,74;12493,54
A02Z;4;1655,35;0;1360,22;48,73;43,86;8,28;612,76;625,25;540,5;957,14;5852,09
A02Z;5;901,2;0;548,06;71,44;67,82;0;219,93;0,14;147,65;331,79;2288,03
A02Z;7;4,27;0;3,11;0,18;0;7,76;0,96;9,25;2,31;3,6;31,44
A02Z;8;21,3;0;19,26;0,6;0,02;0,53;8,83;6,78;9,3;15,59;82,21
A02Z;9;128,55;0;140,05;1,34;0,14;0;19,56;8,39;79,95;92,29;470,27
A02Z;10;279,56;0;666,52;26,57;409,42;0;595,41;460,26;105,94;332,93;2876,61
A02Z;11;1014,14;2,14;629,65;56,96;0;0;41,39;91,02;142,41;368,57;2346,28
A03A;1;1130,96;2097,7;41,39;185,15;1644,13;0;222,4;24,65;625,45;1620,27;7592,1
A03A;2;12295,43;20958,91;876,39;2581,06;4860,97;0;4746,74;243,45;3812,57;6452,22;56827,74
A03A;4;2878,2;0;1942,57;100,8;223,58;43,65;986,92;779,85;931,7;2048,6;9935,87
A03A;5;1355,11;0;671,17;143,62;34,56;0;283,2;118,5;180,17;350,26;3136,59
A03A;8;307,83;0;159,13;17,72;0;0;88,44;33,5;189,89;284,57;1081,08
A03A;9;270,14;0;393,77;2,56;0;0;37,48;11,12;181,93;262,85;1159,85
A03A;10;877,04;0;2744,86;72,45;1482,35;0;2235,4;458,78;505,79;1391,54;9768,21
A03A;11;3382,55;6,75;2106,26;2,5;0;0;53,69;18,62;226,54;727,09;6524
A03B;1;1498,15;2325,94;38,68;281,45;612,45;0;110,06;8,89;601,04;1786,64;7263,3
A03B;2;2819,69;4924,93;232,8;989,88;1064,73;0;986,87;5,23;833,28;1558,56;13415,97
A03B;4;2337,53;0;1229,71;31,35;157,95;289,3;498,56;971,36;535,59;1774,86;7826,21
A03B;5;822,3;0;442,92;82,84;0;0;158,27;40,43;86,48;219,7;1852,94
A03B;7;6,8;0;3,59;0,08;0;0;2,28;1,31;2,19;6,66;22,91
A03B;8;314,82;0;105,35;21,16;0;0;103,96;3,56;154,77;284,31;987,93
A03B;9;189,97;0;157,72;1,9;0;0;22,28;1,37;105,3;140,38;618,92
A03B;10;657,28;0;1724,38;12,23;757,22;0;1423,55;72,22;320,23;882,84;5849,95
A03B;11;2119,78;1,16;766,79;4,43;0;0;18,22;18,66;94,74;335,41;3359,19
A04B;1;718,87;1149,16;170,71;172,26;554,8;0;272,83;80,17;547,82;946,02;4612,64
A04B;2;10779,58;16964,3;2606,67;4638,42;5983,2;0;2583,42;67,69;4003,62;10117,02;57743,92
A04B;4;70,08;0;86,91;1,1;0,01;1,31;19,5;22,84;26,65;49,15;277,55
A04B;5;121,89;0;73,95;11,27;0,35;0;26,75;0,26;14,33;38,11;286,91
A04B;7;14,81;0;7,37;0,13;0;0;4,11;0;4,72;13,09;44,23
A04B;8;5,52;0;3,85;0,08;0;0;1,39;0;4,34;5,31;20,49
A04B;9;383,61;0;624,11;0,85;0,39;0;38,72;13,11;377;383,7;1821,49
A04B;10;764,21;0;1881,77;40,66;615,41;10638,41;1780,52;1272,15;392,87;1147,49;18533,49
A04B;11;196,76;0,5;649,32;3,42;0;0;11,03;95,92;53,18;195,11;1205,24
A04C;1;650,55;1350,14;30,24;933,95;734,89;0;1284,35;87,08;502,91;956,4;6530,51
A04C;2;5780,65;8969,65;1078,79;3137,62;4190,01;0;1364,87;386,46;1949,54;6174,65;33032,24
A04C;4;4,75;0;8,51;0,2;0,05;0,57;3,93;1,27;4,55;7,72;31,55
A04C;5;8,15;0;5,29;0,61;0,08;0;1,93;0,16;0,97;2,28;19,47
A04C;7;9,85;0;4,43;0,28;0;9,07;3,8;0;3,69;9,67;40,79
A04C;8;22,03;0;20,3;0,65;0,1;0,33;10,82;3,98;8,68;16,8;83,69
A04C;9;351,94;0;551,24;2,26;1,08;0;54,23;19,89;263,45;346,59;1590,68
A04C;10;480,4;0;1465,07;18,2;904,62;3146,48;1245,76;1247,15;239,71;681,25;9428,64
A04C;11;188,31;1,26;399,62;5,3;2,44;0;18,89;114,04;44,47;132,54;906,87
A04D;1;499,37;1092,97;31,3;604,57;521,28;0;847,85;11,11;354,66;716,25;4679,36
A04D;2;5451,55;8342,79;1035,22;3257,41;4396,23;0,5;1362,1;323,44;1786,53;5721,51;31677,28
A04D;4;3,91;0;4,36;0,35;1,56;0,55;3,68;0,17;2,64;4,35;21,57
A04D;5;7,96;0;4,8;0,55;0;0;1,73;0,11;0,97;2,98;19,1
A04D;7;6,28;0;3,15;0,17;0;0;2,38;0,18;2,12;6,13;20,41
A04D;8;8,49;0;7,99;0,33;0,05;0,35;4,7;2,44;3,8;6,1;34,25
A04D;9;261,84;0;444,85;1,68;1,37;0,25;40,43;61,17;192,1;278;1281,69
A04D;10;362,52;0;1168,13;9,31;811,2;3443,69;1005,29;1339,8;178,47;553,5;8871,91
A04D;11;144,17;1,49;396,26;3,25;7,65;0;16,27;102,57;37,85;127,84;837,35
A04E;1;276,4;564,4;53,86;264,32;788,13;0;247,56;104,31;143,22;441,06;2883,26
A04E;2;4857,25;7155,77;686,52;2240,22;4185,02;0;1033;498,11;1596,91;4873,85;27126,65
A04E;4;3,92;0;8,12;0,26;0;0;2,87;0;3,95;5,25;24,37
A04E;5;5,93;0;4,43;0,36;0,01;0;1,79;0,17;1,46;1,62;15,77
A04E;7;2,98;0;1,21;0,08;0;0;1,27;2,04;1,07;3,13;11,78
A04E;8;8,05;0;6,89;0,23;0,03;0,06;2,78;4,41;4,32;3,65;30,42
A04E;9;92,79;0;88,55;0,99;1,37;0;17,55;22,01;67,72;54,6;345,58
A04E;10;359,7;0;1107,26;2,77;617,02;5351,15;769,71;1337,47;195,62;491,21;10231,91
A04E;11;121,47;1,38;240,83;8,14;0,62;0;19,28;93,97;32,44;85,87;604
A05A;1;1772,12;5095,53;243,91;186;1713,9;0;578,62;60,45;1238,29;3340,07;14228,89
A05A;2;11088,05;19472,46;279,93;2805,25;5453;0;7889,33;332;4540,72;9664,91;61525,65
A05A;4;3814,14;0;2683,75;248,63;123,19;3847,94;2717,77;804,66;1203,62;1720,05;17163,75
A05A;5;1549,09;0;837,44;200,9;418,75;0;431,18;155,8;263,23;434,86;4291,25
A05A;7;225,57;0;241,6;18,37;0;0;135,02;324,89;231,57;215,13;1392,15
A05A;8;0;0;0;0;0;0;0;8,82;0;0;8,82
A05A;9;156,21;0;513,32;1,29;0;0;24,71;58,16;170,37;235,12;1159,18
A05A;10;793,2;0;2407,21;164,06;991,54;0;2097,33;1502,5;516,7;1283,54;9756,08
A05A;11;527,54;5,79;2757,75;1,57;0,68;0;34,07;168,49;381,98;1083,01;4960,88
A05B;1;2206,01;4102,94;16,34;385,27;1143,04;0;263,4;93,29;1125,75;3247,65;12583,69
A05B;2;11282,03;13120,43;227,34;1548,7;3703,2;0;2122,68;0,62;3124,68;10371,17;45500,85
A05B;4;2073,92;0;2198,35;160,99;102,34;180,67;1731,81;458,9;727,11;1833,65;9467,74
A05B;5;1094,56;0;567,25;97,4;354,67;0;283,14;0;139,88;266,28;2803,18
A05B;7;492,41;0;363,99;21,81;0;202,44;120,88;102,13;262,14;435,53;2001,33
A05B;8;14,4;0;8;0,73;0,1;0,15;4,52;0;7,43;10,73;46,06
A05B;9;297,98;0;335,29;1,67;0;0,88;33,28;0,69;185,04;204,63;1059,46
A05B;10;806,88;0;2882,38;10,19;1032,66;0;2868,58;0;510,47;1320,1;9431,26
A05B;11;3658,48;7,28;1763,15;19,87;5,05;0;34,19;0;275,26;688,46;6451,74
A06A;1;307,2;431,09;29,21;36,17;129,58;0;33,32;32,77;116,09;352,84;1468,27
A06A;2;33020,98;61972,2;1339,19;6764,07;4615,36;0;13045,15;1287,35;8555,4;23940,11;154539,81
A06A;4;2108,42;0;1929,55;112,33;47,06;653,66;1234,62;688,29;791,84;1322,75;8888,52
A06A;5;1567,17;0;965,09;136,24;34,37;0;372,97;7,24;215,14;503,86;3802,08
A06A;7;62,71;0;66,32;5,93;0,18;93,92;45,65;97,56;37,2;61,75;471,22
A06A;8;369,83;0;286,14;10,7;0,42;5,79;168,66;128,51;128,33;241,04;1339,42
A06A;9;744,24;0;847,42;8,81;14,44;13,71;115,35;180,08;374,74;560,72;2859,51
A06A;10;431,43;0;1903,14;83,8;779,95;0;1782,62;1831,44;238,3;872,81;7923,49
A06A;11;468,55;7,6;1800,31;7,95;9,33;0;46,3;852,79;119,05;581,64;3893,52
A06B;1;280,41;892,11;16,16;45,49;74,59;0;68,6;31,25;135,02;501,4;2045,03
A06B;2;23269,33;48839,77;881,84;5535,03;1656,74;0;9319,47;1070,93;6089,01;17499,58;114161,7
A06B;4;928,89;0;704,95;31,1;14,26;96,81;434,72;114,23;318,1;529,91;3172,97
A06B;5;638,27;0;434,4;44,37;11,33;0;134,89;2,42;89,9;183,66;1539,24
A06B;7;9,83;0;10,86;1,09;0,02;14,52;11,45;5,56;4,58;9,92;67,83
A06B;8;219,99;0;234,79;6,91;2,51;0,16;87,48;55,1;115,6;179,01;901,55
A06B;9;436,82;0;482,84;4,25;0,24;3,1;83,8;225,8;208,79;362,95;1808,59
A06B;10;293,28;0;1548,66;84,14;557,16;0;1381,56;1034,15;182,53;741,88;5823,36
A06B;11;225,03;20,5;2188,81;5,49;53,24;0;47,79;377,28;118,87;645,23;3682,24
A07A;1;397,79;790,46;28,42;83,32;74,88;0;74,17;38,94;175,35;537,9;2201,23
A07A;2;17583,24;36004,22;473,13;4472,31;4229,16;0;7841,61;630,11;5384,33;13076,26;89694,37
A07A;4;2746,31;0;2303,43;153,49;126,1;1593,91;1272,51;1602,19;1067,1;1755,17;12620,21
A07A;5;1980,05;0;1125,74;132,3;50,57;0;407,28;10,56;245,91;544,63;4497,04
A07A;7;99,74;0;77,19;2,85;34,57;455,21;105,51;117,3;50,58;85,82;1028,77
A07A;8;180,05;0;185,74;4,96;1,99;0,11;74,05;88,57;89,82;167,41;792,7
A07A;9;647,37;0;712,63;5,6;335,53;11,74;114,23;235,52;325,45;464,7;2852,77
A07A;10;589,55;0;2075,74;47;1034,55;0;1906,99;580,5;289,1;1049,88;7573,31
A07A;11;395,64;11,04;1082,95;4,99;5,19;0;47,13;356,31;80,28;361,07;2344,6
A07B;1;457,28;897,67;46,98;92,53;169,97;0;99,62;86,03;252,46;687,8;2790,34
A07B;2;16322,39;33888,74;569,37;4010,75;2950,46;6,13;7035,69;662,91;4839,3;12767,83;83053,57
A07B;4;1265,57;0;1086,39;71,38;83,59;909,04;650,21;548,19;546,96;867,57;6028,9
A07B;5;985,2;0;591,61;73,38;38,38;0;217,61;12,29;136,04;286,47;2340,98
A07B;7;24,38;0;24,47;1,21;0,06;238,7;11,94;46,22;14,45;22,27;383,7
A07B;8;221,84;0;178,84;7;0,2;3,38;87,18;59,72;81,88;135,78;775,82
A07B;9;604,83;0;575;6,53;2,29;39,1;113,15;192,88;284,54;387,41;2205,73
A07B;10;286,62;0;1230,76;36,32;771,15;0;1162;943,46;154,93;599,3;5184,54
A07B;11;283,84;4,29;943,02;7,55;2,36;0;35,32;473,05;71,49;345;2165,92
A07C;1;271,64;599,19;27,16;43,92;49,99;0;46,59;30,11;113,19;417,66;1599,45
A07C;2;14283,88;29470,64;456,36;3589,88;1452,69;4,95;5927,62;560,73;4015,27;11058,56;70820,58
A07C;4;584,92;0;497,17;22,47;13,7;134,3;309,43;216,35;237,86;371,35;2387,55
A07C;5;467,57;0;293,36;27,49;10,93;0;95,31;1,43;55,87;135,01;1086,97
A07C;7;22,96;0;29,14;2,28;0,09;21,43;21,49;28,01;10,22;18,52;154,14
A07C;8;149,65;0;160,27;4,88;0,4;1,72;69,54;45,13;69,59;106,45;607,63
A07C;9;332,09;0;352,81;3,16;1,4;9,4;52,82;159,14;154,05;230,83;1295,7
A07C;10;177,23;0;869,85;28,69;620,2;0;790,44;800,72;119,63;408,41;3815,17
A07C;11;215,93;5,58;813,84;8,31;0,15;0;36,62;285,87;62,81;307,44;1736,55
A07D;1;227,63;284,39;11,57;73,14;8,74;0;21,83;15,66;108,48;299,56;1051
A07D;2;12108,72;27754,38;233,97;3208,54;1316,3;0;4831,04;661,25;3222,71;8810,57;62147,48
A07D;4;304,38;0;368,73;13,23;0,06;68,94;150,83;160,01;134,77;202,26;1403,21
A07D;5;247,98;0;155,71;14,99;0,78;0;49,78;0;27,41;61,13;557,78
A07D;7;17,04;0;22,32;2,1;0;7,69;19,36;14,92;10,98;15,71;110,12
A07D;8;226,41;0;224,12;5,83;0;0;124,8;55,48;111,98;167,85;916,47
A07D;9;245,8;0;244,93;1,56;0,07;0;36,25;117,78;103,15;169,36;918,9
A07D;10;111,16;0;708,11;8,66;502,91;0;567,31;434,73;92,35;318,96;2744,19
A07D;11;162,69;14,53;745,34;3,33;0;0;21,76;149,4;63,61;285,04;1445,7
A07E;1;191,42;776,27;16,06;46,94;50,32;0;65,67;26,66;102,65;421,33;1697,32
A07E;2;10778,89;25388,99;455,07;2689,78;350,29;0;4421,01;384,44;3033,81;8270,67;55772,95
A07E;4;202,21;0;158,82;5,53;4,85;57,74;91,67;62,55;89,83;118,97;792,17
A07E;5;155,39;0;100,28;9,24;0,27;0;29,31;0,7;20,81;37,59;353,59
A07E;7;4,04;0;5,67;0,07;0,16;0;2,13;4,48;2,14;4;22,69
A07E;8;193,43;0;230,36;4,83;2,71;0,01;87,61;15,67;109,25;116,22;760,09
A07E;9;133,78;0;160,05;1,17;0,02;0;24,13;160,26;47,05;94,58;621,04
A07E;10;83,56;0;771,01;52,64;386,55;0;466,36;428,71;91,79;297,15;2577,77
A07E;11;125,44;6,88;728,95;3,96;0;0;21,92;111,83;48,2;283,81;1330,99
A09A;1;511,44;1110,78;60,38;114,8;185,34;0;110,48;30,9;253,54;763,71;3141,37
A09A;2;12815,99;25483,26;485,92;3020,93;3519,75;109,31;5310,24;501,33;3906,45;10038,41;65191,59
A09A;4;2649,76;0;2306,44;101,83;96,93;2212,66;1343,51;1100,34;918,43;1624,3;12354,2
A09A;5;1652,2;0;1113,44;125,26;182,95;0;398,55;7,58;238,62;596,73;4315,33
A09A;7;213,44;0;117,34;7,55;0,19;697,18;64,28;146,2;74,64;144,25;1465,07
A09A;8;249,71;0;249,57;6,12;7,64;12,23;109,75;180,16;103,02;191,54;1109,74
A09A;9;454,4;0;530,54;7,25;1,27;13,74;98,89;152,41;265;349,06;1872,56
A09A;10;348,03;0;1385,58;53,5;1507,86;209,32;1406,8;850,01;186,43;701,07;6648,6
A09A;11;458,74;7,18;787,72;9,32;20,82;0;66,07;284,67;108,68;343,36;2086,56
A09B;1;257,2;500,08;26,4;51,15;146,73;0;49,69;27,13;116,52;355,14;1530,04
A09B;2;9303,07;19657,95;409,42;2549,4;1709,94;17,58;4231,56;433,35;2924,85;7381,61;48618,73
A09B;4;1278,26;0;1140,86;76,74;109,98;1334,62;732,45;531,81;537,37;807,87;6549,96
A09B;5;885,86;0;553,11;71,54;58,75;0;201,34;11,49;122,47;251,36;2155,92
A09B;7;46,87;0;46,01;2,94;5,32;281,98;22,05;62,85;24,44;38,13;530,59
A09B;8;113,27;0;99,37;3,31;3,36;2,91;44,49;43,22;44,57;79,09;433,59
A09B;9;380,64;0;432,68;5,08;5,03;67,53;64,18;187,62;193,61;271,8;1608,17
A09B;10;224,39;0;934,72;39,46;890;5,35;886,42;513,66;130,67;453,27;4077,94
A09B;11;203,78;3,68;594,8;6,05;19,47;0;35,93;176,88;56,45;220,42;1317,46
A09C;1;189,21;387,98;22,52;38,2;39,33;0;37,52;26,13;83,63;279,84;1104,36
A09C;2;8575,32;17371,95;301,32;2142,48;736,81;1,43;3458,16;340,41;2507,99;6305,98;41741,85
A09C;4;658,88;0;547,82;38,39;27,4;368,33;352,02;230,48;311,66;417,2;2952,18
A09C;5;551,33;0;341,08;33,52;9,32;0;118,09;5,13;71,33;149,49;1279,29
A09C;7;14,41;0;18,78;1,45;0,83;35,43;11,55;26,06;7,21;12,21;127,93
A09C;8;83,51;0;91,05;2,38;0,32;0,88;33,76;28,08;35,77;60,22;335,97
A09C;9;399,82;0;376,39;5,42;5,02;156,45;63,33;340,78;178,34;246,52;1772,07
A09C;10;131,09;0;637,96;18,4;492,67;0;578,14;326,17;80,39;294,95;2559,77
A09C;11;170,55;3,17;542,9;4,95;2,16;0;24,99;158,68;47,97;197,28;1152,65
A09D;1;203,05;440,28;16,96;40,74;33,12;0;39,44;19,22;91,47;295,38;1179,66
A09D;2;9063,66;17946,12;283,37;2240,66;568,28;0,43;3389,02;214,23;2331,95;6090,28;42128
A09D;4;207,13;0;180,48;6,06;3,72;35,53;88,6;81,25;86,7;134,66;824,13
A09D;5;174,37;0;109,83;9,81;0,4;0;32,91;0,88;21,65;45,93;395,78
A09D;7;17,1;0;19,54;1,54;1,44;11,47;13,33;28,63;8,78;13,62;115,45
A09D;8;109,18;0;120,98;3,51;0,73;0,68;53,11;27,5;44,24;76,56;436,49
A09D;9;185,41;0;209,7;2,11;0,39;6,39;32,04;97,34;84,25;128,76;746,39
A09D;10;104,02;0;565,15;14,63;335,25;0;466,63;359,82;69,95;250,41;2165,86
A09D;11;127,03;3,65;548,43;4,46;0,05;0;20,02;115,1;38,36;213,95;1071,05
A09E;1;240,76;441,31;19,14;46,63;38,35;0;45,81;22,77;89,8;316,32;1260,89
A09E;2;7144,04;14940,52;275,86;1740,8;647,33;0,76;2772,28;230,34;2041,93;5145,97;34939,83
A09E;4;133,81;0;106,42;4,82;2,81;11,91;55,57;27,55;61,13;82,9;486,92
A09E;5;117,72;0;72,52;8,51;0,23;0;23,81;0,32;14,51;32,13;269,75
A09E;7;26,32;0;32,99;2,57;1,76;22,86;19,75;69,2;13,34;22,75;211,54
A09E;8;67,44;0;84,45;2,53;0,08;0,01;27,02;14,05;28,83;50,1;274,51
A09E;9;173,72;0;187,6;1,37;1,02;0;32,01;78,1;84,93;119,18;677,93
A09E;10;90,19;0;483,93;8,94;239,96;0;434,19;267,76;63,43;218,94;1807,34
A09E;11;151,17;4,1;541,4;3,95;0,09;0;18,92;112,46;41,55;204,37;1078,01
A09F;1;193,75;395,51;18,92;32,44;17,51;0;33,87;17,68;87,54;305,18;1102,4
A09F;2;6916,38;14430,23;192,49;1667,7;281,6;0;2621,57;167,06;1899,5;4978,62;33155,15
A09F;4;123,17;0;105,8;3,64;2,16;32,55;56,07;21,31;50,54;73,59;468,83
A09F;5;114,96;0;70,48;7,01;0,2;0;22,25;0,45;14,8;30,83;260,98
A09F;7;12,88;0;13,66;1,58;0,04;2,61;8,33;20,91;6,28;11,86;78,15
A09F;8;81,6;0;95,66;2,38;0;5,37;34,78;14,47;34,9;55,29;324,45
A09F;9;118,18;0;144,67;1,22;0,22;0,01;25,23;64,19;53,01;87,78;494,51
A09F;10;68,1;0;441,88;11,06;148,22;0;350,3;287,26;55,68;181,22;1543,72
A09F;11;97,57;3;410,29;4,55;0,12;0;17,13;85,01;29,64;172,97;820,28
A11A;1;739,57;1662,5;77,87;134,26;202,83;0;153,61;25,04;335,3;985,67;4316,65
A11A;2;7222,38;14147,97;296,06;1763,14;1616,56;0;2826,07;202,73;2419,01;5640,19;36134,11
A11A;4;1681,56;0;1369,46;96,23;147,04;2177,36;809,34;855,18;578,1;971,62;8685,89
A11A;5;882,32;0;544,75;85,49;98,81;0;219,34;54,56;135,37;250,73;2271,37
A11A;7;195,51;0;164,25;8,45;2,24;1864,36;74,61;201,11;94,02;130,44;2734,99
A11A;8;52,81;0;56,48;2,11;0,19;0,72;18,11;20,5;23,1;42,41;216,43
A11A;9;317,01;0;384,49;4,79;15,34;92,3;66,08;81,23;168,23;229,13;1358,6
