IK_MDC;IK_DRG;IK_Faelle_Anzahl;IK_PCCL0;IK_PCCL1;IK_PCCL2;IK_PCCL3;IK_PCCL4;IK_GeschlechtM;IK_GeschlechtW;IK_GeschlechtU;IK_AlterU28T;IK_AlterU01;IK_AlterU03;IK_AlterU06;IK_AlterU10;IK_AlterU16;IK_AlterU18;IK_AlterU30;IK_AlterU40;IK_AlterU50;IK_AlterU55;IK_AlterU60;IK_AlterU65;IK_AlterU75;IK_AlterU80;IK_AlterU99;IK_VWD_Kurz;IK_VWD_Norm;IK_VWD_Lang;IK_uGVD;IK_oGVD;IK_VWD_MW;IK_Bewertungsrelation;IK_Gesamt;IK_VWD_STD;IK_KOST_MW;IK_KOST_STD
15 ;P67A;1102;0,0318;0;0,0009;0,402;0,5653;0,6198;0,3802;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0506;0,8583;0,0911;3;23;10,8;2,348;0,0004;5,5;6594,03;3822,42
15 ;P67B;5287;0,386;0;0,0235;0,5453;0,0452;0,5969;0,4031;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0235;0,9059;0,0706;1;15;6,6;1,157;0,002;3,6;3248,4;2032,06
15 ;P67C;10817;0,9329;0;0,0417;0,0244;0,001;0,5686;0,4313;0,0001;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001;0,9422;0,0568;1;10;4,7;0,664;0,0041;2;1865,57;1147,02
15 ;P67D;93056;0,9983;0;0,0015;0,0002;0;0,5038;0,4962;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0683;0,9052;0,0265;1;6;3,2;0,244;0,0355;0,9;685,82;221,36
16 ;Q01Z;359;0,3287;0,1588;0,1031;0,1448;0,2646;0,4986;0,5014;0;0;0;0,0028;0,0139;0,0362;0,0808;0,039;0,2089;0,0752;0,1031;0,078;0,0752;0,0836;0,1086;0,0585;0,0362;0,0195;0,8735;0,1071;2;22;10,5;2,562;0,0001;5,4;7195,78;3312,34
16 ;Q02A;301;0;0;0;0;1;0,5449;0,4551;0;0;0,0066;0,0066;0,0033;0,0033;0,0066;0;0,0066;0,0432;0,0532;0,0631;0,0598;0,0698;0,2326;0,1495;0,2957;0,0902;0,7758;0,134;5;33;16,6;2,815;0,0001;7,6;7906,61;3789,13
16 ;Q02B;68;0,7647;0,1471;0,0147;0,0735;0;0,4853;0,5147;0;0;0,1912;0,4118;0,3971;0;0;0;0;0;0;0;0;0;0;0;0;0,1685;0,764;0,0674;1;12;5,7;1,632;0;2,6;4584,44;2658,19
16 ;Q02C;1381;0,5873;0,1412;0,1231;0,1484;0;0,5416;0,4584;0;0;0;0;0;0,0072;0,021;0,0101;0,076;0,0681;0,1325;0,0833;0,0985;0,0999;0,2542;0,0731;0,076;0,0683;0,8578;0,0739;1;17;7;1,293;0,0005;4,3;3631,37;1755,54
16 ;Q03A;77;0,6753;0,1299;0,1429;0,0519;0;0,5065;0,4935;0;0;0,0779;0,2857;0,2597;0,3766;0;0;0;0;0;0;0;0;0;0;0;0,129;0,828;0,043;1;12;5,4;1,293;0;3;3631,69;1545,21
16 ;Q03B;1084;0,7795;0,0969;0,0544;0,0498;0,0194;0,5;0,5;0;0;0;0;0;0;0,0304;0,0175;0,1614;0,1208;0,1744;0,0849;0,0876;0,0904;0,1375;0,0572;0,0378;0,2325;0,7021;0,0654;1;9;4;0,814;0,0004;2;2285,19;869,1
16 ;Q60A;57;0,7719;0,0351;0,0175;0,1053;0,0702;0,7018;0,2982;0;0;0;0;0,193;0,2456;0,5614;0;0;0;0;0;0;0;0;0;0;0,1571;0,8143;0,0286;2;18;8,6;1,619;0;4,3;4547,79;2356,91
16 ;Q60B;54;0,6296;0,1111;0,1296;0,1111;0,0185;0,7407;0,2593;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2683;0,6585;0,0732;1;11;5,1;1,071;0;2,6;3006,79;1492,27
16 ;Q60C;6342;0,4371;0,1608;0,1509;0,1932;0,058;0,4735;0,5265;0;0;0;0,0224;0,0505;0,0372;0,0339;0,012;0,0574;0,0386;0,0725;0,0514;0,0621;0,071;0,2143;0,1153;0,1615;0,1508;0,7704;0,0788;1;14;6;0,772;0,0024;3,6;2167,31;1251,84
16 ;Q60D;765;0,8588;0,102;0,0392;0;0;0,6288;0,3712;0;0;0,0876;0,2379;0,3216;0,183;0,1699;0;0;0;0;0;0;0;0;0;0;0,2544;0,7077;0,0379;1;9;4;0,609;0,0003;1,8;1711,56;744,93
16 ;Q60E;667;0,7361;0,1634;0,1004;0;0;0,4558;0,5442;0;0;0;0;0;0;0;0,0465;0,2009;0,1214;0,1529;0,066;0,0825;0,078;0,1394;0,0675;0,045;0,2914;0,6501;0,0585;1;9;4;0,548;0,0003;2;1537,81;760,82
16 ;Q61A;967;0;0;0;0;1;0,4457;0,5543;0;0;0,001;0,0052;0,001;0,001;0,001;0;0,0062;0,0031;0,0103;0,0165;0,03;0,0455;0,183;0,1872;0,5088;0,0955;0,8244;0,0801;3;23;11,6;1,478;0,0004;5,4;4151,36;1811,27
16 ;Q61B;1200;0,4267;0,1658;0,195;0,1725;0,04;0,4367;0,5633;0;0;0,0033;0,0108;0,0183;0,035;0,045;0,0208;0,085;0,05;0,0558;0,0383;0,0283;0,0508;0,1617;0,1358;0,2608;0,1472;0,7921;0,0607;2;17;8;1,117;0,0005;4;3136,27;1549,07
16 ;Q61C;52;0,3462;0,1923;0,2308;0,1731;0,0577;0,6346;0,3654;0;0;0,0962;0,2115;0,2692;0,2885;0,1346;0;0;0;0;0;0;0;0;0;0;0,7735;0,1812;0,0453;1;8;3,4;0,969;0;1,6;2720,41;1483,65
16 ;Q61D;1085;0,2295;0,1429;0,223;0,3106;0,094;0,4802;0,5198;0;0;0;0;0;0;0;0,0055;0,0286;0,0249;0,0802;0,0516;0,082;0,1124;0,2894;0,1484;0,177;0,2469;0,6781;0,075;1;15;6,5;0,869;0,0004;4;2441,66;1349,15
16 ;Q61E;9682;0,3914;0,2011;0,1841;0,2234;0;0,379;0,621;0;0;0,0067;0,0083;0,0035;0,0037;0,0101;0,0045;0,0211;0,0237;0,05;0,0332;0,0384;0,0496;0,1865;0,1612;0,3995;0,1759;0,7575;0,0667;1;13;5,8;0,784;0,0037;3,1;2202,7;977,1
17 ;R01A;207;0;0;0;0,0048;0,9952;0,5266;0,4734;0;0;0;0;0;0,0048;0,0048;0,0048;0,0193;0,0386;0,058;0,0966;0,0918;0,0918;0,2995;0,1691;0,1208;0,0637;0,7753;0,161;7;41;22,7;5,405;0,0001;9;15179,22;6091,29
17 ;R01B;81;0;0;0;0;1;0,642;0,358;0;0;0;0;0;0;0;0;0,037;0,0123;0,0617;0,0494;0,0864;0,0864;0,321;0,1852;0,1605;0,1043;0,7043;0,1913;6;40;22,2;4,651;0;10,6;13060,01;6235,96
17 ;R01C;254;0,2835;0,1142;0,1969;0,4055;0;0,5709;0,4291;0;0;0;0;0;0;0,0039;0,0039;0,0079;0,0472;0,0787;0,1181;0,0669;0,1181;0,2953;0,1772;0,0827;0,0212;0,8975;0,0813;3;27;13,4;3,018;0,0001;6,2;8476,34;3306,01
17 ;R01D;189;0,746;0,1429;0,1111;0;0;0,5926;0,4074;0;0;0;0;0,0053;0;0,0265;0,0053;0,0529;0,0529;0,1005;0,0847;0,0847;0,0899;0,3228;0,1217;0,0529;0;0,922;0,078;1;14;6,5;1,536;0,0001;3,3;4314,05;1804,95
17 ;R02Z;190;0;0;0;0;1;0,5526;0,4474;0;0;0;0;0;0;0;0;0,0263;0,0632;0,0579;0,0842;0,1316;0,0842;0,3053;0,1632;0,0842;0,0429;0,8155;0,1416;6;38;19,9;5,203;0,0001;8,5;14612,71;6569,79
17 ;R03Z;185;0;0;0;0,0054;0,9946;0,6162;0,3838;0;0;0;0;0;0,0054;0,0324;0;0,0378;0,0432;0,027;0,027;0,0541;0,0919;0,3081;0,1676;0,2054;0,1193;0,7613;0,1193;6;38;20,3;3,956;0,0001;8,7;11109,62;5243,72
17 ;R04A;328;0;0;0;0,6951;0,3049;0,5305;0,4695;0;0;0,003;0;0,003;0,0061;0;0;0,0152;0,0305;0,0518;0,0732;0,0915;0,1555;0,2652;0,1555;0,1494;0,1218;0,7681;0,1101;3;28;13,4;2,516;0,0001;6,9;7064,89;3554,09
17 ;R04B;98;0;0;0;0,5918;0,4082;0,5306;0,4694;0;0;0;0,0102;0;0;0;0;0;0,0102;0,0204;0,0816;0,102;0,0918;0,2959;0,1837;0,2041;0,1642;0,7313;0,1045;2;22;10;1,486;0;5,6;4171,96;1867,37
17 ;R05Z;146;0;0;0;0;1;0,589;0,411;0;0;0;0;0;0;0;0;0,0205;0,0479;0,0479;0,0753;0,1027;0,1301;0,2534;0,1712;0,1507;0,0211;0,7684;0,2105;11;53;34,8;6,336;0,0001;11,5;17794,47;6986,89
17 ;R06Z;254;0,2205;0,1811;0,2913;0,3031;0,0039;0,5157;0,4843;0;0;0;0;0;0;0;0;0,0039;0,0079;0,0433;0,0512;0,1142;0,126;0,315;0,1417;0,1969;0,0795;0,7768;0,1437;6;40;22,2;3,847;0,0001;8,6;10802,73;4666,64
17 ;R07A;61;0;0;0;0,0164;0,9836;0,7049;0,2951;0;0;0;0;0,0164;0,0164;0;0;0,0164;0,0164;0,0492;0,0656;0,0492;0,1148;0,3115;0,1803;0,1639;0,2159;0,6932;0,0909;5;33;17,7;3,085;0;7;8664,38;3822,58
17 ;R07B;361;0,4072;0,2188;0,1773;0,1967;0;0,6316;0,3684;0;0;0;0;0;0;0;0;0,0166;0,0166;0,072;0,0748;0,0914;0,1496;0,3075;0,1274;0,144;0,1529;0,7665;0,0807;2;19;8,2;1,398;0,0001;4,7;3926,98;1950,96
17 ;R11A;355;0;0;0;0,4901;0,5099;0,5549;0,4451;0;0;0;0;0;0;0;0,0113;0,0282;0,0423;0,0845;0,0592;0,0451;0,0986;0,2761;0,1634;0,1915;0,1155;0,8199;0,0647;4;32;16,1;2,824;0,0001;7,4;7930;3489,55
17 ;R11B;882;0,7324;0,076;0,085;0,1066;0;0,5567;0,4422;0,0011;0;0;0;0,0034;0,0023;0,0079;0,0068;0,0612;0,051;0,0873;0,0907;0,0816;0,1054;0,2619;0,1224;0,1179;0;0,8927;0,1073;;14;5,7;1,188;0,0003;3,9;3335,48;1450,52
17 ;R11C;737;0,7883;0,0977;0,114;0;0;0,5767;0,4233;0;0;0;0;0,0014;0,0014;0,0095;0,0068;0,0665;0,0746;0,1018;0,0692;0,0801;0,0868;0,2673;0,1235;0,1113;0;0,9224;0,0776;;13;5,1;1,063;0,0003;3,3;2986,15;1475,22
17 ;R12A;159;0,0755;0,0377;0,044;0,0692;0,7736;0,5283;0,4717;0;0;0;0;0;0;0,0063;0;0,0126;0,0377;0,1006;0,0692;0,1195;0,0755;0,2956;0,1447;0,1384;0,0359;0,8154;0,1487;4;33;16,3;3,447;0,0001;7,7;9679,32;4917,41
17 ;R12B;990;0,6475;0,1091;0,1051;0,1384;0;0,6475;0,3525;0;0;0;0,002;0,001;0;0,001;0,003;0,0374;0,0485;0,1253;0,104;0,1081;0,1364;0,2657;0,0919;0,0758;0,011;0,9074;0,0816;2;18;8,7;2,247;0,0004;4,1;6309,13;2630,88
17 ;R12C;499;0,6874;0,1403;0,1583;0,014;0;0,519;0,481;0;0;0;0,002;0,002;0;0,004;0;0,024;0,0401;0,1363;0,0822;0,1042;0,1503;0,2605;0,1162;0,0782;0,0335;0,8801;0,0864;1;15;7,3;1,637;0,0002;3,4;4595,76;1954,68
17 ;R13Z;1409;0,7331;0,1618;0,105;0;0;0,5053;0,4947;0;0;0;0,0014;0,0007;0,0035;0,0071;0,0021;0,0213;0,0497;0,1065;0,0987;0,1221;0,1327;0,2669;0,0944;0,093;0;0,9264;0,0736;;12;5,2;1,223;0,0005;2,7;3434,05;1486,55
17 ;R14Z;549;0,7213;0,1712;0,1056;0,0018;0;0,5337;0,4663;0;0;0;0;0,0018;0,0036;0,0018;0;0,0291;0,0346;0,0838;0,1002;0,1038;0,1639;0,275;0,1056;0,0965;0;0,915;0,085;;10;4,2;0,872;0,0002;2,3;2448,19;890,82
17 ;R16Z;84;0,0952;0,0357;0,0357;0,0714;0,7619;0,6071;0,3929;0;0;0;0,0595;0,131;0,0476;0,119;0,0476;0,0595;0,0476;0,1429;0,0357;0,0476;0,131;0,1071;0,0238;0;0,0696;0,7304;0,2;9;48;29,9;7,368;0;11,6;20690,16;8743,88
17 ;R36Z;71;0;0;0;0;1;0,5775;0,4225;0;0;0,0141;0;0,0141;0;0;0;0,0282;0,0282;0,0704;0,0845;0,0845;0,1831;0,3521;0,0704;0,0704;0,01;0,71;0,28;11;53;35;12,379;0;13,3;34763,24;10004,21
17 ;R60A;247;0;0;0;0,0121;0,9879;0,5506;0,4494;0;0;0;0,0243;0,004;0,004;0,0162;0,004;0,0364;0,0526;0,1538;0,081;0,1457;0,1377;0,2632;0,0688;0,0081;0;0,8759;0,1241;16;68;50;9,219;0,0001;10,6;25888,21;7909,79
17 ;R60B;698;0;0;0,0043;0,0215;0,9742;0,5415;0,4585;0;0;0,0029;0,0043;0,0072;0,0072;0,0143;0,0029;0,0788;0,0544;0,1547;0,096;0,116;0,149;0,2521;0,0501;0,01;0,0116;0,8983;0,0901;9;45;29,6;5,658;0,0003;7,3;15890,33;6263,09
17 ;R60C;486;0,0062;0;0,0021;0,0309;0,9609;0,5658;0,4342;0;0;0;0,0041;0,0041;0,0021;0,0041;0,0041;0,0679;0,0658;0,1523;0,0926;0,107;0,0823;0,2593;0,0967;0,0576;0,0459;0,8917;0,0624;7;39;24,5;4,218;0,0002;6,7;11844,75;5823,47
17 ;R60D;55;0,2909;0,0545;0,2;0,1818;0,2727;0,4909;0,5091;0;0;0,0364;0,2727;0,2;0,1818;0,3091;0;0;0;0;0;0;0;0;0;0;0;0,9016;0,0984;1;11;5,7;1,677;0;2;4710,52;1763,48
17 ;R60E;750;0,0173;0,0133;0,0133;0,0387;0,9173;0,5787;0,4213;0;0;0;0;0;0;0;0,012;0,0253;0,02;0,064;0,0413;0,0627;0,0987;0,3;0,208;0,168;0,1124;0,803;0,0846;4;28;14;2,371;0,0003;6,7;6657,08;3769,94
17 ;R60F;188;0,3032;0,117;0,2234;0,3564;0;0,5426;0,4574;0;0;0,0106;0,0585;0,0053;0,016;0,0106;0,0266;0,0798;0,016;0,0957;0,0532;0,0798;0,0638;0,2606;0,133;0,0904;0,028;0,8785;0,0935;2;17;8,1;1,289;0,0001;4,1;3618,72;1616,78
17 ;R60G;1147;0,1918;0,1744;0,2241;0,4098;0;0,5824;0,4176;0;0;0,0017;0,0122;0,0044;0,0017;0,0052;0,0044;0,0078;0,0192;0,0366;0,0183;0,0558;0,0575;0,3025;0,245;0,2276;0;0,9039;0,0961;;14;6,1;1,027;0,0004;3,6;2884,72;1917,3
17 ;R61A;829;0,0314;0,0169;0,0567;0,1773;0,7177;0,6285;0,3715;0;0;0,0012;0,0048;0,0084;0,0072;0,0193;0,0109;0,0386;0,029;0,0603;0,0712;0,0784;0,117;0,3112;0,1592;0,0832;0,0743;0,7704;0,1552;6;40;22;4,245;0,0003;9;11922,03;6101,1
17 ;R61B;250;0,004;0;0,012;0,004;0,98;0,54;0,46;0;0;0;0;0;0;0;0,012;0,04;0,044;0,068;0,076;0,076;0,1;0,372;0,144;0,068;0,0994;0,8013;0,0994;6;36;19,5;3,37;0,0001;8;9463,69;4709,71
17 ;R61C;28;0,5;0,0714;0,1071;0,2143;0,1071;0,75;0,25;0;0;0;0;0,0714;0,2857;0,6429;0;0;0;0;0;0;0;0;0;0;0,1951;0,6829;0,122;2;22;9,4;3,045;0;5,8;8550,13;4896,62
17 ;R61D;1716;0,0006;0;0,0157;0,0233;0,9604;0,5909;0,4091;0;0;0;0,0012;0,0035;0,0035;0,0052;0,0012;0,0134;0,0157;0,0513;0,0455;0,0589;0,0775;0,3024;0,2051;0,2156;0,1418;0,7821;0,0761;4;28;14;2,138;0,0007;6,5;6005,18;3126,5
17 ;R61E;852;0,4472;0,1854;0,1608;0,2066;0;0,5282;0,4718;0;0;0;0;0;0;0;0,0082;0,0657;0,0423;0,0939;0,0552;0,0915;0,1009;0,2911;0,1362;0,115;0,1009;0,8184;0,0807;2;23;9,9;1,687;0,0003;6,1;4738,4;2741,58
17 ;R61F;219;0,6941;0,0822;0,1689;0,0548;0;0,7352;0,2648;0;0;0,0046;0,0959;0,21;0,2648;0,4247;0;0;0;0;0;0;0;0;0;0;0;0,9163;0,0837;;11;5,1;1,313;0,0001;2,6;3687,15;1537,52
17 ;R61G;7625;0,4235;0,2421;0,169;0,1654;0;0,5729;0,4271;0;0;0;0;0;0;0,0001;0,0043;0,0366;0,0357;0,079;0,064;0,0809;0,0973;0,2948;0,1567;0,1506;0;0,9043;0,0957;;13;5,1;0,816;0,0029;3,3;2290,3;1475,97
17 ;R61H;9314;0,4835;0,1985;0,1572;0,1608;0;0,5538;0,4462;0;0;0,0004;0,0012;0,0021;0,0014;0,0136;0,0086;0,0431;0,0291;0,0621;0,0565;0,0727;0,0895;0,2789;0,1576;0,1832;0;0,9111;0,0889;;13;5,1;0,801;0,0035;3,3;2248,45;1543,23
17 ;R62A;306;0,2484;0,1176;0,1503;0,1928;0,2908;0,4739;0,5261;0;0;0,0065;0,0163;0,0033;0;0;0;0,0229;0,0425;0,098;0,1046;0,1176;0,1438;0,268;0,1046;0,0719;0,1675;0,7427;0,0898;3;28;12,7;2,02;0,0001;7;5673,38;2751,3
17 ;R62B;874;0,2494;0,1327;0,0961;0,1602;0,3616;0,5709;0,4291;0;0;0,008;0,0034;0,0023;0;0;0;0,0137;0,0149;0,0755;0,0732;0,1121;0,1281;0,2574;0,151;0,1602;0,1349;0,7755;0,0896;2;21;9,5;1,269;0,0003;5,5;3562,38;1929,99
17 ;R62C;2621;0,4926;0,2144;0,1511;0,1419;0;0,5044;0,4956;0;0;0;0,0057;0,0031;0,0061;0,005;0,0031;0,013;0,0244;0,0794;0,0633;0,1133;0,1084;0,2892;0,1343;0,1519;0;0,9038;0,0962;;13;5,1;0,713;0,001;3,4;2003,63;1045,5
17 ;R63A;100;0;0;0,01;0,18;0,81;0,56;0,44;0;0;0,01;0,06;0,07;0,11;0,03;0,01;0,15;0,14;0,13;0,08;0,04;0,05;0,07;0,05;0;0,015;0,7519;0,2331;16;68;50,2;10,529;0;13,4;29567,17;9432,66
17 ;R63B;112;0,0893;0,0089;0,0982;0,2411;0,5625;0,6339;0,3661;0;0;0,0446;0,25;0,4732;0,0982;0,1339;0;0;0;0;0;0;0;0;0;0;0,031;0,8682;0,1008;7;41;23,4;7,237;0;9,4;20323,32;9297,91
17 ;R63C;77;0;0;0;0;1;0,6883;0,3117;0;0;0;0;0;0;0;0,0519;0,1688;0,1688;0,1169;0,0519;0,1039;0,1039;0,1688;0,0649;0;0;0,9059;0,0941;9;48;30,1;6,024;0;8,3;16918,33;7254,22
17 ;R63D;267;0,0899;0,0225;0,1835;0,2622;0,4419;0,5768;0,4232;0;0;0;0,0562;0,1124;0,1498;0,1461;0,0599;0,0861;0,1273;0,0412;0,0337;0,0412;0,03;0,0899;0,0187;0,0075;0,092;0,819;0,089;5;33;16,9;4,082;0,0001;7,3;11463,8;4707,75
17 ;R63E;58;0;0;0;0;1;0,569;0,431;0;0;0;0;0,0345;0,0345;0,0345;0;0,1207;0,1897;0,1379;0,069;0,0862;0,0172;0,2069;0,0517;0,0172;0,0882;0,8529;0,0588;5;33;16,9;3,577;0;7,7;10043,97;6645,77
17 ;R63F;131;0,0229;0;0,0305;0,1298;0,8168;0,5344;0,4656;0;0;0,0153;0,0458;0,1298;0,1756;0,1527;0,0305;0,084;0,0382;0,0534;0,0153;0,0229;0,0382;0,0763;0,0611;0,0611;0,1412;0,7706;0,0882;3;24;11,4;2,587;0;5,9;7264,18;3723,82
17 ;R63G;297;0,4242;0,1313;0,1919;0,2525;0;0,633;0,367;0;0;0,0067;0,0404;0,1582;0,1886;0,1481;0,064;0,1044;0,1077;0,0539;0,0269;0,0404;0,0101;0,0438;0,0034;0,0034;0;0,9;0,1;2;17;8,1;1,767;0,0001;3,9;4963,41;1995,62
17 ;R63H;1033;0,6486;0,1249;0,1442;0,0823;0;0,6283;0,3717;0;0;0,0029;0,122;0,2507;0,1317;0,1742;0,0523;0,0871;0,0465;0,0358;0,0232;0,0184;0,0077;0,03;0,0126;0,0048;0;0,9046;0,0954;;9;4,2;1,01;0,0004;1,9;2835,57;1151,27
17 ;R63I;557;0,4147;0,1005;0,2334;0,2513;0;0,5368;0,4632;0;0;0,0018;0,0808;0,2388;0,1562;0,1293;0,0503;0,0431;0,0395;0,0431;0,0215;0,0287;0,0251;0,0808;0,0377;0,0233;0;0,9146;0,0854;1;11;4,5;1,018;0,0002;2,7;2859,46;1756,39
17 ;R65A;1596;0,6015;0,1028;0,1936;0,0846;0,0175;0,614;0,386;0;0;0,0138;0,1497;0,297;0,2563;0,2832;0;0;0;0;0;0;0;0;0;0;0;1;0;;;1;0,364;0,0006;0;1021,57;574,7
17 ;R65B;7191;0,6306;0,1795;0,1104;0,064;0,0154;0,5645;0,4355;0;0;0;0;0;0;0;0,0156;0,0335;0,0348;0,0787;0,0647;0,0836;0,1032;0,2915;0,1463;0,1482;0;1;0;;;1;0,32;0,0027;0;897,37;691,63
18A;S01Z;65;0,2923;0,0923;0,1385;0,1538;0,3231;0,8615;0,1385;0;0;0;0,0154;0;0;0;0;0,0769;0,1231;0,3077;0,1385;0,0923;0,0769;0,1538;0,0154;0;0,3028;0,5963;0,1009;4;30;14,3;2,926;0;7,4;8216,96;4565,68
18A;S60Z;79;0,6329;0,2152;0,1013;0,0506;0;0,9241;0,0759;0;0;0;0;0;0;0;0;0,0886;0,1266;0,4684;0,1266;0,0886;0,0633;0,038;0;0;0;1;0;;;1;0,313;0;0;878,35;405,69
18A;S62Z;115;0,3043;0,1652;0,2087;0,1826;0,1391;0,9652;0,0348;0;0;0;0;0;0;0;0;0,0696;0,2;0,4261;0,1043;0,1478;0,0087;0,0435;0;0;0,1667;0,7667;0,0667;2;20;8,7;1,472;0;4,9;4133,23;2346,03
18A;S63A;42;0;0;0;0,0238;0,9762;0,8333;0,1667;0;0;0;0;0;0;0;0;0,0238;0,2143;0,4762;0,1667;0,0238;0;0,0952;0;0;0,0545;0,7636;0,1818;7;38;22,9;3,787;0;7,3;10635,6;3683,32
18A;S63B;352;0,2869;0,1051;0,2017;0,2585;0,1477;0,804;0,196;0;0;0;0;0,0028;0;0,0028;0;0,0966;0,2301;0,3011;0,1392;0,0881;0,0455;0,0739;0,0199;0;0,0998;0,8167;0,0835;3;24;11,6;1,634;0,0001;5,8;4588,35;2408,76
18A;S65A;42;0;0;0;0,0952;0,9048;0,8571;0,1429;0;0;0;0,0476;0;0;0;0;0,0476;0,0714;0,3095;0,1905;0,0952;0,0238;0,1667;0,0476;0;0,102;0,8571;0,0408;3;28;13,3;2,347;0;6,7;6589,93;4041,49
18A;S65B;217;0,3456;0,2074;0,1797;0,2673;0;0,8203;0,1797;0;0;0;0,0092;0,0092;0;0;0,0138;0,0968;0,2028;0,2995;0,1567;0,0829;0,0415;0,0599;0,023;0,0046;0;0,9195;0,0805;1;16;7,4;1,069;0,0001;3,7;3002,15;1475,29
18B;T01A;651;0,0323;0,0338;0,0568;0,1336;0,7435;0,5607;0,4393;0;0;0,0046;0,0046;0,0031;0,0015;0,0092;0,0061;0,0384;0,0415;0,1029;0,0829;0,0983;0,1152;0,2289;0,1352;0,1275;0,1328;0,686;0,1812;6;40;22,1;4,394;0,0002;9;12339,3;6020,84
18B;T01B;830;0,0217;0,041;0,0723;0,1783;0,6867;0,606;0,394;0;0;0,0048;0,0012;0,006;0,0048;0,0072;0;0,0169;0,0349;0,0627;0,059;0,0687;0,088;0,2542;0,1566;0,2349;0,0771;0,8004;0,1225;5;34;17,3;2,878;0,0003;7,7;8081,85;4117,28
18B;T01C;2619;0,2948;0,257;0,1355;0,1993;0,1134;0,546;0,454;0;0;0,0027;0,0061;0,0057;0,005;0,0221;0,0168;0,0939;0,071;0,1363;0,0909;0,0882;0,0924;0,1959;0,0905;0,0825;0,1209;0,7758;0,1034;3;25;11,8;1,611;0,001;6,3;4522,85;2334,74
18B;T36Z;252;0;0;0;0,0079;0,9921;0,6587;0,3413;0;0;0,0079;0,004;0;0;0;0;0,0119;0,0079;0,0278;0,0238;0,0913;0,1111;0,254;0,2103;0,25;0;0,8077;0,1923;6;40;22,2;7,314;0,0001;9,7;20540,5;7202,29
18B;T44Z;316;0,0348;0,0443;0,0696;0,3038;0,5475;0,4082;0,5918;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0158;0,1108;0,1677;0,7057;0;0,8927;0,1073;;39;23,8;2,671;0,0001;7,3;7502,24;2573,11
18B;T60A;733;0;0;0;0;1;0,5771;0,4229;0;0;0,0055;0,0068;0,0177;0,0123;0,0273;0,0123;0,03;0,0191;0,0491;0,0709;0,0737;0,0982;0,2551;0,1419;0,1801;0,0243;0,8474;0,1283;4;32;16,3;3,413;0,0003;7,6;9585,88;4455,06
18B;T60B;241;0,029;0,029;0,0498;0,112;0,7801;0,5394;0,4606;0;0;0,0456;0,1826;0,1867;0,1369;0,2158;0;0,0207;0,0041;0,0415;0,0332;0,0415;0,0207;0,0332;0,0166;0,0207;0,0289;0,87;0,1011;3;20;10,5;2,291;0,0001;4,4;6433,88;2964,9
18B;T60C;2925;0,0168;0,0168;0,0304;0,0865;0,8496;0,5556;0,4444;0;0;0;0;0;0;0;0,0041;0,0195;0,0229;0,0434;0,0427;0,0557;0,0834;0,254;0,1569;0,3173;0,0343;0,8718;0,0939;3;27;13,4;1,859;0,0011;6,1;5219,65;2575,97
18B;T60D;312;0,4423;0,1699;0,1667;0,2212;0;0,5865;0,4135;0;0;0,5224;0,2083;0,1763;0,0929;0;0;0;0;0;0;0;0;0;0;0;0,0029;0,9204;0,0767;2;15;8;1,348;0,0001;3,2;3786,93;1594,26
18B;T60E;9607;0,2142;0,1628;0,2061;0,4169;0;0,5128;0,4872;0;0;0;0;0;0;0,0043;0,003;0,0246;0,0214;0,0444;0,0392;0,0482;0,068;0,2343;0,1777;0,3349;0,0351;0,8892;0,0757;2;18;9,1;1,079;0,0037;3,8;3030,83;1344,01
18B;T60F;1694;0,0726;0,0567;0,1322;0,3802;0,3583;0,497;0,503;0;0;0,0012;0,0018;0,0006;0;0,0012;0;0,0012;0,0065;0,0207;0,0348;0,0372;0,0596;0,209;0,1588;0,4675;0;1;0;;;1,5;0,466;0,0006;0,9;1308,62;869,79
18B;T61Z;1908;0,4754;0,2516;0,1468;0,098;0,0283;0,5168;0,4832;0;0;0,0052;0,0105;0,022;0,0262;0,032;0,0121;0,0839;0,0718;0,1336;0,0954;0,0718;0,0917;0,1667;0,086;0,0912;0,071;0,8579;0,071;1;13;5,7;0,602;0,0007;3,1;1691,35;827,53
18B;T62A;191;0;0;0;0,6963;0,3037;0,5654;0,4346;0;0;0;0;0;0,0157;0,0157;0,0052;0,0628;0,0576;0,0524;0,0838;0,0838;0,0838;0,2199;0,1571;0,1623;0,1825;0,7262;0,0913;2;17;7,7;0,93;0,0001;4,1;2611,29;1151,5
18B;T62B;1003;0,6481;0,2044;0,1426;0,003;0,002;0,5444;0,4556;0;0;0,1097;0,0798;0,0538;0,0379;0,0369;0,009;0,0718;0,0628;0,0957;0,0758;0,0578;0,0578;0,1226;0,0568;0,0718;0,2568;0,6691;0,074;1;10;4,3;0,56;0,0004;2,5;1573,26;838,22
