IK_MDC;IK_DRG;IK_Faelle_Anzahl;IK_PCCL0;IK_PCCL1;IK_PCCL2;IK_PCCL3;IK_PCCL4;IK_GeschlechtM;IK_GeschlechtW;IK_GeschlechtU;IK_AlterU28T;IK_AlterU01;IK_AlterU03;IK_AlterU06;IK_AlterU10;IK_AlterU16;IK_AlterU18;IK_AlterU30;IK_AlterU40;IK_AlterU50;IK_AlterU55;IK_AlterU60;IK_AlterU65;IK_AlterU75;IK_AlterU80;IK_AlterU99;IK_VWD_Kurz;IK_VWD_Norm;IK_VWD_Lang;IK_uGVD;IK_oGVD;IK_VWD_MW;IK_Bewertungsrelation;IK_Gesamt;IK_VWD_STD;IK_KOST_MW;IK_KOST_STD
12 ;M60C;3400;0,2206;0,2241;0,22;0,3353;0;1;0;0;0;0;0;0;0;0,0003;0;0,0218;0,0241;0,0262;0,0268;0,0456;0,0903;0,3394;0,1879;0,2376;0,3541;0,5805;0,0654;1;13;5,3;0,68;0,0013;3,2;1909,58;992,34
12 ;M61Z;540;0,4333;0,2907;0,1685;0,1;0,0074;1;0;0;0;0;0;0;0;0;0;0;0;0,013;0,0296;0,0907;0,1;0,3333;0,1981;0,2352;0,5155;0,4405;0,044;1;9;3,8;0,524;0,0002;2;1470,86;606,57
12 ;M62Z;3344;0,7264;0,1513;0,0769;0,0404;0,0051;0,9997;0,0003;0;0;0,006;0,0185;0,0251;0,0326;0,0487;0,0093;0,09;0,1014;0,1376;0,0798;0,0837;0,0852;0,1558;0,0646;0,0616;0,1185;0,8287;0,0528;1;10;4,6;0,515;0,0013;2;1445,74;578,53
12 ;M64Z;424;0,7288;0,1439;0,0708;0,0542;0,0024;0,9976;0,0024;0;0;0,0047;0,0283;0,0425;0,0495;0,1604;0,0212;0,1486;0,0542;0,0731;0,0448;0,0377;0,0495;0,1156;0,0684;0,1014;0,4754;0,454;0,0707;1;7;3,2;0,427;0,0002;1,4;1199,78;519,33
13 ;N01A;28;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0,0357;0,0714;0,1429;0,1429;0,1786;0,1071;0,1071;0,1429;0,0714;0;0,875;0,125;8;45;26,6;8,215;0;8,5;23070,18;7790,25
13 ;N01B;252;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0,0238;0,0238;0,1468;0,1508;0,1786;0,1151;0,246;0,0794;0,0357;0;0,9197;0,0803;5;34;19,3;6,535;0,0001;6,6;18351,25;5281,9
13 ;N01C;491;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0,0122;0,0285;0,1731;0,0855;0,1446;0,1303;0,2403;0,1242;0,0611;0,0018;0,8737;0,1246;5;32;17,4;4,942;0,0002;6,7;13877,79;4594,78
13 ;N01D;458;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0,0109;0,0524;0,1659;0,0983;0,1397;0,1332;0,2314;0,1048;0,0633;0,004;0,916;0,08;4;26;14,2;3,867;0,0002;5,4;10860,58;3368,89
13 ;N01E;1371;0,5339;0,2553;0,2108;0;0;0;1;0;0;0;0;0,0007;0;0;0,0007;0,0277;0,1043;0,1853;0,1072;0,1174;0,1247;0,2195;0,0824;0,0299;0,0081;0,9308;0,0611;3;19;10,6;3,062;0,0005;3,6;8599,06;2774,56
13 ;N02A;465;0;0;0;0;1;0;1;0;0;0,0022;0,0022;0;0;0,0065;0,0022;0,0086;0,0215;0,086;0,0538;0,0796;0,114;0,2624;0,1441;0,2172;0,0328;0,847;0,1202;5;34;18,2;3,699;0,0002;7,5;10388,02;3933
13 ;N02B;821;0,0865;0,0158;0,419;0,4787;0;0;1;0;0;0,0049;0,0012;0;0;0,0097;0,0231;0,0451;0,0487;0,1011;0,0755;0,084;0,1096;0,2107;0,1413;0,1449;0,0728;0,8421;0,0851;3;21;10,7;2,344;0,0003;4,7;6581,72;2581,43
13 ;N02C;2332;0,8195;0,1805;0;0;0;0;1;0;0;0;0;0,0004;0,0009;0,0021;0,0026;0,0386;0,0768;0,166;0,1072;0,1171;0,1261;0,2011;0,0858;0,0755;0,0507;0,8891;0,0602;1;14;6,2;1,523;0,0009;3,1;4275,63;1731,07
13 ;N04Z;962;0,4761;0,0561;0,0561;0,3545;0,0572;0;1;0;0;0;0;0;0;0;0;0,0083;0,078;0,3514;0,1362;0,0624;0,0686;0,1299;0,0832;0,0821;0,0264;0,8769;0,0966;1;15;7,4;1,542;0,0004;3,4;4330,63;1175,04
13 ;N05A;284;0;0;0;0,7077;0,2923;0;1;0;0;0,0035;0;0;0,0035;0,0106;0,0035;0,0176;0,0423;0,2042;0,1162;0,0915;0,088;0,2077;0,1092;0,1021;0,0307;0,8712;0,0982;2;22;10,5;2,164;0,0001;5,4;6077,27;3081,49
13 ;N05B;3921;0,898;0,0673;0,0347;0;0;0;1;0;0;0,001;0,0005;0;0,0013;0,0041;0,0026;0,0275;0,0597;0,2372;0,1548;0,1245;0,1155;0,19;0,0615;0,0199;0,1469;0,7958;0,0572;1;8;3,5;0,925;0,0015;1,6;2598,86;825,44
13 ;N06Z;4542;0,8309;0,076;0,0603;0,0308;0,002;0;1;0;0;0,0009;0;0;0,0007;0,0007;0,0009;0,0048;0,0348;0,1264;0,0947;0,1028;0,1207;0,2985;0,1431;0,0711;0,0074;0,9398;0,0528;1;11;5,6;1,208;0,0017;2,1;3393,61;1116,74
13 ;N07Z;5052;0,85;0,1;0,0398;0,0091;0,0012;0;1;0;0;0;0;0;0;0,0016;0,0046;0,1429;0,2298;0,4331;0,1116;0,0321;0,0182;0,019;0,0055;0,0016;0,1101;0,8574;0,0324;1;9;4,3;0,959;0,0019;1,7;2693,94;790,24
13 ;N08Z;2478;0,8245;0,1098;0,0424;0,0198;0,0036;0;1;0;0;0;0;0;0,0004;0,0254;0,0186;0,3051;0,3099;0,2312;0,05;0,0194;0,0097;0,0202;0,0069;0,0032;0,2234;0,7096;0,067;1;7;3,4;0,866;0,0009;1,5;2432,81;739,02
13 ;N09A;202;0,5941;0,2079;0,1139;0,0792;0,005;0;1;0;0;0;0;0;0;0;0;0;0,1386;0,1931;0,0842;0,104;0,1436;0,1881;0,0842;0,0644;0;1;0;;;1;0,408;0,0001;0;1145,49;783,72
13 ;N09B;1255;0,7665;0,1044;0,0709;0,0422;0,0159;0;1;0;0;0,0032;0,0016;0,0032;0,0056;0,0183;0,0112;0,1331;0,1633;0,1594;0,0845;0,0614;0,0622;0,1347;0,0661;0,0924;0,692;0,2726;0,0354;1;7;2,9;0,628;0,0005;1,3;1763,52;633,53
13 ;N10Z;1126;0,5595;0,2265;0,1163;0,079;0,0187;0;1;0;0;0;0;0;0;0,0044;0,0027;0,0417;0,0737;0,2158;0,1181;0,0613;0,048;0,1341;0,1066;0,1936;0,7027;0,2502;0,0471;1;5;2,6;0,535;0,0004;0,9;1501,46;461,7
13 ;N11A;88;0,2159;0,0795;0,0795;0,1136;0,5114;0;1;0;0;0;0;0;0;0;0;0,0227;0,0227;0,1591;0,1136;0,1364;0,1591;0,2273;0,0909;0,0682;0,0893;0,7857;0,125;5;35;16,8;2,978;0;8,4;8363,29;3614,35
13 ;N11B;233;0,3948;0,1245;0,1631;0,279;0,0386;0;1;0;0;0;0;0;0;0;0;0,0515;0,1373;0,1588;0,0901;0,0901;0,073;0,2232;0,0601;0,1159;0,1883;0,7191;0,0926;2;20;9,2;1,555;0,0001;5,1;4368;2376,65
13 ;N13A;109;0,3119;0,0826;0,0459;0,4495;0,1101;0;1;0;0;0,0092;0;0;0;0,0459;0,0092;0,055;0,0917;0,0826;0,0183;0,0092;0,0183;0,1193;0,0275;0,5138;0,2275;0,6527;0,1198;2;20;8,8;1,499;0;5,1;4210,75;2105,28
13 ;N13B;335;0,8209;0,1284;0,0507;0;0;0,003;0,997;0;0;0;0;0,006;0;0,0179;0,0149;0,0955;0,1164;0,2418;0,1194;0,0955;0,0567;0,1373;0,0896;0,009;0,504;0,4431;0,0529;1;8;3,5;0,768;0,0001;1,7;2157;884,21
13 ;N14Z;3887;0,8824;0,0695;0,0463;0;0,0018;0;1;0;0;0;0;0;0;0;0;0,0005;0,019;0,1302;0,1222;0,1214;0,1446;0,2946;0,1191;0,0484;0,0002;0,9553;0,0445;1;11;6,1;1,373;0,0015;2;3856,04;979,1
13 ;N15Z;204;0,0931;0,2206;0,2059;0,3578;0,1225;0;1;0;0;0;0;0;0;0;0;0,0147;0,049;0,1275;0,0686;0,098;0,1275;0,2549;0,098;0,1618;0,0777;0,7208;0,2014;8;45;26,6;4,454;0,0001;11,1;12506,84;5983,57
13 ;N16Z;471;0,3503;0,3652;0,1783;0,1062;0;0;1;0;0;0;0;0;0;0;0;0,0234;0,1359;0,2314;0,0955;0,1295;0,1253;0,138;0,0743;0,0467;0;0,887;0,113;;11;4,4;0,983;0,0002;3;2761,2;1413,18
13 ;N21Z;7073;0,8568;0,1107;0,0322;0,0003;0;0,0003;0,9997;0;0;0;0;0;0;0,0004;0;0,0133;0,1173;0,5708;0,1767;0,044;0,0266;0,0372;0,0093;0,0044;0,0105;0,9426;0,0469;1;9;4,6;1,153;0,0027;1,6;3237,37;695,69
13 ;N23Z;1910;0,8607;0,0921;0,0346;0,0115;0,001;0;1;0;0;0;0;0;0;0,0005;0,001;0,0932;0,4806;0,2885;0,0513;0,0257;0,0168;0,0314;0,0089;0,0021;0,0643;0,8967;0,039;1;8;3,8;1,102;0,0007;1,5;3095,23;1017,81
13 ;N25Z;3955;0,844;0,0819;0,045;0,025;0,004;0;1;0;0;0,001;0;0,0003;0,002;0,0369;0,0319;0,3254;0,243;0,2415;0,0579;0,0152;0,0114;0,0187;0,0066;0,0083;0,3715;0,5706;0,0579;1;6;2,9;0,77;0,0015;1,1;2162,85;617,78
13 ;N33Z;51;0;0,0392;0;0,0392;0,9216;0;1;0;0;0;0;0;0;0;0;0;0,0392;0,1961;0,0784;0,0784;0,1373;0,3333;0,0784;0,0588;0;0,8226;0,1774;9;48;30,4;9,496;0;10;26667,42;10649,42
13 ;N34Z;576;0,1406;0,0677;0,1302;0,2431;0,4184;0;1;0;0;0;0;0;0;0,0017;0;0,0382;0,0851;0,1719;0,1146;0,1076;0,099;0,2431;0,0816;0,0573;0,0182;0,8714;0,1104;4;31;16,2;4,443;0,0002;7,1;12476,23;4849,48
13 ;N38Z;97;0;0;0;0,0412;0,9588;0;1;0;0;0;0;0;0;0;0;0,0103;0,0619;0,1134;0,134;0,1134;0,1443;0,2784;0,0825;0,0619;0,0339;0,822;0,1441;7;43;25,4;8,467;0;8,8;23778,45;7334,42
13 ;N60A;780;0,0141;0,0026;0,0051;0,0141;0,9641;0;1;0;0;0,0038;0,0038;0,0115;0,0026;0,0205;0;0,0077;0,0115;0,0756;0,0808;0,0987;0,1026;0,2744;0,1436;0,1628;0,1062;0,7887;0,1052;3;25;11,9;1,615;0,0003;6,3;4536,37;2331,41
13 ;N60B;3551;0,2019;0,2205;0,2213;0,3562;0;0;1;0;0;0;0;0;0;0;0;0,0132;0,0315;0,0994;0,0879;0,1014;0,1174;0,2979;0,1309;0,1202;0,4227;0,5017;0,0756;1;12;4,8;0,599;0,0014;3,1;1682,47;788,47
13 ;N61Z;1702;0,772;0,1528;0,0505;0,0217;0,0029;0;1;0;0;0,0024;0,0018;0,0029;0,0035;0,0212;0,0441;0,433;0,2244;0,1457;0,0376;0,0182;0,0165;0,0194;0,01;0,0194;0,1723;0,7818;0,0459;1;9;4,1;0,467;0,0006;1,7;1310,09;501,02
13 ;N62A;614;0,6384;0,2052;0,0814;0,0554;0,0195;0;1;0;0;0,0065;0,0081;0,0147;0,013;0,0277;0,0228;0,1205;0,1531;0,1417;0,0619;0,044;0,0293;0,0977;0,0863;0,1726;0,4697;0,4712;0,0591;1;8;3,4;0,483;0,0002;1,7;1355,11;727,36
13 ;N62B;1004;0,8884;0,0867;0,0129;0,012;0;0;1;0;0;0,001;0;0;0;0,1723;0,0996;0,3865;0,1683;0,1394;0,011;0,004;0,003;0,007;0,003;0,005;0,5926;0,3725;0,0349;1;5;2,4;0,323;0,0004;0,7;906,86;316,38
14 ;O01A;191;0,2356;0,2251;0,2618;0,2251;0,0524;0;1;0;0;0;0;0;0;0,0052;0;0,4398;0,4869;0,0681;0;0;0;0;0;0;0,1735;0,5618;0,2647;7;41;22,7;2,711;0,0001;10,6;7613,53;3904,69
14 ;O01B;138;0,0072;0,0072;0,0072;0,0072;0,971;0;1;0;0;0;0;0;0;0;0;0,3333;0,587;0,0797;0;0;0;0;0;0;0,0131;0,902;0,085;2;20;9,5;1,752;0,0001;4,6;4921,34;1994,08
14 ;O01C;1012;0,3775;0,2836;0,1897;0,1492;0;0;1;0;0;0;0;0;0;0,001;0,0049;0,3567;0,5662;0,0711;0;0;0;0;0;0;0,0337;0,8109;0,1554;3;25;11,4;1,552;0,0004;6,4;4359,1;1743,55
14 ;O01D;2211;0,3451;0,3297;0,2076;0,1176;0;0;1;0;0;0;0;0;0;0,0005;0,0054;0,3849;0,5482;0,0606;0,0005;0;0;0;0;0;0,0008;0,9213;0,0779;1;13;6,7;1,208;0,0008;2,7;3392,57;1048,57
14 ;O01E;3235;0,4473;0,3209;0,1577;0,0677;0,0065;0;1;0;0;0;0;0;0;0,0009;0,0049;0,4025;0,536;0,0553;0,0003;0;0;0;0;0;0,0003;0,954;0,0457;1;10;5,6;1,133;0,0012;1,5;3180,94;841,76
14 ;O01F;6998;0,5985;0,2233;0,15;0,027;0,0011;0;1;0;0;0;0;0;0;0,0009;0,0041;0,3988;0,5514;0,0446;0,0001;0;0;0;0;0;0,0013;0,9412;0,0574;1;9;5,1;0,984;0,0027;1,5;2764,12;668,02
14 ;O01G;1496;0,373;0,3997;0,1551;0,0675;0,0047;0;1;0;0;0;0;0;0;0;0,004;0,3362;0,5789;0,0802;0,0007;0;0;0;0;0;0,0018;0,9206;0,0775;1;9;5;0,878;0,0006;1,8;2465,26;507,33
14 ;O01H;5860;0,6867;0,1804;0,1097;0,0215;0,0017;0;1;0;0;0;0;0;0;0,0003;0,0039;0,3567;0,58;0,0589;0,0002;0;0;0;0;0;0,0042;0,9734;0,0224;1;8;4,3;0,823;0,0022;1,1;2312,01;447,01
14 ;O02A;131;0,3969;0,1679;0,145;0,1832;0,1069;0;1;0;0;0;0;0;0;0;0,0076;0,374;0,5725;0,0458;0;0;0;0;0;0;0,3695;0,5261;0,1044;2;20;7,8;1,525;0;5,5;4282,86;3096,58
14 ;O02B;2257;0,3531;0,2344;0,3261;0,0762;0,0102;0;1;0;0;0;0;0;0;0,0009;0,0031;0,366;0,5853;0,0443;0,0004;0;0;0;0;0;0,0352;0,9246;0,0401;1;8;4;0,805;0,0009;1,4;2261,74;744,87
14 ;O03Z;1464;0,7923;0,1414;0,0464;0,0184;0,0014;0;1;0;0;0;0;0;0;0,0007;0,0034;0,3846;0,5492;0,0622;0;0;0;0;0;0;0,1282;0,8124;0,0594;1;6;3;0,802;0,0006;1;2253,29;599,59
14 ;O04A;50;0,28;0,18;0,08;0,24;0,22;0;1;0;0;0;0;0;0;0;0;0,42;0,52;0,06;0;0;0;0;0;0;0,1111;0,7937;0,0952;1;14;6,7;1,597;0;3,3;4483,79;2647,34
14 ;O04B;340;0,5765;0,2176;0,1176;0,0735;0,0147;0;1;0;0;0;0;0;0;0,0059;0,0088;0,3794;0,5412;0,0647;0;0;0;0;0;0;0,4439;0,5223;0,0338;1;8;3,5;0,635;0,0001;1,6;1782,18;727,9
14 ;O05A;322;0,6584;0,2112;0,087;0,0404;0,0031;0;1;0;0;0;0;0;0;0;0,0062;0,3168;0,6056;0,0714;0;0;0;0;0;0;0,211;0,6531;0,1359;2;23;10,1;1,103;0,0001;5,9;3098,09;1414,98
14 ;O05B;263;0,616;0,2129;0,1217;0,0418;0,0076;0;1;0;0;0;0;0;0;0,0038;0,0038;0,4449;0,4905;0,057;0;0;0;0;0;0;0,2864;0,6383;0,0752;1;10;4,1;0,887;0,0001;2,3;2489,91;1127,84
14 ;O05C;253;0,3399;0,0672;0,4269;0,166;0;0;1;0;0;0;0;0;0;0;0;0,253;0,6996;0,0474;0;0;0;0;0;0;0,2086;0,7229;0,0686;1;6;2,5;0,288;0,0001;1,4;808,91;335,32
14 ;O40Z;1490;0,7899;0,1463;0,0443;0,0195;0;0;1;0;0;0;0;0;0;0,0013;0,0087;0,4114;0,4872;0,0906;0,0007;0;0;0;0;0;0,6754;0,2862;0,0384;1;6;2,7;0,554;0,0006;1,1;1556,03;570,35
14 ;O60A;187;0,3957;0,2888;0,2086;0,0909;0,016;0;1;0;0;0;0;0;0;0,0053;0,0053;0,4064;0,5455;0,0321;0,0053;0;0;0;0;0;0,193;0,6561;0,1509;3;29;13,2;1,31;0,0001;7,2;3678,19;1843,79
14 ;O60B;2148;0,3836;0,3422;0,1913;0,0824;0,0005;0;1;0;0;0;0;0;0;0,0009;0,0047;0,3957;0,5517;0,0466;0;0,0005;0;0;0;0;0,0264;0,916;0,0576;1;10;4,8;0,741;0,0008;2;2079,97;641,78
14 ;O60C;11473;0,5496;0,2877;0,128;0,0345;0,0003;0;1;0;0;0;0;0;0;0,0009;0,0051;0,4215;0,5365;0,0361;0;0;0;0;0;0;0,0382;0,8937;0,0681;1;7;3,9;0,634;0,0044;1,3;1780,53;516,76
14 ;O60D;37921;0,7654;0,1546;0,0741;0,0058;0,0001;0;1;0;0;0;0;0;0;0,0011;0,0055;0,4351;0,527;0,0314;0;0;0;0;0;0;0,0949;0,8716;0,0334;1;6;3,3;0,54;0,0145;0,9;1516,02;425,73
14 ;O61Z;1786;0,7217;0,1937;0,0677;0,0162;0,0006;0;1;0;0;0;0;0;0;0,0022;0,0056;0,4418;0,5118;0,0386;0;0;0;0;0;0;0,1994;0,7577;0,0429;1;8;3,7;0,394;0,0007;1,5;1106,41;449,17
14 ;O63Z;396;0,8864;0,0934;0,0152;0,0051;0;0;1;0;0;0;0;0;0;0,0025;0,0177;0,404;0,4975;0,0783;0;0;0;0;0;0;0,5637;0,4066;0,0298;1;6;2,7;0,367;0,0002;1,1;1030,66;493,54
14 ;O65A;2004;0,4232;0,3353;0,1617;0,0669;0,013;0;1;0;0;0;0;0;0;0,0025;0,0075;0,4346;0,51;0,0444;0,001;0;0;0;0;0;0,1886;0,6872;0,1241;2;23;10;0,846;0,0008;5,9;2375,27;1315,01
14 ;O65B;7618;0,5763;0,2627;0,0937;0,0666;0,0008;0;1;0;0;0;0;0;0;0,0025;0,0142;0,5067;0,4353;0,0407;0,0007;0;0;0;0;0;0,2494;0,6743;0,0763;1;11;4,7;0,489;0,0029;2,9;1372,91;693,75
14 ;O65C;13998;0,7595;0,1937;0,0469;0;0;0;1;0;0;0;0;0;0;0,0026;0,0122;0,5361;0,418;0,0311;0,0001;0;0;0;0;0;0,3757;0,5724;0,0519;1;8;3,5;0,374;0,0053;1,8;1049,81;435,15
15 ;P01Z;9;0;0;0;0;1;0,5556;0,4444;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;2,9;2,953;0;1,5;8291,92;6380,75
15 ;P02A;32;0;0;0;0;1;0,5938;0,4063;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0484;0,5161;0,4355;27;103;84,6;41,014;0;29,2;115179,79;44161,73
15 ;P02B;96;0;0;0;0,0521;0,9479;0,6042;0,3958;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0246;0,7869;0,1885;9;48;30;16,718;0;10,6;46947,87;15178,93
15 ;P02C;43;0;0;0;0;1;0,5116;0,4884;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9348;0,0652;7;41;23,6;12,406;0;8;34839,35;8301,78
15 ;P03A;119;0;0;0;0,1597;0,8403;0,6555;0,3445;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8095;0,1905;21;85;67,1;20,924;0;11,5;58761,82;12806,46
15 ;P03B;172;0,0116;0;0;0,2849;0,7035;0,5465;0,4535;0;0,9942;0,0058;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0437;0,835;0,1214;16;69;50,8;13,576;0,0001;10,4;38126,11;11164,66
15 ;P03C;340;0,2676;0;0,0029;0,5618;0,1676;0,5735;0,4265;0;0,9882;0,0118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0126;0,8564;0,131;15;66;47,7;12,412;0,0001;10,4;34856,11;12396,29
15 ;P04A;57;0;0;0;0,2632;0,7368;0,614;0,386;0;0,9298;0,0702;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0357;0,6786;0,2857;15;67;48,5;14,956;0;13;42001,73;17429,18
15 ;P04B;133;0;0;0;0,3459;0,6541;0,5188;0,4812;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0134;0,8926;0,094;11;53;34,9;8,686;0,0001;8,5;24392,33;7083,76
15 ;P04C;143;0,3217;0;0;0,6224;0,0559;0,6224;0,3776;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0063;0,8938;0,1;10;52;34,2;8,197;0,0001;8,9;23018,97;7425,22
15 ;P05A;96;0;0;0;0,2292;0,7708;0,6146;0,3854;0;0,9896;0,0104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0234;0,75;0,2266;10;50;32,3;9,172;0;12,3;25756,96;13016,51
15 ;P05B;44;0,0227;0;0;0,3182;0,6591;0,5909;0,4091;0;0,9318;0,0682;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0192;0,8462;0,1346;6;38;22,1;6,297;0;7,4;17683,29;5556,54
15 ;P05C;86;0,2907;0;0,0349;0,6047;0,0698;0,6047;0,3953;0;0,9884;0,0116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,051;0,8776;0,0714;6;38;21,8;5,578;0;7,7;15664,52;6095,15
15 ;P06A;305;0;0;0,0033;0,1311;0,8656;0,6131;0,3869;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0307;0,721;0,2482;8;44;25,9;8,995;0,0001;11,1;25259,18;11948,5
15 ;P06B;173;0,0058;0;0;0,2197;0,7746;0,5896;0,4104;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0619;0,8238;0,1143;5;37;19,5;6,008;0,0001;8,2;16873,54;7650,97
15 ;P06C;313;0,2748;0;0,0703;0,5208;0,1342;0,6102;0,3898;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1939;0,74;0,0662;3;23;11,6;3,415;0,0001;5,2;9590,02;4769,4
15 ;P60A;202;0,3515;0;0,005;0,1436;0,5;0,5743;0,4257;0;0,995;0,005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;1,5;0,678;0,0001;0,8;1905,16;2175,67
15 ;P60B;607;0,8056;0;0,0049;0,1186;0,0708;0,5618;0,4382;0;0,9885;0,0115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;2,1;0,499;0,0002;0,8;1400,35;893,44
15 ;P60C;2173;0,8721;0;0,0092;0,1022;0,0166;0,5647;0,4349;0,0005;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;1,3;0,123;0,0008;0,7;344,24;332,08
15 ;P61A;27;0;0;0;0,037;0,963;0,2963;0,7037;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0227;0,6136;0,3636;41;144;125,7;46,873;0;18,9;131631,27;32515,84
15 ;P61B;37;0;0;0;0,2162;0,7838;0,2432;0,7568;0;0,973;0,027;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0508;0,6271;0,322;33;119;101,2;35,593;0;16,5;99954,66;21438,73
15 ;P61C;22;0;0;0;0,0455;0,9545;0,3182;0,6818;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0294;0,6471;0,3235;36;129;111;35,163;0;15,6;98746,87;16410,78
15 ;P61D;91;0,044;0;0;0,2308;0,7253;0,3516;0,6484;0;0,978;0,022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0222;0,6741;0,3037;27;103;85,2;26,796;0;15,5;75250,74;19882,58
15 ;P61E;32;0,0313;0;0;0,0625;0,9063;0,5;0,5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9143;0,0857;3;24;11,8;6,087;0;5,4;17095,12;8518,93
15 ;P62A;48;0,0208;0;0;0,1042;0,875;0,5625;0,4375;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0,5333;0,3667;26;99;80,6;28,597;0;17,9;80308,21;24329
15 ;P62B;123;0,0732;0;0;0,3659;0,561;0,4715;0,5285;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0065;0,7935;0,2;24;93;75,1;23,415;0;13,2;65755,19;21042,18
15 ;P62C;192;0,1094;0;0,0104;0,375;0,5052;0,4896;0,5104;0;0,9948;0,0052;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0155;0,7442;0,2403;21;83;64,8;18,15;0,0001;12,3;50969,27;18234,43
15 ;P62D;8;0;0;0;0;1;0,875;0,125;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;24;12,1;5,924;0;5,2;16635,17;5058,91
15 ;P63Z;102;0,4902;0;0;0,3529;0,1569;0,402;0,598;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0388;0,7907;0,1705;13;60;42;9,325;0;10,3;26187,15;9405,55
15 ;P64Z;348;0,5632;0;0,0259;0,2931;0,1178;0,4425;0,5575;0;0,9943;0,0057;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0077;0,8923;0,1;10;51;33,5;6,938;0,0001;8,8;19483,63;7272,43
15 ;P65A;164;0,0244;0;0;0,4451;0,5305;0,5488;0,4512;0;0,9878;0,0122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0273;0,8962;0,0765;9;49;30,5;6,448;0,0001;8,9;18108,04;7448,22
15 ;P65B;656;0,6387;0;0,0168;0,3186;0,0259;0,4954;0,5046;0;0,9954;0,0046;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0071;0,9331;0,0597;7;41;24,8;4,808;0,0002;7,6;13501,13;6260,98
15 ;P65C;924;0,9654;0;0,0184;0,0162;0;0,4264;0,5736;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,007;0,9212;0,0718;5;33;18,8;3,349;0,0004;6,7;9405,54;4755,22
15 ;P65D;102;1;0;0;0;0;0,3431;0,6569;0;0,9804;0,0196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0351;0,8947;0,0702;3;23;10,9;1,616;0;5,5;4536,98;3090,42
15 ;P66A;230;0,0087;0;0,013;0,4087;0,5696;0,4957;0,5043;0;0,9609;0,0391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0304;0,8745;0,0951;5;34;18,5;3,993;0,0001;7,2;11213,61;4810,66
15 ;P66B;916;0,5983;0;0,0098;0,3679;0,024;0,5415;0,4585;0;0,9825;0,0175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0525;0,874;0,0735;4;28;14,5;2,699;0,0003;6,2;7578,52;4138,58
15 ;P66C;2370;0,9544;0;0,0236;0,0198;0,0021;0,4949;0,5051;0;0,9903;0,0097;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0606;0,87;0,0694;3;22;10,9;1,799;0,0009;5,1;5051,4;3007,1
15 ;P66D;3740;0,9989;0;0,0011;0;0;0,4401;0,5596;0,0003;0,9965;0,0035;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0199;0,9425;0,0376;1;8;4,4;0,328;0,0014;1,4;921,84;316,04
