ka_Pepp;ka_Verguetungsklasse;ka_Relgew
PA04B;7;1,0726
PA04B;8;1,0653
PA04B;9;1,0579
PA04B;10;1,0506
PA04B;11;1,0432
PA04B;12;1,0359
PA04B;13;1,0285
PA04B;14;1,0212
PA04B;15;1,0139
PA04B;16;1,0065
PA04B;17;0,9992
PA04B;18;0,9918
PA04B;19;0,9845
PA04B;20;0,9771
PA04B;21;0,9698
PA04C;1;1,2225
PA04C;2;1,0578
PA04C;3;1,0306
PA04C;4;1,0215
PA04C;5;1,0127
PA04C;6;1,0039
PA04C;7;0,995
PA04C;8;0,9862
PA04C;9;0,9774
PA04C;10;0,9685
PA04C;11;0,9597
PA04C;12;0,9508
PA04C;13;0,942
PA04C;14;0,9332
PA04C;15;0,9243
PA04C;16;0,9155
PA04C;17;0,9067
PA04C;18;0,8978
PA04C;19;0,889
PA04C;20;0,8802
PA14A;1;1,3417
PA14A;2;1,285
PA14A;3;1,1551
PA14A;4;1,146
PA14A;5;1,1363
PA14A;6;1,1265
PA14A;7;1,1168
PA14A;8;1,107
PA14A;9;1,0973
PA14A;10;1,0875
PA14A;11;1,0778
PA14A;12;1,068
PA14B;1;1,271
PA14B;2;1,1418
PA14B;3;1,063
PA14B;4;1,0519
PA14B;5;1,0458
PA14B;6;1,0398
PA14B;7;1,0337
PA14B;8;1,0276
PA14B;9;1,0216
PA14B;10;1,0155
PA14B;11;1,0095
PA14B;12;1,0034
PA14B;13;0,9974
PA14B;14;0,9913
PA14B;15;0,9852
PA14B;16;0,9792
PA14B;17;0,9731
PA14B;18;0,9671
PA14B;19;0,961
PA14B;20;0,955
PA14B;21;0,9489
PA14B;22;0,9429
PA14B;23;0,9368
PA14B;24;0,9307
PA14B;25;0,9247
PA15A;1;1,5034
PA15A;2;1,4256
PA15A;3;1,407
PA15A;4;1,3883
PA15A;5;1,3695
PA15A;6;1,3508
PA15A;7;1,3321
PA15A;8;1,3133
PA15A;9;1,2946
PA15A;10;1,2759
PA15A;11;1,2571
PA15A;12;1,2384
PA15A;13;1,2197
PA15B;1;1,4051
PA15B;2;1,3672
PA15B;3;1,3515
PA15B;4;1,3371
PA15B;5;1,3227
PA15B;6;1,3084
PA15B;7;1,294
PA15B;8;1,2796
PA15B;9;1,2652
PA15B;10;1,2508
PA15B;11;1,2364
PA15B;12;1,222
PA15B;13;1,2076
PA15B;14;1,1932
PA15B;15;1,1788
PA15B;16;1,1644
PA15B;17;1,15
PA15C;1;1,3384
PA15C;2;1,319
PA15C;3;1,3011
PA15C;4;1,2831
PA15C;5;1,2652
PA15C;6;1,2473
PA15C;7;1,2293
PA15C;8;1,2114
PA15C;9;1,1934
PA15C;10;1,1755
PA15C;11;1,1575
PA15C;12;1,1396
PA15C;13;1,1217
PA15C;14;1,1037
PA15C;15;1,0858
PA15C;16;1,0678
PK01Z;1;2,2485
PK01Z;2;2,1899
PK01Z;3;2,1284
PK01Z;4;2,0669
PK01Z;5;2,0054
PK01Z;6;1,944
PK01Z;7;1,8825
PK01Z;8;1,821
PK01Z;9;1,7595
PK01Z;10;1,698
PK01Z;11;1,6365
PK02Z;1;2,212
PK02Z;2;2,1538
PK02Z;3;2,0995
PK02Z;4;2,0452
PK02Z;5;1,9909
PK02Z;6;1,9366
PK02Z;7;1,8824
PK02Z;8;1,8281
PK02Z;9;1,7738
PK02Z;10;1,7195
PK02Z;11;1,6652
PK02Z;12;1,6109
PK02Z;13;1,5567
PK03Z;1;2,206
PK03Z;2;2,206
PK03Z;3;1,8668
PK03Z;4;1,847
PK03Z;5;1,8267
PK03Z;6;1,8064
PK03Z;7;1,7861
PK03Z;8;1,7657
PK03Z;9;1,7454
PK03Z;10;1,7251
PK03Z;11;1,7047
PK03Z;12;1,6844
PK03Z;13;1,6641
PK03Z;14;1,6438
PK04A;1;2,1277
PK04A;2;1,8822
PK04A;3;1,8586
PK04A;4;1,8381
PK04A;5;1,8176
PK04A;6;1,7971
PK04A;7;1,7766
PK04A;8;1,7561
PK04A;9;1,7356
PK04A;10;1,7151
PK04A;11;1,6946
PK04A;12;1,6741
PK04A;13;1,6536
PK04A;14;1,6331
PK04A;15;1,6126
PK04A;16;1,5921
PK04A;17;1,5716
PK04B;1;1,9874
PK04B;2;1,834
PK04B;3;1,7503
PK04B;4;1,7336
PK04B;5;1,7166
PK04B;6;1,6997
PK04B;7;1,6827
PK04B;8;1,6658
PK04B;9;1,6488
PK04B;10;1,6318
PK04B;11;1,6149
PK04B;12;1,5979
PK04B;13;1,581
PK04B;14;1,564
PK04B;15;1,5471
PK04B;16;1,5301
PK04B;17;1,5132
PK04B;18;1,4962
PK04B;19;1,4792
PK04B;20;1,4623
PK10Z;1;1,6313
PK14A;1;2,0667
PK14A;2;2,0667
PK14A;3;2,0398
PK14A;4;2,0115
PK14A;5;1,9833
PK14A;6;1,955
PK14A;7;1,9267
PK14A;8;1,8985
PK14A;9;1,8702
PK14A;10;1,8419
PK14A;11;1,8136
PK14A;12;1,7854
PK14A;13;1,7571
PK14A;14;1,7288
PK14A;15;1,7005
PK14A;16;1,6723
PK14B;1;1,9892
PK14B;2;1,9047
PK14B;3;1,8541
PK14B;4;1,8382
PK14B;5;1,8223
PK14B;6;1,8063
PK14B;7;1,7903
PK14B;8;1,7744
PK14B;9;1,7584
PK14B;10;1,7425
PK14B;11;1,7265
PK14B;12;1,7105
PK14B;13;1,6946
PK14B;14;1,6786
PK14B;15;1,6627
PK14B;16;1,6467
PK14B;17;1,6307
PK14B;18;1,6148
PK14B;19;1,5988
PK14B;20;1,5829
PK14B;21;1,5669
PK14C;1;1,9544
PK14C;2;1,8518
PK14C;3;1,8367
PK14C;4;1,8185
PK14C;5;1,8003
PK14C;6;1,7821
PK14C;7;1,764
PK14C;8;1,7458
PK14C;9;1,7276
PK14C;10;1,7094
PK14C;11;1,6912
PK14C;12;1,6731
PK14C;13;1,6549
PK14C;14;1,6367
PK14C;15;1,6185
PK14C;16;1,6003
PK14C;17;1,5821
PK14C;18;1,564
PK14C;19;1,5458
PK14C;20;1,5276
PK14C;21;1,5094
PK14C;22;1,4912
PK14C;23;1,4731
PP04A;1;1,0825
PP04A;2;1,0825
PP04A;3;1,0739
PP04A;4;1,0655
PP04A;5;1,0571
PP04A;6;1,0486
PP04A;7;1,0402
PP04A;8;1,0317
PP04A;9;1,0233
PP04A;10;1,0149
PP04A;11;1,0064
PP04A;12;0,998
PP04A;13;0,9896
PP04A;14;0,9811
PP04A;15;0,9727
PP04A;16;0,9642
PP04A;17;0,9558
PP04A;18;0,9474
PP04A;19;0,9389
PP04A;20;0,9305
PP04A;21;0,922
PP04A;22;0,9136
PP04A;23;0,9052
PP04B;1;0,955
PP04B;2;0,955
PP04B;3;0,9491
PP04B;4;0,9435
PP04B;5;0,9379
PP04B;6;0,9323
PP04B;7;0,9266
PP04B;8;0,921
PP04B;9;0,9154
PP04B;10;0,9098
PP04B;11;0,9042
PP04B;12;0,8985
PP04B;13;0,8929
PP04B;14;0,8873
PP04B;15;0,8817
PP04B;16;0,8761
PP04B;17;0,8704
PP04B;18;0,8648
PP04B;19;0,8592
PP04B;20;0,8536
PP04B;21;0,848
PP04B;22;0,8423
PP04B;23;0,8367
PP04B;24;0,8311
PP04B;25;0,8255
PP04B;26;0,8199
PP10A;1;1,0538
PP10B;1;0,9106
PP14Z;1;0,9569
TA02Z;1;0,8257
TA15Z;1;0,8887
TA19Z;1;0,7867
TA20Z;1;0,7345
TK04Z;1;1,1813
TK14Z;1;1,2387
TP20Z;1;0,7359
