IO_DRG;IO_BereichNr;IO_KArt1;IO_KArt2;IO_KArt3;IO_KArt4a;IO_KArt4b;IO_KArt5;IO_KArt6a;IO_KArt6b;IO_KArt6c;IO_KArt7;IO_KArt8;IO_Summe
C03C;12;0,00;0,04;0,06;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,03;0,14
C03C;13;0,70;0,24;0,56;0,02;0,00;0,00;0,10;0,00;0,00;0,09;0,43;2,14
C04B;1;0,00;494,39;1,01;22,96;0,00;0,00;16,59;0,63;0,00;149,75;458,33;1143,66
C04B;4;0,00;0,00;109,89;12,58;11,38;1977,56;101,68;92,39;0,00;60,40;100,98;2466,86
C04B;5;98,44;0,00;47,59;19,62;0,00;0,00;23,02;0,19;0,00;30,12;35,49;254,47
C04B;10;1,69;0,00;7,22;0,20;0,00;0,00;4,64;0,00;0,46;1,19;4,46;19,86
C04B;11;3,15;0,00;2,32;0,02;0,00;0,00;1,69;0,00;0,00;0,23;1,52;8,93
C04B;13;0,48;0,03;0,37;0,01;0,00;0,00;0,04;0,00;0,00;0,06;0,23;1,22
C06Z;1;0,00;394,13;0,84;19,69;0,68;0,00;17,89;0,00;0,00;117,89;376,84;927,96
C06Z;4;0,00;0,00;90,16;11,89;8,93;83,39;89,46;35,33;6,69;50,64;86,45;462,94
C06Z;5;84,56;0,00;39,01;23,83;0,00;0,00;25,31;0,04;0,00;34,41;40,66;247,82
C06Z;10;0,07;0,00;1,71;0,01;0,00;0,00;1,49;0,00;0,25;0,19;1,09;4,81
C06Z;11;2,45;0,00;2,22;0,00;0,00;0,00;1,02;0,00;0,00;0,23;1,41;7,33
C06Z;13;0,68;0,63;0,31;0,01;0,00;0,00;0,15;0,00;0,00;0,09;0,60;2,47
C07B;1;0,00;310,09;1,03;16,86;3,60;0,00;19,01;0,00;0,00;101,47;277,04;729,10
C07B;4;0,00;0,00;36,81;5,14;2,10;0,00;40,93;9,73;4,12;14,90;37,29;151,02
C07B;5;32,77;0,00;19,68;8,60;0,00;0,00;9,89;0,07;0,00;11,90;14,49;97,40
C07B;9;1,42;0,00;1,01;0,03;0,00;0,00;0,20;0,00;0,00;0,56;0,60;3,82
C07B;10;0,13;0,00;1,37;0,02;0,00;0,00;0,99;0,00;0,34;0,14;1,08;4,07
C07B;11;1,30;0,00;0,78;0,01;0,00;0,00;0,32;0,60;0,00;0,08;0,54;3,63
C07B;13;1,49;0,00;1,29;0,06;0,00;0,00;0,20;0,00;0,00;0,12;0,39;3,55
C08B;1;0,00;281,92;1,38;14,69;0,77;0,00;14,87;0,00;0,14;96,59;232,13;642,49
C08B;2;0,32;0,42;0,05;0,05;0,00;0,00;0,10;0,00;0,00;0,08;0,27;1,29
C08B;4;0,00;0,00;48,72;5,90;3,34;112,32;59,12;20,72;0,00;24,46;35,36;309,94
C08B;5;46,91;0,00;47,56;5,81;0,00;0,00;12,13;0,23;0,00;8,02;13,43;134,09
C08B;9;0,51;0,00;0,38;0,01;0,00;0,00;0,08;0,00;0,00;0,22;0,23;1,43
C08B;10;0,38;0,00;2,33;0,02;0,00;0,00;1,07;0,00;1,53;0,20;1,75;7,28
C08B;11;3,48;0,00;1,27;0,06;0,00;0,00;0,47;0,00;0,00;0,18;1,00;6,46
C08B;12;0,00;0,09;0,08;0,00;0,00;0,00;0,02;0,00;0,00;0,01;0,05;0,25
C08B;13;0,44;0,44;0,19;0,01;0,00;0,00;0,10;0,00;0,00;0,06;0,40;1,64
C20B;1;0,00;308,74;1,47;18,71;1,46;0,00;25,66;0,00;0,00;107,51;258,21;721,76
C20B;4;0,00;0,00;40,89;6,79;0,83;54,36;109,28;9,24;37,63;25,62;46,51;331,15
C20B;5;80,35;0,00;47,99;10,44;0,00;0,00;15,71;0,10;0,01;19,14;24,53;198,27
C20B;10;1,37;0,00;2,40;0,03;0,00;0,00;0,79;0,00;2,14;0,24;1,53;8,50
C20B;11;2,56;0,00;0,59;0,04;0,00;0,00;0,11;0,00;0,00;0,12;0,56;3,98
C20B;13;0,05;0,12;0,00;0,00;0,00;0,00;0,02;0,55;0,00;0,01;0,08;0,83
D05B;1;0,00;309,79;5,72;13,34;0,00;0,00;20,18;0,00;0,33;94,25;300,92;744,53
D05B;4;0,00;0,00;269,69;14,09;0,12;0,66;106,93;34,98;0,00;136,36;170,47;733,30
D05B;5;219,89;0,00;163,62;16,84;0,00;0,00;47,83;0,32;0,01;29,14;74,06;551,71
D05B;9;3,60;0,00;2,45;0,11;0,00;0,00;0,60;0,00;0,00;1,57;1,42;9,75
D05B;10;7,05;0,00;13,48;0,18;0,00;0,00;5,07;2,19;3,13;2,13;9,34;42,57
D05B;11;0,64;0,00;1,37;0,07;0,00;0,00;0,68;0,00;0,00;0,23;0,45;3,44
D05B;13;2,88;3,12;1,96;0,07;0,00;0,00;0,58;0,00;0,00;0,42;2,68;11,71
D06B;1;0,00;322,43;0,78;16,18;0,00;0,00;18,17;0,00;0,00;95,06;286,59;739,21
D06B;2;0,95;2,05;0,08;0,15;0,00;0,00;0,23;0,00;0,00;0,50;1,33;5,29
D06B;4;0,00;0,00;193,54;9,16;4,60;67,55;81,32;18,24;0,00;119,77;114,51;608,69
D06B;5;195,09;0,00;126,52;8,06;0,05;0,00;29,60;0,18;0,01;26,44;43,32;429,27
D06B;9;0,06;0,00;0,23;0,00;0,00;0,00;0,13;0,00;0,00;0,08;0,11;0,61
D06B;10;0,29;0,00;1,32;0,06;0,00;0,00;0,79;0,00;3,42;0,11;0,59;6,58
D06B;11;0,25;0,00;0,19;0,00;0,00;0,00;0,08;0,00;0,00;0,02;0,11;0,65
D06B;12;0,00;0,00;0,13;0,00;0,00;0,00;0,00;0,00;0,09;0,00;0,05;0,27
D06B;13;1,71;0,52;0,72;0,02;0,00;0,00;0,14;0,00;0,00;0,12;0,60;3,83
D06C;1;0,00;290,25;1,54;13,25;0,00;0,00;17,72;0,00;0,06;80,87;284,31;688,00
D06C;2;1,32;2,83;0,09;0,32;0,00;0,00;0,48;0,00;0,00;0,51;1,33;6,88
D06C;4;0,00;0,00;173,08;6,08;3,21;2,91;94,55;22,78;0,00;107,35;112,53;522,49
D06C;5;131,55;0,00;108,41;8,27;0,28;0,00;26,12;1,46;2,24;18,83;39,46;336,62
D06C;9;0,09;0,00;0,07;0,00;0,00;0,00;0,01;0,00;0,00;0,03;0,04;0,24
D06C;10;2,15;0,00;4,56;0,10;0,00;0,00;1,98;0,00;3,66;0,72;2,99;16,16
D06C;11;0,32;0,00;0,45;0,02;0,00;0,00;0,19;0,00;0,00;0,09;0,19;1,26
D06C;12;0,07;0,01;0,62;0,01;0,00;0,00;0,01;0,00;0,00;0,04;0,28;1,04
D06C;13;6,05;4,44;2,76;0,08;0,00;0,00;0,87;0,00;0,00;0,46;3,57;18,23
D12B;1;0,00;305,41;3,94;12,63;0,05;0,00;22,06;0,00;0,00;83,22;289,05;716,36
D12B;2;0,69;2,06;0,00;0,13;0,00;0,00;0,27;0,00;0,00;0,31;1,01;4,47
D12B;4;0,00;0,00;162,91;6,23;1,09;4,50;95,16;9,20;0,00;92,61;100,57;472,27
D12B;5;115,54;0,00;107,23;8,33;0,02;0,00;25,53;0,01;2,15;17,10;36,55;312,46
D12B;8;0,35;0,00;0,87;0,00;0,00;0,00;0,43;0,00;0,00;0,06;0,19;1,90
D12B;9;0,08;0,00;0,06;0,00;0,00;0,00;0,01;0,00;0,14;0,04;0,05;0,38
D12B;10;3,57;0,00;7,80;0,11;0,00;0,00;3,13;0,04;7,57;1,14;4,88;28,24
D12B;11;0,65;0,00;0,59;0,01;0,00;0,00;0,08;0,00;0,00;0,10;0,21;1,64
D12B;12;0,28;0,04;0,82;0,03;0,00;0,00;0,05;0,00;0,00;0,05;0,27;1,54
D12B;13;3,82;5,50;1,98;0,06;0,00;0,00;0,81;0,00;0,00;0,36;3,63;16,16
D13B;1;0,00;301,35;6,44;26,53;0,00;0,00;33,15;0,35;1,23;104,14;269,27;742,46
D13B;2;2,37;3,12;0,36;0,34;0,00;0,00;0,75;0,00;0,00;0,56;1,97;9,47
D13B;4;0,00;0,00;101,87;4,20;0,23;0,50;50,02;32,62;0,00;67,92;87,11;344,47
D13B;5;78,65;0,00;64,58;4,66;0,00;0,00;14,13;0,37;0,00;9,05;23,28;194,72
D13B;9;1,11;0,00;0,93;0,01;0,00;0,00;0,08;0,00;0,00;0,16;0,49;2,78
D13B;10;1,53;0,00;5,54;0,06;0,00;0,00;3,16;0,00;1,72;0,44;2,85;15,30
D13B;11;0,30;0,00;0,74;0,00;0,00;0,00;0,02;0,48;0,00;0,02;0,29;1,85
D13B;12;0,51;0,00;2,21;0,01;0,00;0,00;0,03;0,00;0,00;0,05;0,59;3,40
D13B;13;4,66;1,19;4,93;0,11;0,00;0,00;0,50;0,00;0,00;0,59;2,59;14,57
D22B;1;0,00;301,52;6,46;14,55;0,03;0,00;23,96;0,49;6,15;97,06;252,86;703,08
D22B;2;4,36;10,77;0,36;1,02;0,00;0,00;1,89;0,00;0,00;1,79;4,77;24,96
D22B;4;0,00;0,00;140,71;4,49;0,06;0,00;55,87;30,27;0,00;73,67;92,23;397,30
D22B;5;113,77;0,00;93,49;6,66;0,00;0,00;19,90;0,01;0,00;12,93;35,21;281,97
D22B;9;6,97;0,00;6,86;0,33;0,00;0,00;0,78;0,00;0,00;2,12;4,61;21,67
D22B;10;3,56;0,00;7,92;0,27;0,00;0,00;3,31;0,00;4,09;0,90;4,51;24,56
D22B;11;0,39;0,00;1,35;0,00;0,00;0,00;0,02;0,00;0,00;0,04;0,50;2,30
D22B;12;0,00;0,00;0,46;0,00;0,00;0,00;0,00;0,00;8,89;0,03;0,11;9,49
D22B;13;15,52;0,06;13,55;0,26;0,00;0,00;0,92;0,00;0,00;2,13;6,02;38,46
D25D;1;0,00;393,37;23,58;20,05;0,00;0,00;28,58;0,46;12,87;123,30;333,41;935,62
D25D;2;0,93;1,42;0,15;0,08;0,00;0,00;0,13;0,00;0,00;0,44;0,97;4,12
D25D;4;0,00;0,00;197,36;11,77;4,16;35,91;85,77;21,16;0,00;92,41;107,87;556,41
D25D;5;155,56;0,00;135,25;10,46;0,00;0,00;29,57;0,00;0,00;18,21;43,17;392,22
D25D;9;2,26;0,00;2,71;0,06;0,00;0,00;0,39;0,00;0,00;0,83;1,35;7,60
D25D;10;10,45;0,00;18,92;0,15;0,00;0,00;6,87;0,00;2,79;1,93;11,47;52,58
D25D;11;1,07;0,00;1,13;0,01;0,00;0,00;0,10;0,00;0,00;0,10;0,48;2,89
D25D;12;0,00;0,00;1,83;0,00;0,00;0,00;0,05;0,00;0,00;0,03;0,36;2,27
D25D;13;2,76;0,14;2,36;0,04;0,00;0,00;0,17;0,00;0,00;0,35;1,07;6,89
D28Z;1;0,00;316,66;4,28;10,83;0,02;0,00;32,28;4,67;4,10;137,16;281,07;791,07
D28Z;2;2,78;3,77;0,00;0,29;0,00;0,00;0,55;0,00;0,00;0,56;0,97;8,92
D28Z;4;0,00;0,00;242,13;6,89;1,59;134,30;89,46;29,59;0,00;133,47;152,19;789,62
D28Z;5;170,38;0,00;130,28;7,92;0,00;0,00;31,28;0,00;0,00;29,08;56,70;425,64
D28Z;9;0,30;0,00;0,33;0,00;0,00;0,00;0,07;0,00;0,00;0,09;0,24;1,03
D28Z;10;8,85;0,00;17,87;0,26;0,00;0,00;6,37;0,00;2,21;3,09;12,69;51,34
D28Z;11;0,67;0,00;0,20;0,00;0,00;0,00;0,04;0,00;0,00;0,05;0,14;1,10
D28Z;12;0,05;0,00;0,07;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,05;0,18
D28Z;13;1,97;0,74;1,61;0,03;0,00;0,00;0,27;0,00;0,00;0,28;1,21;6,11
D30A;1;0,00;282,28;1,73;18,24;4,97;0,00;19,13;0,00;0,32;83,71;262,78;673,16
D30A;2;1,80;2,39;0,25;0,26;0,92;0,00;0,59;0,00;0,00;0,43;1,51;8,15
D30A;4;0,00;0,00;178,07;8,11;0,29;22,76;86,99;17,80;0,00;108,75;119,15;541,92
D30A;5;172,45;0,00;123,07;9,97;0,11;0,00;28,16;1,71;0,01;21,23;47,42;404,13
D30A;8;0,12;0,00;0,15;0,01;0,00;0,00;0,00;0,00;0,00;0,03;0,09;0,40
D30A;9;0,44;0,00;0,30;0,01;0,00;0,00;0,07;0,00;0,00;0,19;0,17;1,18
D30A;10;0,27;0,00;1,51;0,06;3,37;0,00;0,75;0,00;5,46;0,17;0,75;12,34
D30A;11;0,71;0,00;0,77;0,03;0,00;0,00;0,28;0,20;0,00;0,14;0,37;2,50
D30A;12;0,54;0,13;0,05;0,08;0,00;0,00;0,08;0,00;0,00;0,04;0,13;1,05
D30A;13;3,97;2,74;0,85;0,06;0,00;0,00;0,62;0,00;0,00;0,22;2,17;10,63
D30B;1;0,00;396,96;4,24;14,95;0,03;0,00;26,13;0,00;0,30;110,02;366,91;919,54
D30B;2;0,13;0,38;0,01;0,03;0,00;0,00;0,05;0,00;0,00;0,06;0,19;0,85
D30B;4;0,00;0,00;95,73;3,39;0,58;0,28;63,85;9,46;0,21;57,62;68,99;300,11
D30B;5;91,00;0,00;76,53;6,10;0,07;0,00;17,98;0,90;3,40;11,63;26,81;234,42
D30B;9;0,02;0,00;0,34;0,00;0,00;0,00;0,08;0,00;0,02;0,09;0,30;0,85
D30B;10;2,17;0,00;4,48;0,09;0,00;0,00;2,60;0,00;3,92;0,70;2,87;16,83
D30B;11;0,06;0,01;0,76;0,00;0,00;0,00;0,04;0,00;0,00;0,05;0,28;1,20
D30B;12;0,15;0,03;0,09;0,02;0,00;0,00;0,02;0,00;0,00;0,02;0,05;0,38
D30B;13;7,13;9,30;5,31;0,20;0,00;0,00;0,92;0,00;0,03;0,54;5,47;28,90
D30C;1;0,00;210,51;2,75;11,69;0,00;0,00;20,23;0,51;0,45;56,92;188,08;491,14
D30C;2;0,25;0,76;0,02;0,06;0,00;0,00;0,07;0,00;0,00;0,14;0,39;1,69
D30C;4;0,00;0,00;116,50;2,51;0,45;2,44;23,55;6,17;0,00;52,92;40,58;245,12
D30C;5;126,18;0,00;83,74;5,38;0,00;0,00;15,65;0,00;6,98;12,46;22,86;273,25
D30C;8;0,72;0,00;1,81;0,01;0,00;0,00;0,90;0,00;0,00;0,13;0,39;3,96
D30C;10;0,32;0,00;3,61;0,06;0,00;0,00;1,50;0,00;27,55;0,42;0,99;34,45
D30C;11;1,62;0,00;2,23;0,07;0,00;0,00;0,69;0,00;0,00;0,41;0,95;5,97
D30C;12;0,00;0,00;0,03;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,03
D30C;13;0,78;1,85;0,28;0,01;0,00;0,00;0,25;0,00;0,00;0,09;1,10;4,36
D37B;1;0,00;270,80;0,19;15,38;0,00;0,00;33,78;0,00;0,00;70,58;248,82;639,55
D37B;4;0,00;0,00;172,76;5,32;1,39;4,75;108,81;24,63;0,00;130,23;115,93;563,82
D37B;5;168,02;0,00;120,62;11,56;0,02;0,00;37,71;0,12;0,01;23,17;53,47;414,70
D37B;9;0,05;0,00;0,03;0,00;0,00;0,00;0,01;0,00;0,00;0,02;0,02;0,13
D37B;10;0,04;0,00;1,14;0,16;0,00;0,00;0,44;0,00;0,92;0,05;0,32;3,07
D37B;11;0,24;0,00;0,12;0,01;0,00;0,00;0,04;0,00;0,00;0,03;0,03;0,47
D37B;12;0,00;0,00;0,03;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,04
D37B;13;11,54;1,30;3,63;0,05;0,00;0,00;0,60;0,00;0,00;0,84;2,78;20,74
D38Z;1;0,00;294,43;1,39;13,04;0,00;0,00;18,34;0,00;0,20;84,74;281,46;693,60
D38Z;2;1,10;2,20;0,06;0,23;0,00;0,00;0,36;0,00;0,00;0,39;1,08;5,42
D38Z;4;0,00;0,00;140,89;4,63;1,33;1,32;87,04;18,85;0,00;86,96;91,34;432,36
D38Z;5;130,72;0,00;98,58;7,57;0,24;0,00;24,07;1,33;1,48;17,86;37,05;318,90
D38Z;9;0,15;0,00;0,24;0,01;0,00;0,00;0,01;0,00;0,00;0,06;0,10;0,57
D38Z;10;0,12;0,00;1,13;0,12;0,00;0,00;0,47;0,00;1,33;0,06;0,38;3,61
D38Z;11;0,17;0,00;0,22;0,01;0,00;0,00;0,08;0,00;0,00;0,04;0,07;0,59
D38Z;12;0,13;0,00;0,91;0,00;0,00;0,00;0,03;0,00;0,00;0,02;0,21;1,30
D38Z;13;9,33;5,84;4,47;0,13;0,00;0,00;0,85;0,00;0,00;0,61;4,41;25,64
D40Z;1;0,00;286,38;12,58;13,97;0,22;0,00;21,63;10,11;5,45;109,54;224,52;684,40
D40Z;4;0,00;0,00;134,12;7,52;0,00;0,00;53,66;0,52;0,00;51,65;84,27;331,74
D40Z;5;124,23;0,00;105,19;9,37;0,00;0,00;21,87;0,00;0,00;11,38;41,65;313,69
D40Z;9;0,09;0,00;0,13;0,00;0,00;0,00;0,02;0,00;0,00;0,03;0,05;0,32
D40Z;10;1,32;0,00;6,67;0,48;0,00;0,00;3,89;0,00;0,64;0,84;3,09;16,93
D40Z;11;1,71;0,00;4,38;0,01;0,00;0,00;0,08;0,00;0,00;0,16;1,72;8,06
D40Z;13;13,17;0,00;9,81;0,16;0,00;0,00;0,54;0,00;0,00;1,59;4,28;29,55
D61Z;1;0,00;311,74;10,33;18,06;0,00;0,00;18,67;0,00;0,29;141,47;356,02;856,58
D61Z;9;1,07;0,00;1,18;0,02;0,00;0,00;0,12;0,00;16,71;0,40;0,89;20,39
D61Z;10;1,79;0,00;9,32;0,26;0,00;0,00;2,65;0,00;11,83;0,62;4,77;31,24
D61Z;11;1,16;0,00;0,75;0,01;0,00;0,00;0,05;0,00;0,00;0,15;0,25;2,37
D61Z;12;0,00;0,00;1,20;0,00;0,00;0,00;0,01;0,00;0,00;0,02;0,43;1,66
D61Z;13;3,02;3,09;3,72;0,11;0,00;0,00;0,44;0,00;0,00;0,28;2,41;13,07
D62Z;1;0,00;250,12;8,37;16,19;0,00;0,00;17,61;0,00;0,11;103,70;286,40;682,50
D62Z;2;0,71;1,48;0,00;0,13;0,00;0,00;0,20;0,00;0,00;0,34;0,96;3,82
D62Z;4;0,00;0,00;0,91;0,10;0,00;0,00;0,86;0,00;0,00;0,90;0,60;3,37
D62Z;5;1,57;0,00;0,96;0,03;0,00;0,00;0,14;0,00;0,00;0,13;0,18;3,01
D62Z;9;1,71;0,00;1,67;0,04;0,00;0,00;0,22;0,00;3,97;0,50;0,88;8,99
D62Z;10;1,22;0,00;9,47;0,29;0,00;0,00;4,45;0,00;6,26;0,73;3,91;26,33
D62Z;11;0,55;0,00;0,36;0,01;0,00;0,00;0,01;0,00;0,00;0,03;0,15;1,11
D62Z;12;0,00;0,00;0,15;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,05;0,20
D62Z;13;2,35;0,00;2,74;0,07;0,00;0,00;0,30;0,00;0,00;0,21;1,09;6,76
G24C;1;0,00;330,84;20,74;9,68;0,06;0,00;24,30;0,00;0,03;78,83;295,27;759,75
G24C;4;0,00;0,00;153,62;5,20;0,17;55,34;57,19;47,38;0,00;98,22;120,17;537,29
G24C;5;111,66;0,00;93,69;6,16;0,00;0,00;23,11;0,00;0,00;28,61;40,79;304,02
G24C;8;0,50;0,00;0,24;0,01;0,00;0,00;0,49;0,00;0,00;0,38;0,69;2,31
G24C;9;3,04;0,00;2,64;0,00;0,00;0,00;0,17;0,00;0,54;0,43;1,61;8,43
G24C;10;0,23;0,00;1,89;0,01;0,00;0,00;2,10;0,00;4,06;0,42;0,66;9,37
G24C;11;0,42;0,00;0,33;0,00;0,00;0,00;0,08;0,00;0,00;0,09;0,37;1,29
G24C;12;0,00;0,00;0,32;0,00;0,00;0,00;0,00;0,00;0,00;0,03;0,19;0,54
G24C;13;1,60;3,23;0,72;0,01;0,00;0,00;0,66;0,00;0,00;0,23;2,37;8,82
G26B;1;2,20;288,11;2,25;13,38;0,45;0,00;15,57;0,00;0,07;58,53;359,37;739,93
G26B;2;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,03
G26B;4;0,00;0,00;79,03;4,76;0,00;0,00;54,60;34,24;0,00;34,76;64,01;271,40
G26B;5;47,03;0,00;46,38;3,20;0,00;0,00;13,01;0,00;0,00;11,11;22,88;143,61
G26B;8;0,02;0,00;0,03;0,00;0,00;0,00;0,00;0,01;0,65;0,01;0,02;0,74
G26B;9;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,30;0,00;0,00;0,30
G26B;10;0,04;0,00;0,49;0,01;0,00;0,00;0,33;0,00;2,05;0,04;0,19;3,15
G26B;11;0,11;0,00;0,71;0,00;0,00;0,00;0,02;0,00;0,00;0,17;0,37;1,38
G26B;12;0,00;0,00;1,11;0,00;0,00;0,00;0,00;0,00;0,78;0,03;0,34;2,26
G26B;13;2,95;4,41;0,28;0,01;0,00;0,00;0,86;0,00;0,00;0,31;3,26;12,08
I10D;1;0,00;383,93;3,97;13,47;0,13;0,00;31,88;0,15;2,98;106,50;403,90;946,91
I10D;2;10,14;50,09;0,00;3,95;0,00;0,00;4,23;0,00;0,00;4,55;27,08;100,04
I10D;4;0,00;0,00;285,56;7,50;0,60;67,42;167,31;82,30;0,00;139,07;198,21;947,97
I10D;5;225,01;0,00;175,71;11,84;0,23;0,00;26,08;2,25;0,00;27,19;74,84;543,15
I10D;9;1,86;0,00;6,06;0,00;0,00;0,00;0,18;0,00;0,00;3,14;5,90;17,14
I10D;10;0,69;0,00;7,93;0,12;0,00;0,00;3,33;0,00;7,21;1,03;2,31;22,62
I10D;11;0,97;0,00;2,08;0,00;0,00;0,00;0,22;0,00;0,00;0,46;0,66;4,39
I10D;12;0,00;0,00;32,32;0,17;0,00;0,00;0,12;0,00;3,50;0,79;9,34;46,24
I10D;13;2,72;0,88;0,21;0,01;0,00;0,00;0,04;0,00;0,00;0,10;0,68;4,64
I10E;1;0,00;378,82;2,21;12,18;1,23;0,00;26,38;0,00;4,48;96,42;394,85;916,57
I10E;2;2,26;6,77;0,01;0,36;0,00;0,00;0,83;0,00;0,00;1,35;3,13;14,71
I10E;4;0,00;0,00;207,59;4,80;1,75;5,04;137,26;98,92;0,00;107,62;156,34;719,32
I10E;5;160,45;0,00;139,83;10,81;0,42;0,00;21,28;3,21;0,00;24,38;64,45;424,83
I10E;9;2,20;0,00;4,30;0,00;0,00;0,00;0,07;0,00;2,89;2,57;4,34;16,37
I10E;10;0,85;0,00;8,25;0,11;0,00;0,00;3,72;0,00;5,34;1,03;2,36;21,66
I10E;11;1,65;0,00;3,99;0,01;0,00;0,00;0,36;0,00;0,00;0,87;1,30;8,18
I10E;12;0,01;0,00;26,40;0,08;0,00;0,00;0,11;0,00;6,99;0,83;8,01;42,43
I10E;13;1,91;0,69;0,00;0,01;0,00;0,00;0,02;0,00;0,00;0,05;0,46;3,14
I16B;1;0,00;244,98;0,24;9,57;0,00;0,00;16,73;0,00;0,08;65,83;233,30;570,73
I16B;2;1,51;3,02;0,02;0,20;0,00;0,00;0,27;0,00;0,00;0,50;1,44;6,96
I16B;4;0,00;0,00;151,44;3,90;0,37;1,43;100,82;148,73;0,67;74,93;73,46;555,75
I16B;5;127,56;0,00;99,36;8,32;0,37;0,00;24,97;6,25;0,00;17,65;37,54;322,02
I16B;8;5,87;0,00;7,37;0,35;0,00;0,00;2,89;0,00;0,00;1,92;2,31;20,71
I16B;9;0,66;0,00;5,74;0,01;0,00;0,00;2,97;0,00;0,00;1,59;2,77;13,74
I16B;10;0,27;0,00;2,24;0,17;0,00;0,00;1,14;0,00;2,81;0,24;0,70;7,57
I16B;11;1,07;0,00;2,53;0,00;0,00;0,00;0,19;0,00;0,00;0,49;0,71;4,99
I16B;12;37,05;0,00;31,57;0,02;0,00;0,00;0,17;0,00;4,96;4,35;11,48;89,60
I16B;13;10,15;4,39;5,72;0,09;0,00;0,00;1,15;0,00;0,00;1,18;5,52;28,20
I16C;1;0,00;200,74;0,00;7,46;0,00;0,00;17,67;0,00;0,06;46,62;209,50;482,05
I16C;2;0,28;0,92;0,02;0,09;0,00;0,00;0,04;0,00;0,00;0,05;0,21;1,61
I16C;4;0,00;0,00;135,06;6,58;0,00;0,00;136,82;13,73;0,00;89,00;77,11;458,30
I16C;5;160,98;0,00;83,94;10,65;0,00;0,00;28,13;0,00;0,00;14,62;33,58;331,90
I16C;8;5,15;0,00;6,47;0,30;0,00;0,00;2,53;0,00;0,00;1,69;2,03;18,17
I16C;9;0,02;0,00;17,36;0,03;0,00;0,00;11,19;0,00;0,00;4,56;8,48;41,64
I16C;10;0,00;0,00;0,68;0,10;0,00;0,00;0,50;0,00;7,86;0,12;0,20;9,46
I16C;11;0,06;0,00;0,25;0,00;0,00;0,00;0,01;0,00;0,00;0,02;0,09;0,43
I16C;12;5,03;0,00;15,51;0,00;0,00;0,00;0,06;0,00;1,93;0,95;5,47;28,95
I16C;13;11,48;12,03;4,40;0,07;0,00;0,00;2,50;0,00;0,00;1,43;10,15;42,06
I18B;1;0,00;297,84;8,64;11,26;0,00;0,00;20,24;0,00;0,06;69,42;268,87;676,33
I18B;2;0,82;3,47;0,04;0,26;0,00;0,00;0,24;0,00;0,00;0,25;1,20;6,28
I18B;4;0,00;0,00;103,09;3,82;1,33;0,48;94,58;46,93;0,00;58,03;58,74;367,00
I18B;5;116,43;0,00;75,56;9,20;0,17;0,00;17,16;0,77;0,03;13,61;33,00;265,93
I18B;8;8,95;0,00;11,24;0,53;0,00;0,00;4,40;0,00;0,00;2,93;3,53;31,58
I18B;9;0,35;0,00;0,56;0,00;0,00;0,00;0,04;0,00;0,03;0,23;0,24;1,45
I18B;10;0,19;0,00;2,85;0,22;0,00;0,00;1,68;0,00;0,81;0,35;0,98;7,08
