ko_Pepp;ko_BereichNr;ko_KArt1;ko_KArt2;ko_KArt3a;ko_KArt3b;ko_KArt3c;ko_KArt3;ko_KArt4a;ko_KArt4b;ko_KArt5;ko_KArt6a;ko_KArt6b;ko_KArt7;ko_KArt8
P003B;23;4,85;47,6;0,81;1,28;0,08;0;1,37;0;0;0,94;0,23;0;0
P003B;24;0;0;0;0;1,19;0;0;0;0;0,01;0,05;0,05;0,52
P003B;25;0;0,16;0;0;2,75;0;0,02;0;0;0,07;0,02;0,19;1,58
P003B;26;0,03;0,04;0;0;0,01;0,02;0;0;0;0;0;0,01;0,08
P003B;4;0;0;0;0;0;0,01;0;0;0;0,01;0;0;0,01
P003B;5;0,02;0;0;0;0;0,01;0;0;0;0,01;0;0;0
P003B;8;0,01;0;0;0;0;0,01;0;0;0;0;0;0,01;0
P003B;9;0,25;0;0;0;0;0,34;0,01;0;0;0,06;0,64;0,12;0,22
P003B;10;0,05;0;0;0;0;0,6;0,01;0,03;0;0,68;0,82;0,08;0,26
P003B;11;0,4;0,15;0;0;0;0,71;0;0;0;0,04;0,18;0,07;0,32
P003C;21;8,98;25,05;1,59;1,69;1,03;0,57;0,89;0,17;0;0,55;0,1;4,57;21,3
P003C;22;19,24;52,47;1,61;3,57;2,43;0,49;1,74;0,16;0;1,25;0,09;10,86;41,42
P003C;23;5,59;39,68;0,88;1,09;1,7;0,06;0,85;0,15;0;0,64;0,05;0,18;0
P003C;24;0;0,01;0;0,01;0,53;0;0;0;0;0,01;0,01;0,03;0,26
P003C;25;0;0,15;0;0,03;3,03;0,02;0,02;0;0;0,11;0;0,23;1,72
P003C;26;0,02;0,03;0;0;0;0,01;0;0;0;0;0;0;0,03
P003C;5;0,01;0;0;0;0;0,01;0;0;0;0;0;0;0
P003C;9;0,16;0;0;0;0;0,23;0;0;0;0,02;0,85;0,05;0,11
P003C;10;0,05;0;0;0;0;0,52;0,01;0;0;0,63;0,97;0,09;0,24
P003C;11;0,43;0,21;0;0;0;0,57;0,01;0;0;0,05;0,38;0,07;0,31
PA01A;21;9,2;29,16;1,46;1,88;0,62;0,46;0,98;0,1;0;0,68;0,04;4,34;20,58
PA01A;22;17,78;61,35;2,63;3,57;2,09;0,4;1,41;0,06;0;1,58;0,07;9,31;38,05
PA01A;23;3,07;15,49;0,67;0,51;0,09;0;0,16;0,01;0;0,1;0,02;0,05;0
PA01A;24;0;0;0;0,01;0,38;0,03;0;0;0;0;0,02;0,02;0,17
PA01A;25;0;0,23;0;0,02;3,32;0,07;0,01;0;0;0,11;0,05;0,11;1,46
PA01A;26;0,01;0;0;0;0;0,01;0;0;0;0;0;0;0
PA01A;4;0,03;0;0;0;0;0,04;0,01;0;0;0,02;0,09;0,03;0,03
PA01A;5;0,04;0;0;0;0;0,04;0;0;0;0;0;0,03;0,03
PA01A;8;0,02;0;0;0;0;0,03;0;0;0;0,01;0;0,01;0,02
PA01A;9;0,15;0;0;0;0;0,19;0,01;0;0;0,02;0,41;0,07;0,13
PA01A;10;0,04;0;0;0;0;0,61;0;0;0;0,66;0,5;0,08;0,24
PA01A;11;0,58;0,5;0;0;0;0,73;0,01;0;0;0,09;0,15;0,1;0,43
PA01B;21;20,81;57,17;2,95;3,04;1,9;1,07;1,9;0,08;0;1,18;0,1;9,21;43,37
PA01B;22;8,41;25,8;0,68;1,35;1,26;0,17;0,67;0,11;0;0,71;0,01;3,83;17,75
PA01B;23;3,71;6,56;1,68;0,95;0,21;0,02;0,08;0,03;0;0,06;0,03;0;0
PA01B;24;0;0,02;0;0,02;0,6;0;0;0;0;0,01;0,13;0,05;0,23
PA01B;25;0,01;0,24;0;0,09;4,52;0,04;0;0;0;0,1;0,01;0,27;2,01
PA01B;4;0,02;0;0;0;0;0,05;0;0;0;0,04;0;0,01;0,03
PA01B;5;0,02;0;0;0;0;0,02;0;0;0;0,01;0;0;0,01
PA01B;7;0;0;0;0;0;0,01;0;0;0;0;0;0;0
PA01B;9;0,24;0;0;0;0;0,26;0,01;0;0;0,05;0,45;0,13;0,21
PA01B;10;0,04;0;0;0;0;0,5;0;0;0;0,52;0,82;0,07;0,18
PA01B;11;0,61;0,49;0;0;0;1,3;0,01;0;0;0,09;0,07;0,17;0,65
PA02A;21;13,7;47,32;1,5;2,54;1,74;0,45;1,21;0,12;0;0,89;0,23;8,69;32,35
PA02A;22;14,7;51,15;2,11;2,85;1,9;0,54;1,42;0,19;0;1,02;0,27;8,91;35,56
PA02A;23;2,89;7,07;1,1;1,47;0,15;0,01;0,07;0,15;0;0,04;0,04;0,02;0
PA02A;24;0;0,02;0;0;0,46;0;0;0;0;0,01;0,01;0,02;0,27
PA02A;25;0;0,22;0;0,01;2,55;0,02;0;0;0;0,04;0,01;0,19;1,3
PA02A;26;0;0,02;0;0;0,01;0;0;0;0;0;0;0;0,01
PA02A;4;0,01;0;0;0;0;0,01;0;0;0;0,01;0;0;0,01
PA02A;5;0,02;0;0;0;0;0,01;0;0;0;0;0;0;0
PA02A;9;0,05;0;0;0;0;0,08;0;0;0;0,01;0,19;0,02;0,05
PA02A;10;0,14;0;0;0;0;1,56;0,01;0;0;1,55;3,1;0,25;0,83
PA02A;11;0,57;1,1;0;0;0;1,07;0,01;0;0;0,08;0,17;0,15;0,81
PA02B;21;15,65;45,94;2,03;2,62;1,77;0,63;1,21;0,2;0;1,14;0,1;8,46;35,26
PA02B;22;11,79;38,62;1,55;2,09;2,16;0,45;1,1;0,24;0;0,83;0,15;6,57;27,63
PA02B;23;4,69;10,29;1,4;1,38;0,37;0,01;0,11;0,2;0;0,16;0,05;0,05;0
PA02B;24;0;0,04;0;0,03;0,55;0;0;0;0;0,01;0,04;0,06;0,32
PA02B;25;0;0,31;0;0,09;2,15;0,13;0,01;0;0;0,06;0,02;0,19;1,19
PA02B;26;0;0,01;0;0;0,01;0;0;0;0;0;0;0;0,01
PA02B;4;0,02;0;0;0;0;0,01;0;0;0;0,01;0;0,01;0,01
PA02B;5;0,01;0;0;0;0;0,01;0;0;0;0;0;0;0
PA02B;8;0,03;0;0;0;0;0,03;0;0;0;0,01;0;0,01;0,02
PA02B;9;0,16;0;0;0;0;0,2;0;0;0;0,03;0,4;0,07;0,13
PA02B;10;0,26;0;0;0;0;2,22;0,03;0;0;1,95;2,21;0,27;1,12
PA02B;11;0,81;0,78;0;0;0;1,05;0,02;0;0;0,1;0,24;0,14;0,8
PA02C;21;17,83;49,56;2,4;2,85;1,91;0,91;1,1;0,11;0;0,92;0,19;9,18;39,1
PA02C;22;9,17;28,14;1,08;1,56;1,18;0,35;0,68;0,04;0;0,54;0,07;5,72;20,85
PA02C;23;5,25;9,63;2,19;1,65;0,4;0,02;0,12;0,06;0;0,16;0,05;0,02;0
PA02C;24;0;0,02;0;0,04;0,72;0,01;0;0;0;0,01;0,04;0,07;0,33
PA02C;25;0,01;0,22;0;0,05;2,81;0,04;0,02;0;0;0,11;0,04;0,22;1,47
PA02C;26;0;0,01;0;0;0,01;0;0;0;0;0;0;0;0,01
PA02C;8;0,02;0;0;0;0;0,02;0;0;0;0,01;0,01;0,01;0,01
PA02C;9;0,26;0;0;0;0;0,35;0;0;0;0,03;0,44;0,08;0,2
PA02C;10;0,14;0;0;0;0;1,32;0,01;0;0;1,28;1,18;0,17;0,58
PA02C;11;0,65;0,52;0;0;0;1,1;0,01;0;0;0,08;0,34;0,13;0,67
PA02D;21;17,44;47,9;2,71;2,67;1,93;0,66;1,21;0,05;0;1,23;0,11;9,22;39,17
PA02D;22;9,72;28,26;1,48;1,64;1,33;0,48;0,81;0,02;0;0,61;0,06;4,89;20,81
PA02D;23;4,12;8,14;1,27;1,08;0,29;0,01;0,07;0,09;0;0,08;0,06;0,09;0
PA02D;24;0;0,04;0;0,01;0,61;0,02;0;0;0;0,01;0,04;0,05;0,44
PA02D;25;0;0,31;0;0,07;2,46;0,2;0,01;0;0;0,07;0,05;0,15;1,19
PA02D;26;0,02;0,16;0;0;0,02;0,02;0,01;0;0;0,01;0;0,02;0,18
PA02D;4;0,01;0;0;0;0;0;0;0;0;0;0;0;0
PA02D;5;0,01;0;0;0;0;0,01;0;0;0;0;0;0;0
PA02D;8;0,04;0;0;0;0;0,04;0;0;0;0,01;0;0,02;0,03
PA02D;9;0,28;0;0;0;0;0,33;0,01;0;0;0,06;0,46;0,13;0,22
PA02D;10;0,12;0;0;0;0;1,25;0,01;0;0;1,13;1,69;0,14;0,56
PA02D;11;0,98;0,88;0;0;0;1,33;0,03;0;0;0,17;0,13;0,19;0,83
PA03A;21;15,14;44,94;1,86;2,31;1,4;0,93;1,48;0,33;0;1,2;0,14;7,74;34,43
PA03A;22;11,7;38,08;1,08;1,87;1,38;0,55;1,19;0,26;0;1,03;0,1;6,67;26,35
PA03A;23;3,82;12,37;0,76;0,73;0,18;0,01;0,17;0,1;0;0,13;0,06;0,02;0
PA03A;24;0;0,01;0;0,01;0,92;0,03;0;0;0;0,01;0,06;0,07;0,4
PA03A;25;0;0,28;0,01;0,08;3,62;0,09;0,02;0;0;0,12;0,07;0,25;1,71
PA03A;26;0;0,02;0;0;0;0,01;0;0;0;0;0;0;0,02
PA03A;4;0,01;0;0;0;0;0,01;0;0;0;0;0,01;0;0,01
PA03A;5;0,01;0;0;0;0;0;0;0;0;0;0;0;0
PA03A;8;0,02;0;0;0;0;0,02;0;0;0;0,01;0;0,01;0,01
PA03A;9;0,28;0;0;0;0;0,35;0;0;0;0,05;0,59;0,12;0,2
PA03A;10;0,08;0;0;0;0;0,59;0;0;0;0,51;0,96;0,08;0,24
PA03A;11;0,61;0,3;0;0;0;0,84;0,01;0;0;0,07;0,21;0,12;0,52
PA03B;21;17,09;49,34;2,61;2,66;1,63;0,95;1,63;0,35;0;0,98;0,15;8,77;40,44
PA03B;22;7,79;24,29;0,75;1,26;0,96;0,33;0,76;0,11;0;0,52;0,04;4,55;18,06
PA03B;23;3,47;7,47;1,04;0,8;0,15;0,01;0,1;0,1;0;0,07;0,02;0,01;0
PA03B;24;0;0,01;0;0,01;0,64;0,08;0;0;0;0,01;0,03;0,06;0,37
PA03B;25;0;0,31;0,01;0,07;4,03;0,09;0,01;0;0;0,14;0,2;0,26;1,86
PA03B;26;0,01;0,06;0;0;0,01;0,01;0;0;0;0;0;0,01;0,06
PA03B;8;0,01;0;0;0;0;0,01;0;0;0;0;0;0;0,01
PA03B;9;0,19;0;0;0;0;0,22;0;0;0;0,03;0,55;0,09;0,13
PA03B;10;0,07;0;0;0;0;0,55;0;0;0;0,46;0,86;0,08;0,22
PA03B;11;0,53;0,34;0;0;0;0,85;0,01;0;0;0,06;0,13;0,12;0,53
PA04A;21;16,08;47,78;2,44;2,32;1,41;1,21;1,56;0,59;0;1,15;0,19;8,23;35,24
PA04A;22;10,38;35,87;0,91;1,7;1,07;0,63;1,17;0,22;0;1;0,1;6,58;24,23
PA04A;23;5,67;13,4;2,45;0,72;0,21;0,02;0,18;0,05;0;0,15;0,06;0,01;0
PA04A;24;0;0;0;0;2,03;0,07;0;0;0;0,03;0,08;0,13;0,87
PA04A;25;0,01;0,3;0,01;0,05;4,16;0,06;0,02;0;0;0,18;0,04;0,25;1,95
PA04A;26;0;0,07;0;0;0,02;0,02;0;0;0;0;0,01;0,01;0,06
PA04A;4;0,02;0;0;0;0;0,02;0;0;0;0,02;0;0,01;0,02
PA04A;5;0,03;0;0;0;0;0,02;0;0;0;0,01;0;0;0,01
PA04A;7;0;0;0;0;0;0,01;0;0;0;0;0;0;0
PA04A;8;0,03;0;0;0;0;0,04;0;0;0;0,01;0,02;0,01;0,02
PA04A;9;0,46;0;0;0;0;0,58;0,01;0;0;0,11;0,81;0,22;0,34
PA04A;10;0,12;0;0;0;0;0,79;0;0,01;0;0,64;0,92;0,12;0,31
PA04A;11;0,83;0,23;0;0;0;1,38;0,01;0;0;0,09;0,24;0,19;0,73
PA04B;21;21,19;63,88;3,61;3,07;2,13;1,42;1,94;0,21;0;1,61;0,27;11,04;49,77
PA04B;22;4,05;13,23;0,41;0,59;0,43;0,22;0,4;0,02;0;0,37;0,02;2,42;9,49
PA04B;23;4;8,31;1,96;0,64;0,14;0,01;0,1;0,08;0;0,09;0,06;0,01;0
PA04B;24;0;0,01;0;0;1,68;0,08;0;0;0;0,03;0,07;0,1;0,75
PA04B;25;0;0,32;0,01;0,06;4,61;0,09;0,01;0;0;0,17;0,14;0,26;2,11
PA04B;26;0,01;0,05;0;0;0,01;0,02;0;0;0;0;0,01;0,01;0,04
PA04B;4;0,01;0;0;0;0;0,01;0;0;0;0,01;0;0;0,01
PA04B;5;0,01;0;0;0;0;0,01;0;0;0;0;0;0;0
PA04B;8;0,03;0;0;0;0;0,03;0;0;0;0,01;0,01;0,01;0,02
PA04B;9;0,36;0;0;0;0;0,45;0,01;0;0;0,08;0,72;0,18;0,27
PA04B;10;0,08;0;0;0;0;0,62;0;0;0;0,5;0,87;0,09;0,25
PA04B;11;0,73;0,3;0;0;0;1,08;0,01;0;0;0,08;0,16;0,15;0,62
PA04C;21;20,79;58,57;4,22;3,16;2,26;1,17;1,69;0,11;0;1,14;0,24;10,76;49,9
PA04C;22;2,29;6,89;0,27;0,36;0,28;0,13;0,23;0,01;0;0,14;0,02;1,44;5,5
PA04C;23;4,21;6,58;3;0,8;0,24;0,01;0,08;0,05;0;0,06;0,02;0,01;0
PA04C;24;0;0,02;0;0;1,53;0,1;0;0;0;0,03;0,06;0,09;0,82
PA04C;25;0;0,23;0,02;0,06;5,31;0,07;0,01;0;0;0,2;0,17;0,28;2,37
PA04C;26;0,01;0,08;0;0;0,01;0,02;0;0;0;0;0;0,01;0,08
PA04C;4;0,01;0;0;0;0;0,01;0;0;0;0,01;0;0,01;0,01
PA04C;5;0,01;0;0;0;0;0,01;0;0;0;0;0;0;0
PA04C;8;0,02;0;0;0;0;0,02;0;0;0;0,01;0;0,01;0,01
PA04C;9;0,21;0;0;0;0;0,25;0;0;0;0,04;0,59;0,11;0,15
PA04C;10;0,07;0;0;0;0;0,53;0;0;0;0,43;0,63;0,08;0,22
PA04C;11;0,6;0,35;0;0;0;0,93;0,01;0;0;0,07;0,13;0,13;0,58
PA14A;21;17,34;50,78;3,06;2,36;1,84;1,33;1,35;0,21;0;1,09;0,22;8,25;40,04
PA14A;22;10,17;32,2;0,8;1,51;1,18;0,58;1,03;0,09;0;0,75;0,09;5,01;20,35
PA14A;23;6,47;13,34;2,92;0,88;0,35;0,01;0,13;0,07;0;0,1;0,03;0,02;0
PA14A;24;0;0,01;0;0,02;0,86;0,08;0;0;0;0,02;0,02;0,07;0,45
PA14A;25;0,01;0,26;0;0,07;3,92;0,08;0,01;0;0;0,14;0,11;0,21;1,74
PA14A;26;0;0,01;0;0;0;0;0;0;0;0;0,01;0;0,01
PA14A;4;0,01;0;0;0;0;0,02;0;0;0;0,01;0;0,01;0,02
PA14A;5;0,02;0;0;0;0;0,01;0;0;0;0;0;0;0
PA14A;8;0,05;0;0;0;0;0,06;0;0;0;0,02;0,02;0,03;0,04
PA14A;9;0,23;0;0;0;0;0,28;0,01;0;0;0,04;0,4;0,12;0,18
PA14A;10;0,1;0;0;0;0;0,75;0;0;0;0,64;0,93;0,09;0,3
PA14A;11;0,62;0,45;0;0;0;0,76;0,01;0;0;0,07;0,18;0,14;0,58
PA14B;21;21,28;59,47;4,08;2,83;2,27;1,51;1,56;0,14;0;1,18;0,29;11,09;52,1
PA14B;22;3,5;10,41;0,42;0,51;0,46;0,13;0,32;0,01;0;0,25;0,05;1,98;7,68
PA14B;23;5,47;7,94;3,29;0,94;0,19;0,01;0,06;0,13;0;0,08;0,06;0,01;0
PA14B;24;0;0,01;0;0,01;1,01;0,19;0;0;0;0,02;0,03;0,09;0,67
PA14B;25;0;0,34;0;0,08;4,65;0,11;0,01;0;0;0,18;0,5;0,26;2,17
PA14B;26;0;0,01;0;0;0;0;0;0;0;0;0;0;0,01
PA14B;4;0,01;0;0;0;0;0,02;0;0;0;0,01;0;0,01;0,01
PA14B;5;0,01;0;0;0;0;0,01;0;0;0;0;0;0;0
PA14B;8;0,03;0;0;0;0;0,03;0;0;0;0,01;0;0,01;0,02
PA14B;9;0,18;0;0;0;0;0,18;0,01;0;0;0,03;0,24;0,09;0,12
PA14B;10;0,06;0;0;0;0;0,48;0;0;0;0,44;0,9;0,06;0,2
PA14B;11;0,47;0,35;0;0;0;0,83;0,01;0;0;0,06;0,13;0,13;0,6
PA15A;21;10,85;33,96;1,01;1,54;1,17;0,65;1,03;0,14;0;1,45;0,43;4,89;21,98
PA15A;22;19,3;66,55;1,54;3,01;1,6;0,86;1,98;0,41;0;2,43;0,19;9,77;38,75
PA15A;23;5,04;24,09;0,56;0,81;0,15;0,01;0,33;0,08;0;0,39;0,3;0,02;0
PA15A;24;0;0;0;0,01;2,12;0,05;0;0;0;0,02;0,06;0,1;0,82
PA15A;25;0;0,17;0;0,08;2,4;0,07;0,01;0;0;0,07;0,06;0,18;1,12
PA15A;26;0;0;0;0;0,01;0,05;0;0;0;0;0,02;0;0,01
PA15A;4;0,02;0;0;0;0;0,02;0;0;0;0,02;0;0,01;0,01
PA15A;5;0,01;0;0;0;0;0,01;0;0;0;0;0;0;0
PA15A;8;0,06;0;0;0;0;0,06;0;0;0;0,02;0,02;0,03;0,03
PA15A;9;0,83;0;0;0;0;1,08;0,02;0;0;0,22;1,79;0,38;0,6
PA15A;10;0,08;0;0;0;0;0,79;0;0,01;0;0,82;1,6;0,11;0,31
PA15A;11;0,81;0,49;0;0;0;1,12;0,01;0;0;0,1;0,34;0,17;0,69
PA15B;21;10,66;34,84;1,14;1,62;1,21;0,49;1,07;0,06;0;1,59;0,29;5,75;23,54
PA15B;22;17,17;60,21;1,57;2,67;1,74;0,65;1,72;0,13;0;2,29;0,14;9,94;38,67
PA15B;23;4,08;19,07;0,51;0,81;0,13;0;0,2;0,04;0;0,21;0,13;0,01;0
PA15B;24;0;0;0;0,01;1,62;0,03;0;0;0;0,02;0,08;0,07;0,66
PA15B;25;0;0,22;0;0,08;2,9;0,21;0,02;0;0;0,11;0,01;0,22;1,51
PA15B;26;0;0,01;0;0;0;0,03;0;0;0;0;0,01;0;0,01
PA15B;4;0,01;0;0;0;0;0,01;0;0;0;0,01;0;0,01;0,01
PA15B;5;0,01;0;0;0;0;0,01;0;0;0;0;0;0;0
PA15B;7;0;0;0;0;0;0;0;0;0,01;0;0;0;0
PA15B;8;0,04;0;0;0;0;0,04;0;0;0;0,01;0;0,02;0,02
PA15B;9;0,89;0;0;0;0;1,2;0,01;0;0;0,21;1,52;0,38;0,68
PA15B;10;0,07;0;0;0;0;0,67;0;0,01;0;0,69;1,44;0,1;0,28
PA15B;11;0,88;0,41;0;0;0;1,22;0,01;0;0;0,11;0,3;0,15;0,66
PA15C;21;14,01;43,68;2,13;2,15;1,14;1,2;1,45;0,13;0;1,78;0,17;6,79;32,15
PA15C;22;13,9;45;1,27;2,03;0,8;0,84;1,35;0,11;0;1,66;0,15;6,08;27,9
PA15C;23;3,23;12,59;0,64;0,68;0,21;0,01;0,12;0,03;0;0,15;0,07;0,02;0
PA15C;24;0;0;0;0,01;1,84;0,02;0;0;0;0,02;0,1;0,11;0,83
PA15C;25;0;0,19;0;0,08;3,63;0,05;0,01;0;0;0,09;0,01;0,2;1,51
PA15C;26;0;0,05;0;0;0,01;0,01;0;0;0;0;0;0,01;0,05
PA15C;4;0,01;0;0;0;0;0,01;0;0;0;0,01;0;0,01;0,01
PA15C;5;0,01;0;0;0;0;0,01;0;0;0;0;0;0;0
PA15C;8;0,05;0;0;0;0;0,05;0;0;0;0,02;0;0,02;0,03
PA15C;9;0,53;0;0;0;0;0,69;0,01;0;0;0,16;1,71;0,27;0,43
PA15C;10;0,06;0;0;0;0;0,71;0;0,01;0;0,68;1,24;0,08;0,26
PA15C;11;0,74;0,49;0;0;0;0,91;0,01;0;0;0,09;0,1;0,16;0,63
PK01Z;21;34,79;123,46;11,59;8,97;4,48;2,97;0,66;0,06;0;1,7;0,07;15,55;69,45
PK01Z;22;5,79;20,91;1,98;1,35;0,24;0,28;0,14;0;0;0,21;0,02;1,81;11,09
PK01Z;23;9,64;25,26;6,69;1,39;0,24;0,01;0,1;0,06;0;0,24;0,05;0;0
PK01Z;24;0;0,09;0;0;0,9;0,04;0;0;0;0,02;0;0,06;0,39
PK01Z;25;0,01;3,06;0,01;0,53;5,01;0,14;0;0;0;0,15;0,01;0,54;3,24
PK01Z;26;0;0;0;0;0,28;0;0;0;0;0;0,02;0,01;0,04
PK01Z;7;0,01;0;0;0;0;0,01;0;0;0;0;0;0;0
PK01Z;9;0,14;0;0;0;0;0,12;0;0;0;0,07;0,08;0,05;0,08
PK01Z;10;0,05;0;0;0;0;0,31;0;0;0;0,21;0,34;0,03;0,13
PK01Z;11;0,38;0,02;0;0;0;0,69;0,01;0;0;0,04;0,11;0,1;0,36
PK02Z;21;23,91;92,15;6,64;4,94;2,88;1,05;0,52;0;0;1,25;0,07;12,28;56,4
PK02Z;22;19,29;59,53;3,8;4,21;2,03;0,62;0,23;0,01;0;0,87;0,01;5,73;34,19
PK02Z;23;13,13;20,98;5,11;1,2;0,13;0;0,13;0,06;0;0,18;0;0;0
PK02Z;24;0;0;0;0;0,78;0,01;0;0;0;0,09;0,01;0,1;0,33
PK02Z;25;0;1,93;0;0,25;4,02;0,12;0,01;0;0;0,11;0;0,33;3,38
PK02Z;26;0;0;0;0;0,03;0;0;0;0;0;0;0;0
PK02Z;9;0,17;0;0;0;0;0,17;0;0;0;0,03;0,28;0,06;0,13
PK02Z;10;0,03;0;0;0;0;0,93;0;0;0;0,77;1,48;0,05;0,34
PK02Z;11;0,38;0,04;0;0;0;0,67;0,01;0;0;0,04;0,05;0,09;0,28
PK03Z;21;29,77;105,67;7,72;5,59;4,41;2,07;0,71;0,18;0;1,38;0,1;14,26;59,46
PK03Z;22;12,13;40,82;2,52;2,54;1,37;0,72;0,27;0;0;0,53;0,02;4,78;19,73
PK03Z;23;11,01;23,3;4,78;1,1;0,19;0,01;0,03;0;0;0,07;0,05;0;0
PK03Z;24;0;0,06;0;0;0,89;0,13;0;0;0;0,05;0;0,06;0,47
PK03Z;25;0;1,36;0;0,45;5,91;0,37;0;0;0;0,24;0,01;0,53;2,81
PK03Z;4;0;0;0;0;0;0,01;0;0;0;0,01;0;0;0,01
PK03Z;5;0,02;0;0;0;0;0,01;0;0;0;0;0;0;0
PK03Z;7;0,03;0;0;0;0;0,03;0;0;0;0;0;0,01;0,02
PK03Z;9;0,26;0;0;0;0;0,23;0,01;0;0;0,05;0,52;0,13;0,16
PK03Z;10;0,11;0;0;0;0;0,62;0;0;0;0,46;0,84;0,09;0,29
PK03Z;11;0,36;0,02;0;0;0;0,7;0,01;0;0;0,05;0,1;0,09;0,28
PK04A;21;26,51;97,68;9,5;6,41;4,05;2,33;0,59;0,04;0;1,45;0,06;13,67;58,33
PK04A;22;10,56;37,98;3,53;2,3;1,25;0,48;0,24;0,01;0;0,58;0;3,96;27,49
PK04A;23;10,5;30,88;7,44;1,85;0,21;0,01;0,08;0,01;0;0,18;0,02;0;0
PK04A;24;0;0,08;0;0;1,03;0,04;0;0;0;0,03;0;0,07;0,54
PK04A;25;0;2,59;0;0,65;4,34;0,09;0,01;0;0;0,19;0;0,51;3,09
PK04A;26;0;0;0;0;0,12;0;0;0;0;0;0,03;0,01;0,02
PK04A;4;0,01;0;0;0;0;0;0;0;0;0;0;0;0
PK04A;7;0,02;0;0;0;0;0,01;0;0;0;0;0;0;0,01
PK04A;9;0,09;0;0;0;0;0,07;0;0;0;0,01;0,18;0,04;0,04
PK04A;10;0,03;0;0;0;0;0,25;0;0;0;0,22;0,42;0,03;0,12
PK04A;11;0,57;0,01;0;0;0;0,63;0;0;0;0,05;0,44;0,13;0,37
PK04B;21;27,82;104,98;10,05;7,4;4,44;2,43;0,69;0,01;0;1,32;0,05;15,85;69,52
PK04B;22;5,44;19,21;1,63;1,19;0,54;0,27;0,11;0;0;0,25;0,01;2,22;12,92
PK04B;23;9,94;18,43;6,41;1,62;0,3;0,01;0,06;0,03;0;0,19;0,05;0;0
PK04B;24;0;0,06;0;0;0,86;0,09;0;0;0;0,04;0;0,07;0,5
PK04B;25;0;1,74;0;0,62;5,03;0,23;0,01;0;0;0,17;0,01;0,52;2,99
PK04B;26;0;0;0;0;0,11;0;0;0;0;0;0,03;0,01;0,02
PK04B;9;0,04;0;0;0;0;0,05;0;0;0;0;0,15;0,02;0,03
PK04B;10;0,02;0;0;0;0;0,26;0;0;0;0,22;0,49;0,03;0,11
PK04B;11;0,3;0,02;0;0;0;0,65;0,01;0;0;0,03;0,41;0,08;0,28
PK10Z;21;35,2;103,83;11,38;6,29;5,36;5,52;0,8;0,01;0;1,88;0,02;17,38;70,18
PK10Z;22;6,22;18,73;2,03;0,97;0,6;0,33;0,14;0;0;0,24;0;2,56;11,91
PK10Z;23;11,19;24,98;9,19;1,03;0,93;0,03;0,05;0,01;0;0,14;0,01;0;0
PK10Z;24;0;0,09;0;0,19;1,64;0,06;0;0;0;0,04;0;0,27;0,71
