IO_DRG;IO_BereichNr;IO_KArt1;IO_KArt2;IO_KArt3;IO_KArt4a;IO_KArt4b;IO_KArt5;IO_KArt6a;IO_KArt6b;IO_KArt6c;IO_KArt7;IO_KArt8;IO_Summe
801C;5;306,99;0,00;197,30;15,77;0,78;0,00;56,27;1,34;0,01;39,24;86,35;704,05
801C;7;12,56;0,00;10,88;0,40;0,08;23,86;5,39;19,46;14,14;7,80;9,43;104,00
801C;8;69,26;0,00;75,32;2,85;0,13;3,96;32,80;36,68;0,00;36,52;48,20;305,72
801C;9;118,26;0,00;124,00;2,71;0,09;25,93;21,76;35,57;68,17;51,10;79,90;527,49
801C;10;29,84;0,00;105,15;2,54;55,74;0,00;78,90;1,49;108,87;16,26;47,16;445,95
801C;11;67,07;0,46;54,96;0,66;0,00;0,40;5,28;0,20;2,00;10,37;25,40;166,80
801C;12;10,34;2,75;191,40;0,31;0,00;0,00;1,86;0,08;28,83;7,59;53,18;296,34
801C;13;47,97;3,36;43,01;1,59;0,01;0,00;5,64;0,05;0,00;8,95;27,62;138,20
801D;1;845,91;0,00;60,07;108,88;31,06;0,00;106,83;3,50;12,83;417,35;1177,99;2764,42
801D;2;268,32;0,00;7,61;45,21;14,92;0,00;77,44;2,61;1,12;97,85;247,38;762,46
801D;4;253,92;0,00;217,65;9,59;3,80;167,42;115,64;89,26;4,28;123,42;152,81;1137,79
801D;5;210,19;0,00;141,82;11,42;0,84;0,00;39,58;0,62;0,09;27,79;60,85;493,20
801D;6;0,58;0,00;1,81;0,06;0,00;0,00;0,15;0,00;0,00;0,15;0,62;3,37
801D;7;52,51;0,00;61,63;2,74;0,87;160,45;29,02;109,75;22,02;25,19;37,60;501,78
801D;8;38,46;0,00;43,35;1,49;0,20;4,85;17,69;12,61;0,00;19,33;24,86;162,84
801D;9;108,10;0,00;108,89;2,00;1,23;19,01;21,55;35,86;54,91;44,92;71,56;468,03
801D;10;21,16;0,00;89,98;2,17;51,78;0,00;70,12;0,88;90,38;12,22;39,31;378,00
801D;11;68,01;0,56;50,60;1,22;0,02;0,22;7,39;0,25;1,95;11,31;27,42;168,95
801D;12;10,52;3,69;120,43;0,34;0,00;0,00;1,98;0,33;18,45;5,33;39,12;200,19
801D;13;54,23;5,67;47,14;1,95;0,38;0,00;6,61;0,15;0,14;9,77;31,62;157,66
801E;1;806,24;0,00;59,37;100,93;26,64;0,00;98,52;2,01;13,70;397,36;1113,44;2618,21
801E;2;169,27;0,00;4,05;25,99;2,04;3,60;53,06;1,09;0,62;65,78;166,26;491,76
801E;4;116,26;0,00;97,69;4,94;2,50;78,53;53,13;30,58;6,56;58,30;71,33;519,82
801E;5;95,80;0,00;64,77;5,24;0,11;0,00;18,61;0,32;0,05;12,98;28,98;226,86
801E;6;0,36;0,00;1,12;0,20;0,00;0,00;0,13;0,00;0,00;0,14;0,38;2,33
801E;7;103,76;0,00;129,82;5,30;1,74;78,35;63,03;185,79;78,42;47,16;72,58;765,95
801E;8;37,58;0,00;41,61;1,49;0,00;1,21;18,95;13,71;0,00;20,03;24,70;159,28
801E;9;92,06;0,00;88,95;1,83;2,36;3,10;16,93;30,69;39,03;38,13;57,16;370,24
801E;10;19,05;0,00;74,98;1,52;14,73;0,00;56,94;0,49;70,26;10,94;34,22;283,13
801E;11;78,30;1,48;55,45;1,41;0,00;0,31;8,30;0,36;2,05;13,22;30,54;191,42
801E;12;13,91;3,62;89,02;0,24;0,00;0,00;1,44;0,00;14,44;4,46;28,54;155,67
801E;13;55,65;5,06;47,42;2,02;0,09;0,00;6,99;0,50;0,12;9,45;31,62;158,92
802A;1;740,90;0,00;54,46;101,00;20,02;0,00;96,08;5,57;19,45;387,29;1027,36;2452,13
802A;2;159,74;0,00;7,11;26,40;12,27;0,23;49,48;0,22;1,12;63,57;140,31;460,45
802A;4;141,96;0,00;127,72;5,75;0,97;37,70;61,36;69,37;2,20;69,17;94,32;610,52
802A;5;132,16;0,00;90,34;7,16;0,09;0,00;25,83;0,86;0,07;17,59;38,07;312,17
802A;6;1,20;0,00;2,91;0,12;0,00;0,00;0,32;0,00;0,00;0,48;1,23;6,26
802A;7;20,61;0,00;26,60;1,14;0,08;4,05;11,87;31,16;4,09;13,07;16,11;128,78
802A;8;60,33;0,00;73,95;2,30;0,04;2,31;29,58;19,40;0,01;32,01;40,57;260,50
802A;9;150,57;0,00;142,79;2,91;3,30;6,92;31,16;81,28;49,60;60,15;93,42;622,10
802A;10;27,91;0,00;91,95;1,16;23,40;0,00;73,14;0,55;125,76;13,48;42,90;400,25
802A;11;80,57;2,51;59,70;1,83;0,08;0,07;10,56;0,98;3,79;16,66;35,37;212,12
802A;12;9,92;1,58;60,59;0,41;0,00;0,00;1,41;0,00;12,79;3,64;18,45;108,79
802A;13;56,30;5,77;45,91;1,97;0,32;0,00;6,78;0,00;0,13;10,70;32,38;160,26
802B;1;748,21;0,00;60,38;95,52;18,18;0,00;97,59;6,20;11,30;372,62;1048,47;2458,47
802B;2;77,69;0,00;4,54;13,12;2,67;0,00;18,12;0,04;0,00;29,09;72,93;218,20
802B;4;148,47;0,00;144,42;5,97;2,41;15,09;73,42;52,07;3,37;80,34;100,06;625,62
802B;5;148,21;0,00;102,24;7,85;0,06;0,00;26,29;0,32;0,00;18,36;39,85;343,18
802B;6;0,71;0,00;1,38;0,06;0,00;0,00;0,15;0,00;0,00;0,17;0,36;2,83
802B;7;6,28;0,00;7,56;0,37;0,01;0,84;3,66;16,87;0,00;2,99;4,16;42,74
802B;8;52,78;0,00;55,89;2,13;0,00;0,12;26,40;10,55;0,00;27,12;31,50;206,49
802B;9;114,18;0,00;105,02;1,97;0,26;1,25;27,20;44,13;37,16;43,67;69,20;444,04
802B;10;19,82;0,00;66,95;1,69;22,98;0,00;51,49;0,11;99,36;10,17;31,00;303,57
802B;11;65,28;0,30;45,52;1,74;0,19;0,00;8,92;0,87;2,00;14,17;27,98;166,97
802B;12;12,85;3,91;68,97;0,24;0,00;0,00;1,47;0,00;11,05;3,16;19,67;121,32
802B;13;49,63;5,94;43,40;1,62;3,56;0,00;6,56;0,00;0,05;8,69;28,74;148,19
802C;1;638,23;0,00;48,18;89,21;16,03;0,00;79,73;1,78;11,41;327,18;887,23;2098,98
802C;2;69,30;0,00;3,28;9,25;4,04;0,00;18,04;0,00;1,48;23,01;64,95;193,35
802C;4;156,51;0,00;134,29;7,18;0,53;67,78;67,00;32,54;7,91;76,10;104,29;654,13
802C;5;141,44;0,00;92,90;8,06;0,22;0,00;25,55;0,22;0,56;16,51;37,53;322,99
802C;7;11,12;0,00;13,32;0,69;0,02;0,17;6,44;16,09;3,99;5,13;8,35;65,32
802C;8;40,02;0,00;44,53;1,21;0,06;3,81;16,34;11,21;0,00;22,50;25,01;164,69
802C;9;81,97;0,00;80,64;1,76;0,95;3,29;17,54;17,53;27,48;33,75;57,94;322,85
802C;10;21,84;0,00;72,63;1,31;27,50;0,00;54,97;0,32;62,95;11,54;32,42;285,48
802C;11;63,05;0,23;41,44;0,98;0,00;0,00;7,10;0,43;2,41;10,63;24,78;151,05
802C;12;7,53;0,45;50,98;0,41;0,00;0,00;0,93;0,00;7,94;2,19;17,56;87,99
802C;13;42,36;3,21;39,65;1,42;0,00;0,00;4,98;0,01;0,05;8,22;26,07;125,97
802D;1;386,12;0,00;29,96;43,71;4,27;0,00;44,31;1,01;8,17;189,04;540,28;1246,87
802D;2;14,10;0,00;0,08;1,38;0,00;0,00;2,44;0,00;2,44;5,90;14,21;40,55
802D;4;111,11;0,00;105,59;4,93;0,46;1,14;46,83;12,44;10,08;60,16;75,76;428,50
802D;5;103,99;0,00;71,02;5,69;0,27;0,00;19,83;0,38;0,00;13,75;31,66;246,59
802D;6;1,70;0,00;5,27;0,39;0,00;0,00;1,17;0,00;0,00;1,64;3,61;13,78
802D;7;1,52;0,00;1,61;0,05;0,01;0,00;0,26;1,47;0,00;0,77;1,07;6,76
802D;8;11,09;0,00;12,07;0,44;0,00;0,01;4,29;0,56;0,00;5,52;7,68;41,66
802D;9;32,61;0,00;31,63;0,62;0,02;0,00;5,32;3,84;26,31;15,96;22,48;138,79
802D;10;11,95;0,00;36,66;0,66;10,62;0,00;28,24;0,61;50,73;5,44;17,26;162,17
802D;11;26,74;0,25;23,41;0,51;0,00;0,00;3,65;0,41;2,29;4,66;10,97;72,89
802D;12;3,28;0,13;21,98;0,20;0,00;0,00;1,03;0,00;8,69;1,62;6,09;43,02
802D;13;30,11;2,48;27,52;1,19;0,00;0,00;4,01;0,00;0,56;6,05;18,08;90,00
863Z;1;341,92;0,00;35,71;34,56;0,00;0,00;49,33;0,00;0,00;178,64;407,87;1048,03
863Z;2;405,73;0,00;1,34;10,80;91,98;0,00;49,50;0,00;0,00;59,13;138,89;757,37
863Z;5;14,52;0,00;8,53;0,94;0,00;0,00;2,90;0,00;0,00;2,77;2,85;32,51
863Z;8;0,23;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,23
863Z;9;4,45;0,00;4,46;0,01;0,00;0,00;0,58;0,00;0,00;2,09;2,45;14,04
863Z;10;2,94;0,00;19,74;0,11;0,00;0,00;14,56;0,00;39,92;1,94;7,22;86,43
863Z;11;5,88;0,00;0,18;0,14;0,00;0,00;0,88;0,00;1,79;0,42;1,44;10,73
863Z;12;0,00;0,00;25,42;0,00;0,00;0,00;0,53;0,00;0,00;0,65;9,14;35,74
863Z;13;10,79;0,00;5,59;0,08;0,00;0,00;0,45;0,00;0,00;2,65;2,63;22,19
A01A;1;1455,50;0,00;88,24;523,17;304,52;0,00;237,95;28,94;124,55;459,95;1086,22;4309,04
A01A;2;9968,32;0,00;169,33;2119,11;3304,90;0,00;3819,70;50,66;0,00;3097,54;6915,08;29444,64
A01A;4;4334,87;0,00;2904,37;136,56;57,74;445,42;1659,43;596,37;0,00;1017,26;2356,00;13508,02
A01A;5;2414,48;0,00;1683,25;150,42;192,31;0,00;511,19;14,19;0,00;284,97;825,37;6076,18
A01A;7;29,37;0,00;28,48;1,16;0,00;0,00;17,53;27,48;0,00;14,76;28,42;147,20
A01A;8;127,06;0,00;114,06;5,22;0,00;4,02;52,57;117,95;0,00;87,91;105,48;614,27
A01A;9;491,51;0,00;464,46;8,75;0,00;2,59;86,44;175,36;0,00;251,30;321,72;1802,13
A01A;10;441,45;0,00;1522,44;6,58;2710,82;0,00;1186,43;0,00;2613,08;299,47;744,73;9525,00
A01A;11;1133,70;0,00;356,95;10,10;0,00;0,00;13,96;0,00;0,00;49,51;170,11;1734,33
A01A;12;54,73;0,01;562,34;0,80;0,00;0,00;4,97;0,00;271,00;25,48;116,04;1035,37
A01A;13;82,34;10,50;34,95;1,70;0,06;0,00;4,69;0,00;0,00;8,33;29,76;172,33
A01B;1;2322,98;0,00;176,54;608,46;664,23;0,00;408,68;7,09;36,60;894,41;2153,77;7272,76
A01B;2;3937,54;0,00;66,24;722,67;1309,57;0,00;1281,77;17,23;11,61;1339,78;2519,48;11205,89
A01B;4;2384,86;0,00;1954,16;73,27;76,93;108,94;798,41;543,03;20,74;693,80;1615,41;8269,55
A01B;5;1273,73;0,00;834,64;76,88;103,38;0,00;273,97;7,38;0,01;154,06;360,64;3084,69
A01B;7;7,60;0,00;8,98;0,63;0,00;15,49;4,12;2,19;0,29;3,52;5,34;48,16
A01B;8;59,49;0,00;53,01;2,10;0,13;3,88;12,78;36,44;0,00;35,70;41,67;245,20
A01B;9;218,96;0,00;217,92;9,30;2,72;87,38;43,21;137,93;0,01;129,63;152,75;999,81
A01B;10;377,43;0,00;1074,03;3,05;1526,34;0,00;927,56;0,00;961,97;249,91;550,95;5671,24
A01B;11;1157,95;1,69;604,39;3,78;0,00;0,00;19,88;0,00;0,00;107,49;242,82;2138,00
A01B;12;39,27;0,00;411,24;0,61;0,00;0,00;2,69;0,00;99,62;27,11;82,26;662,80
A01B;13;24,96;1,05;20,11;0,48;0,34;0,00;3,13;0,00;0,00;5,72;14,52;70,31
A01C;1;1379,96;0,00;96,43;268,72;316,50;0,00;211,01;0,51;1,77;464,64;1199,38;3938,92
A01C;2;2668,46;0,00;74,41;618,27;1149,77;0,00;883,48;2,18;13,49;871,03;2242,62;8523,71
A01C;4;1754,33;0,00;1466,13;55,38;107,39;16,17;692,68;457,51;4,36;566,01;1241,72;6361,68
A01C;5;922,87;0,00;603,39;57,29;159,02;0,00;215,95;11,78;0,01;127,00;226,56;2323,87
A01C;7;0,63;0,00;1,27;0,04;0,00;0,00;0,11;0,00;0,00;0,42;0,46;2,93
A01C;8;32,60;0,00;50,43;1,43;0,06;2,46;10,33;65,73;0,00;25,13;40,05;228,22
A01C;9;139,18;0,00;131,06;2,40;0,31;10,02;27,24;41,78;0,00;72,05;84,77;508,81
A01C;10;285,73;0,00;879,22;2,32;1311,61;0,00;786,76;0,00;276,13;171,57;413,90;4127,24
A01C;11;834,98;1,27;359,31;4,54;0,00;0,00;16,11;0,00;0,00;74,84;161,95;1453,00
A01C;12;30,64;0,00;299,12;0,78;0,00;0,00;2,86;0,00;23,81;19,73;65,55;442,49
A01C;13;41,49;6,63;25,83;1,46;0,02;0,00;4,98;0,00;0,00;8,58;25,11;114,10
A02Z;1;1455,85;0,00;170,65;367,31;550,16;0,00;224,48;0,25;477,48;1049,55;1452,04;5747,77
A02Z;2;2047,49;0,00;168,49;415,52;545,70;0,00;735,42;1,70;0,91;1558,05;1822,79;7296,07
A02Z;4;2320,01;0,00;1433,54;46,00;39,43;4,10;713,24;583,07;1,21;564,41;1093,04;6798,05
A02Z;5;1142,11;0,00;658,90;65,48;7,00;0,00;235,67;0,00;0,00;137,49;319,34;2565,99
A02Z;8;17,25;0,00;4,42;0,33;0,00;0,00;0,19;10,51;0,00;7,17;6,55;46,42
A02Z;9;162,89;0,00;162,22;4,36;0,09;12,12;23,96;11,72;0,00;74,48;100,37;552,21
A02Z;10;188,77;0,00;561,43;6,38;360,47;0,00;475,58;0,00;768,04;96,07;248,63;2705,37
A02Z;11;592,88;0,10;296,70;0,09;0,00;0,00;10,26;0,00;3,12;37,85;120,57;1061,57
A02Z;12;10,94;0,01;179,56;0,02;0,00;0,00;1,17;0,00;107,20;12,81;45,09;356,80
A02Z;13;43,64;1,47;20,43;1,00;0,12;0,00;5,30;0,00;0,00;8,34;19,27;99,57
A03A;1;1213,82;0,00;155,87;640,21;161,73;0,00;450,30;6,07;11,77;581,21;1641,06;4862,04
A03A;2;11631,51;0,00;1910,15;1409,48;3692,08;0,00;3755,85;0,00;2,86;4288,21;7014,28;33704,42
A03A;4;3193,84;0,00;1830,48;131,00;226,62;10,31;1126,53;1436,88;808,12;846,02;2161,25;11771,05
A03A;5;1881,98;0,00;844,41;84,26;145,80;0,00;340,02;72,83;0,00;163,37;359,31;3891,98
A03A;7;23,38;0,00;13,35;0,96;0,00;3,82;8,36;10,12;90,49;28,81;34,80;214,09
A03A;8;207,18;0,00;233,70;5,91;0,00;0,00;128,88;4,55;0,00;294,41;231,91;1106,54
A03A;9;211,23;0,00;363,43;2,16;0,00;0,00;27,61;2,76;37,90;117,21;194,53;956,83
A03A;10;470,29;0,00;2087,20;7,18;1117,44;0,00;1322,05;0,00;661,84;360,28;878,66;6904,94
A03A;11;2928,34;0,00;731,12;1,24;0,00;0,00;42,71;0,00;49,36;141,00;376,41;4270,18
A03A;12;207,73;0,30;1257,87;0,27;0,00;0,00;5,30;0,00;0,00;78,81;273,90;1824,18
A03A;13;1094,69;108,03;624,23;6,54;0,00;0,00;47,69;0,00;0,00;519,22;601,76;3002,16
A03B;1;1516,76;0,00;65,62;197,37;367,36;0,00;549,97;0,00;0,00;529,68;1930,09;5156,85
A03B;2;3351,46;0,00;300,00;397,44;2099,90;0,00;706,05;0,16;0,00;740,26;2230,08;9825,35
A03B;4;2119,20;0,00;1258,62;52,43;320,08;4,37;473,00;841,54;395,08;739,26;2974,67;9178,25
A03B;5;961,95;0,00;496,16;64,47;1,28;0,00;148,04;6,46;0,00;77,02;207,77;1963,15
A03B;7;18,38;0,00;14,54;0,87;0,00;0,00;2,80;37,33;0,00;8,33;23,53;105,78
A03B;8;230,91;0,00;142,94;13,69;0,00;0,00;204,44;2,31;0,00;364,96;309,32;1268,57
A03B;9;172,58;0,00;151,99;2,29;3,26;28,58;19,40;7,28;0,00;97,28;124,02;606,68
A03B;10;670,96;0,00;1821,28;11,12;823,13;0,00;1522,88;0,00;34,29;340,77;723,88;5948,31
A03B;11;3620,58;0,00;706,37;0,75;0,00;0,00;10,88;0,00;0,00;119,56;385,50;4843,64
A03B;12;56,99;0,00;472,78;1,90;0,00;0,00;3,60;0,00;0,00;24,16;83,94;643,37
A03B;13;103,81;9,44;57,80;0,72;0,14;0,00;5,31;0,00;0,00;39,68;50,42;267,32
A04B;1;41,52;0,00;10,07;10,01;7,41;0,00;8,80;61,37;22,06;19,69;53,38;234,31
A04B;2;14754,84;0,00;2762,05;6105,13;7884,40;0,00;3362,17;1265,42;588,11;4587,87;12900,08;54210,07
A04B;4;22,13;0,00;25,12;0,51;0,04;0,00;5,01;4,21;0,00;14,60;18,97;90,59
A04B;5;48,21;0,00;34,25;1,84;0,31;0,00;9,84;0,00;0,00;6,51;14,25;115,21
A04B;7;6,95;0,00;7,69;0,28;0,00;0,00;4,84;5,69;0,00;17,32;14,20;56,97
A04B;8;5,21;0,00;5,54;0,21;0,00;0,00;3,65;0,16;0,00;2,62;5,35;22,74
A04B;9;130,08;0,00;139,08;1,79;0,00;0,00;18,16;19,05;0,00;82,40;92,83;483,39
A04B;10;353,91;0,00;1394,33;3,82;399,03;17489,66;1015,99;0,00;2740,27;364,67;732,41;24494,09
A04B;11;144,34;0,04;37,44;1,27;0,00;0,00;5,09;0,00;0,00;10,17;30,80;229,15
A04B;12;10,10;0,01;433,91;0,02;0,00;0,00;1,52;0,00;151,62;13,66;66,88;677,72
A04B;13;15,38;0,03;8,87;0,00;0,01;0,00;1,65;0,00;0,00;2,84;5,85;34,63
A04C;1;1726,42;0,00;671,19;1223,03;588,19;0,00;362,36;28,13;167,18;838,77;2043,87;7649,14
A04C;2;10521,37;0,00;1885,63;3833,14;5127,12;0,00;2376,49;139,58;123,75;3557,93;10269,58;37834,59
A04C;4;65,83;0,00;58,39;2,26;0,32;16,11;21,99;14,53;0,00;29,31;52,11;260,85
A04C;5;104,93;0,00;67,68;7,15;0,08;0,00;23,54;0,00;0,00;14,29;33,61;251,28
A04C;7;0,12;0,00;0,13;0,01;0,00;0,00;0,08;0,00;0,00;0,08;0,07;0,49
A04C;8;28,16;0,00;23,10;0,56;0,01;0,03;9,92;25,07;0,00;16,23;18,25;121,33
A04C;9;193,48;0,00;309,24;1,09;0,01;0,00;16,12;0,67;0,00;208,00;202,09;930,70
A04C;10;575,51;0,00;1976,77;6,54;848,35;5170,33;1544,76;0,00;1338,36;431,25;870,70;12762,57
A04C;11;127,39;0,30;40,66;0,34;0,01;0,00;3,78;0,00;0,02;10,43;35,13;218,06
A04C;12;26,10;0,53;854,85;0,12;0,00;0,00;1,89;0,00;92,04;34,26;174,81;1184,60
A04C;13;15,12;0,08;8,26;0,19;0,04;0,00;0,81;0,00;0,00;2,94;5,89;33,33
A04D;1;370,38;0,00;39,37;592,05;281,55;0,00;230,31;48,47;68,62;281,52;734,24;2646,51
A04D;2;7251,19;0,00;755,20;3177,87;4585,42;0,00;1556,13;148,45;115,66;2410,40;6781,20;26781,52
A04D;4;7,02;0,00;7,05;0,35;0,00;2,06;5,38;2,22;0,03;4,02;8,03;36,16
A04D;5;11,24;0,00;9,20;0,57;0,07;0,00;2,50;1,97;0,00;1,69;3,80;31,04
A04D;7;0,66;0,00;0,80;0,03;0,00;0,00;0,12;0,00;6,53;0,27;0,69;9,10
A04D;8;15,27;0,00;17,19;0,56;0,30;0,05;6,14;5,53;0,00;8,78;13,60;67,42
A04D;9;178,46;0,00;237,96;2,86;0,07;2,01;25,00;9,59;16,86;157,15;163,72;793,68
A04D;10;285,17;0,00;992,55;4,69;860,31;2193,71;819,60;6,89;1241,48;190,15;448,44;7042,99
A04D;11;86,57;1,21;55,08;1,27;0,00;0,00;20,60;0,06;9,35;16,67;33,83;224,64
A04D;12;16,42;0,04;358,99;0,06;0,00;0,00;1,17;0,00;57,40;20,53;83,90;538,51
A04D;13;32,03;0,44;28,77;28,03;0,63;0,00;6,50;0,00;0,01;10,30;14,37;121,08
A04E;1;560,82;0,00;73,57;1203,95;516,51;0,00;405,70;346,37;58,35;447,87;1190,63;4803,77
A04E;2;5365,25;0,00;696,14;2501,43;3436,92;0,15;1184,31;99,40;48,09;2092,84;5320,47;20745,00
A04E;4;10,68;0,00;9,57;0,44;0,52;1,07;4,94;2,82;0,02;3,97;6,52;40,55
A04E;5;11,81;0,00;8,63;0,65;0,07;0,00;2,95;1,48;0,00;1,67;3,75;31,01
A04E;7;2,44;0,00;2,65;0,11;0,00;0,00;0,52;1,30;0,23;1,19;2,31;10,75
A04E;8;7,53;0,00;8,86;0,30;0,03;0,05;3,33;1,37;0,00;4,70;6,85;33,02
A04E;9;165,10;0,00;202,43;2,51;0,09;0,81;21,39;9,59;27,68;123,51;122,78;675,89
A04E;10;321,31;0,00;1018,72;6,51;973,93;2115,54;873,94;41,04;760,87;206,01;466,56;6784,43
A04E;11;57,98;0,87;41,46;0,97;0,00;0,00;12,12;0,01;28,29;11,11;24,70;177,51
A04E;12;41,79;0,21;336,82;0,40;0,00;0,00;1,51;0,00;49,95;18,63;90,26;539,57
A04E;13;21,89;0,21;35,74;46,50;0,02;0,00;4,63;0,00;0,05;10,77;13,43;133,24
A05A;1;854,02;0,00;142,91;98,13;7,58;0,00;191,66;0,00;22,11;519,26;918,26;2753,93
A05A;2;19366,68;0,00;1266,68;2803,87;3787,95;0,00;6364,79;78,87;5,18;6249,51;13123,61;53047,14
A05A;4;3840,57;0,00;2619,43;211,05;709,94;158,37;2214,30;991,38;361,87;1527,99;3591,95;16226,85
A05A;5;2177,01;0,00;1103,96;129,24;283,50;0,00;441,19;48,92;0,00;207,81;486,81;4878,44
A05A;7;346,99;0,00;254,92;12,85;0,00;15,85;311,37;385,13;0,00;153,35;238,63;1719,09
A05A;8;313,67;0,00;272,19;14,14;0,00;0,00;135,08;101,51;0,00;255,88;310,39;1402,86
A05A;9;520,46;0,00;704,91;7,25;0,00;0,00;75,45;12,80;22,05;277,59;427,78;2048,29
A05A;10;669,13;0,00;3726,27;17,29;1791,28;0,00;2740,99;0,00;1210,24;537,00;1427,70;12119,90
A05A;11;5304,11;0,08;1394,61;10,53;0,00;0,00;32,42;0,00;70,80;195,46;574,39;7582,40
A05A;12;162,95;0,02;1121,25;0,88;0,00;0,00;7,74;0,00;16,38;69,34;262,38;1640,94
A05A;13;46,43;7,26;40,69;1,37;0,04;0,00;3,93;0,00;0,00;14,60;24,18;138,50
A05B;1;1415,84;0,00;117,38;118,70;481,53;0,00;306,50;4,80;3,76;699,92;1694,55;4842,98
A05B;2;5201,11;0,00;244,84;757,26;2009,55;0,00;1617,19;12,29;23,37;2314,73;4057,26;16237,60
A05B;4;2895,19;0,00;2575,13;146,35;533,69;248,84;1758,08;1134,93;149,00;1096,70;2858,28;13396,19
A05B;5;1485,67;0,00;749,05;85,17;609,58;0,00;315,88;93,89;0,01;138,11;321,05;3798,41
A05B;7;222,28;0,00;175,96;9,13;0,00;0,00;177,74;382,43;0,95;89,36;149,39;1207,24
A05B;8;6,75;0,00;7,22;0,30;0,00;0,02;1,70;7,08;0,00;5,08;6,69;34,84
A05B;9;146,70;0,00;273,96;4,48;8,06;7,18;28,42;7,54;25,60;84,07;144,83;730,84
A05B;10;408,16;0,00;1727,43;8,95;1389,87;0,00;1221,24;0,00;841,68;264,81;677,39;6539,53
A05B;11;1985,26;1,92;420,90;0,98;0,00;0,00;6,60;0,00;23,09;92,75;220,77;2752,27
A05B;12;30,66;0,00;318,56;0,14;0,00;0,00;1,26;0,00;0,00;21,69;67,34;439,65
A05B;13;121,64;10,24;77,20;0,85;0,00;0,00;6,54;0,00;0,00;54,15;67,69;338,31
A06A;1;437,69;0,00;34,02;49,38;87,63;0,00;81,08;17,39;4,99;330,91;583,94;1627,03
A06A;2;38536,96;0,00;1030,97;7058,77;7254,09;0,00;14952,34;739,29;210,92;9002,84;25953,28;104739,46
A06A;4;2930,82;0,00;2222,99;118,72;143,51;618,80;1300,89;804,04;369,87;1230,38;1997,09;11737,11
A06A;5;2055,43;0,00;1393,68;137,78;17,46;0,00;485,57;42,56;0,00;284,56;823,66;5240,70
A06A;7;278,61;0,00;204,39;10,27;0,74;62,77;173,46;84,39;1,16;118,92;170,24;1104,95
A06A;8;455,00;0,00;470,07;21,94;0,00;0,79;160,09;203,17;0,03;380,67;419,93;2111,69
