IO_DRG;IO_BereichNr;IO_KArt1;IO_KArt2;IO_KArt3;IO_KArt4a;IO_KArt4b;IO_KArt5;IO_KArt6a;IO_KArt6b;IO_KArt6c;IO_KArt7;IO_KArt8;IO_Summe
D06C;13;9,20;1,79;2,10;0,04;0,00;0,00;0,68;0,00;0,00;0,35;3,79;17,95
D12B;1;0,00;302,90;3,29;12,98;0,00;0,00;23,69;0,00;0,00;86,75;290,72;720,33
D12B;2;2,14;4,93;0,16;0,72;0,00;0,00;1,00;0,00;0,00;0,82;1,77;11,54
D12B;4;0,01;0,00;153,69;4,42;3,30;0,62;73,61;11,14;0,00;84,77;111,53;443,09
D12B;5;121,59;0,00;98,10;7,18;0,04;0,00;22,43;0,10;0,85;18,11;34,28;302,68
D12B;8;0,19;0,00;0,51;0,00;0,00;0,00;0,24;0,00;0,00;0,13;0,09;1,16
D12B;9;0,06;0,00;0,05;0,00;0,00;0,00;0,01;0,00;0,07;0,04;0,04;0,27
D12B;10;4,05;0,00;8,18;0,24;0,00;0,00;3,29;0,00;6,18;1,70;5,47;29,11
D12B;11;0,49;0,00;0,89;0,04;0,00;0,00;0,27;0,00;0,00;0,13;0,32;2,14
D12B;12;0,03;0,00;0,27;0,00;0,00;0,00;0,00;0,00;0,00;0,02;0,10;0,42
D12B;13;6,89;1,92;1,35;0,04;0,00;0,00;0,50;0,00;0,00;0,27;3,13;14,10
D22B;1;0,00;335,56;5,45;15,66;0,16;0,00;23,61;0,32;1,24;97,29;265,42;744,71
D22B;4;0,00;0,00;136,83;5,75;0,06;3,42;62,66;12,12;0,00;55,82;110,38;387,04
D22B;5;136,51;0,00;81,32;7,13;0,00;0,00;20,19;0,00;0,00;11,14;31,42;287,71
D22B;9;0,92;0,00;1,17;0,03;0,00;0,00;0,23;0,00;0,00;0,35;0,63;3,33
D22B;10;2,01;0,00;7,20;0,57;0,00;0,00;3,36;0,00;1,53;0,84;4,55;20,06
D22B;11;0,36;0,00;1,85;0,01;0,00;0,00;0,10;0,00;0,00;0,18;0,97;3,47
D22B;12;0,91;0,00;1,76;0,00;0,00;0,00;0,01;0,00;0,00;0,39;0,63;3,70
D22B;13;13,25;0,01;13,45;0,25;0,00;0,00;0,87;0,00;0,00;1,69;5,28;34,80
D25D;1;0,00;422,83;17,70;35,76;9,92;0,00;29,44;0,16;1,58;131,90;355,39;1004,68
D25D;2;2,47;4,45;0,10;0,42;0,00;0,00;0,42;0,00;0,00;0,95;2,49;11,30
D25D;4;0,00;0,00;192,93;11,82;4,02;14,85;70,68;9,27;0,00;53,56;83,78;440,91
D25D;5;156,54;0,00;108,41;10,24;0,00;0,00;27,30;0,00;3,65;16,52;32,40;355,06
D25D;8;0,34;0,00;0,16;0,01;0,00;0,00;0,16;0,00;0,00;0,15;0,53;1,35
D25D;9;5,41;0,00;4,16;0,09;0,00;0,00;0,70;0,28;0,00;1,82;2,45;14,91
D25D;10;10,98;0,00;27,35;0,52;1,55;0,00;10,63;0,00;6,18;3,17;18,27;78,65
D25D;11;3,27;0,00;2,81;0,07;0,00;0,00;0,40;0,00;0,00;0,50;1,39;8,44
D25D;12;0,00;0,00;1,49;0,00;0,00;0,00;0,08;0,00;0,00;0,06;0,62;2,25
D25D;13;2,17;0,18;1,50;0,02;0,00;0,00;0,13;0,00;0,00;0,19;0,87;5,06
D28Z;1;0,00;315,07;3,54;48,38;0,00;0,00;29,59;0,09;0,02;116,43;294,24;807,36
D28Z;2;1,28;2,76;0,16;0,36;0,00;0,00;0,53;0,00;0,00;0,46;1,07;6,62
D28Z;4;0,00;0,00;271,84;6,59;0,02;107,56;141,66;40,60;0,00;106,94;211,34;886,55
D28Z;5;158,81;0,00;125,20;7,47;0,00;0,00;30,54;0,00;0,00;31,97;57,35;411,34
D28Z;9;1,06;0,00;1,15;0,03;0,00;0,00;0,23;0,00;0,00;0,42;0,95;3,84
D28Z;10;7,42;0,00;14,86;0,45;0,00;0,00;5,57;0,00;3,56;3,32;10,33;45,51
D28Z;11;0,20;0,00;0,21;0,00;0,00;0,00;0,01;0,00;0,00;0,03;0,13;0,58
D28Z;12;0,00;0,00;0,04;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,01;0,06
D28Z;13;3,46;1,05;0,96;0,03;0,00;0,00;0,30;0,00;0,00;0,23;1,84;7,87
D30A;1;0,00;251,75;2,12;13,54;0,00;0,00;20,45;0,00;0,00;78,04;275,70;641,60
D30A;2;0,64;2,31;0,00;0,41;0,00;0,00;0,51;0,00;0,00;0,32;0,96;5,15
D30A;4;0,00;0,00;170,69;7,00;1,49;26,26;80,50;24,41;0,00;120,16;126,28;556,79
D30A;5;143,97;0,00;110,70;7,93;0,19;0,00;27,28;1,06;0,00;19,50;42,94;353,57
D30A;9;0,02;0,00;0,04;0,00;0,00;0,00;0,00;0,00;1,79;0,01;0,02;1,88
D30A;10;0,06;0,00;0,61;0,04;0,00;0,00;0,35;0,00;2,32;0,06;0,21;3,65
D30A;11;0,36;0,00;0,47;0,02;0,00;0,00;0,27;0,00;0,00;0,09;0,14;1,35
D30A;12;0,43;0,21;0,21;0,10;0,00;0,00;0,13;0,00;0,00;0,05;0,17;1,30
D30A;13;9,30;2,70;0,78;0,05;0,00;0,00;0,78;0,00;0,00;0,34;4,56;18,51
D30B;1;0,00;396,57;4,17;13,89;0,01;0,00;29,74;0,02;0,00;98,60;379,10;922,10
D30B;2;0,39;0,81;0,02;0,07;0,00;0,00;0,14;0,00;0,00;0,19;0,49;2,11
D30B;4;0,00;0,00;89,52;2,79;0,39;0,57;51,37;4,78;0,40;49,90;65,84;265,56
D30B;5;89,73;0,00;63,74;5,54;0,17;0,00;14,11;1,23;0,95;9,63;23,70;208,80
D30B;8;0,04;0,00;0,07;0,00;0,00;0,00;0,02;0,01;0,00;0,02;0,03;0,19
D30B;9;0,16;0,00;0,68;0,01;0,00;0,00;0,22;0,00;0,02;0,25;0,50;1,84
D30B;10;0,33;0,00;1,87;0,06;0,00;0,00;1,04;0,12;4,30;0,15;0,63;8,50
D30B;11;0,08;0,00;1,06;0,00;0,00;0,00;0,05;0,00;0,00;0,06;0,36;1,61
D30B;12;0,03;0,01;0,14;0,00;0,00;0,00;0,01;0,00;0,05;0,00;0,03;0,27
D30B;13;6,99;1,48;2,68;0,08;0,00;0,00;0,50;0,00;0,00;0,40;2,87;15,00
D37B;1;0,06;249,01;0,15;16,39;0,00;0,00;42,93;0,00;0,00;70,89;221,30;600,73
D37B;2;2,60;6,10;0,00;0,74;0,00;0,00;1,28;0,00;0,00;1,44;3,22;15,38
D37B;4;0,00;0,00;166,58;6,56;0,19;14,10;122,96;23,00;0,00;93,88;121,49;548,76
D37B;5;170,27;0,00;116,98;9,75;0,00;0,00;36,81;0,00;0,00;22,22;50,36;406,39
D37B;9;0,04;0,00;0,09;0,00;0,00;0,00;0,00;0,00;0,00;0,02;0,03;0,18
D37B;10;0,10;0,00;2,06;0,15;0,00;0,00;0,63;0,00;1,10;0,12;0,61;4,77
D37B;11;0,44;0,00;0,55;0,02;0,00;0,00;0,28;0,00;0,00;0,10;0,12;1,51
D37B;12;0,00;0,00;0,04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,05
D37B;13;17,14;0,10;7,13;0,05;0,00;0,00;0,43;0,00;0,00;0,61;3,53;28,99
D38Z;1;0,00;289,44;1,75;12,06;0,00;0,00;20,34;0,02;0,10;85,29;293,22;702,22
D38Z;2;1,64;3,67;0,13;0,46;0,00;0,00;0,75;0,00;0,00;0,56;1,80;9,01
D38Z;4;0,00;0,00;127,18;4,16;1,25;1,70;72,85;19,45;0,00;79,47;102,92;408,98
D38Z;5;130,34;0,00;87,39;6,21;0,37;0,00;19,39;1,30;1,58;15,01;32,76;294,35
D38Z;8;0,06;0,00;0,06;0,00;0,00;0,00;0,02;0,00;0,00;0,02;0,04;0,20
D38Z;9;0,16;0,00;0,33;0,00;0,00;0,00;0,01;0,00;0,00;0,06;0,14;0,70
D38Z;10;0,22;0,00;1,62;0,09;0,00;0,00;0,58;0,00;1,10;0,13;0,58;4,32
D38Z;11;0,23;0,00;0,48;0,02;0,00;0,00;0,29;0,00;0,00;0,09;0,13;1,24
D38Z;12;0,00;0,00;0,42;0,00;0,00;0,00;0,01;0,00;0,03;0,02;0,23;0,71
D38Z;13;9,52;0,39;3,74;0,09;0,00;0,00;0,54;0,00;0,00;0,40;2,49;17,17
D40Z;1;0,00;354,26;7,43;17,64;0,00;0,00;27,28;0,00;0,00;86,82;231,87;725,30
D40Z;2;2,27;4,20;0,00;0,66;0,00;0,00;0,80;0,00;0,00;1,03;1,96;10,92
D40Z;4;0,00;0,00;132,49;7,86;0,02;4,86;43,25;1,51;0,00;30,15;90,94;311,08
D40Z;5;134,57;0,00;89,87;5,63;0,00;0,00;17,85;0,00;0,00;10,43;27,38;285,73
D40Z;9;0,38;0,00;0,48;0,01;0,00;0,00;0,15;0,00;0,00;0,28;0,73;2,03
D40Z;10;0,41;0,00;7,30;0,66;0,00;0,00;5,02;0,00;0,38;1,00;3,28;18,05
D40Z;11;4,36;0,00;6,56;0,09;0,00;0,00;0,26;0,00;0,00;0,76;3,68;15,71
D40Z;12;0,00;0,00;0,52;0,00;0,00;0,00;0,01;0,00;0,00;0,03;0,15;0,71
D40Z;13;3,59;0,00;3,11;0,04;0,00;0,00;0,25;0,00;0,00;0,31;1,26;8,56
D61Z;1;0,97;342,98;4,98;21,77;0,00;0,00;21,16;0,63;0,93;115,53;363,04;871,99
D61Z;4;0,00;0,00;0,22;0,01;0,00;0,00;0,10;0,13;0,00;0,15;0,18;0,79
D61Z;5;0,35;0,00;0,23;0,03;0,00;0,00;0,07;0,00;0,00;0,04;0,08;0,80
D61Z;9;2,28;0,00;1,22;0,01;0,00;0,00;0,26;0,00;16,34;0,47;0,89;21,47
D61Z;10;1,34;0,00;11,16;0,24;0,00;0,00;4,94;0,00;4,28;0,97;3,42;26,35
D61Z;11;2,82;0,00;2,59;0,06;0,00;0,00;0,39;0,00;0,00;0,83;1,56;8,25
D61Z;12;0,01;0,00;5,98;0,00;0,00;0,00;0,05;0,00;0,00;0,14;1,94;8,12
D61Z;13;4,16;0,00;5,84;0,06;0,00;0,00;0,46;0,00;0,00;0,28;2,17;12,97
D62Z;1;0,00;242,13;3,72;16,52;0,00;0,00;18,01;0,22;0,10;88,27;275,17;644,14
D62Z;4;0,00;0,00;0,70;0,01;0,14;0,00;0,04;0,12;0,00;0,44;0,57;2,02
D62Z;5;0,56;0,00;0,42;0,02;0,00;0,00;0,08;0,00;0,00;0,06;0,14;1,28
D62Z;8;0,33;0,00;0,00;0,01;0,00;0,00;0,08;0,00;0,00;0,09;0,11;0,62
D62Z;9;1,58;0,00;1,51;0,04;0,00;0,00;0,19;0,00;1,37;0,79;0,90;6,38
D62Z;10;1,37;0,00;12,04;0,11;0,00;0,00;5,74;0,00;2,54;1,05;3,44;26,29
D62Z;11;1,72;0,00;0,62;0,03;0,00;0,00;0,17;0,00;0,00;0,17;0,38;3,09
D62Z;12;0,00;0,00;0,89;0,00;0,00;0,00;0,01;0,00;0,00;0,01;0,21;1,12
D62Z;13;9,33;1,25;8,62;0,14;0,00;0,00;0,76;0,00;0,15;1,24;3,35;24,84
G24C;1;0,00;311,76;20,02;7,84;0,00;0,00;28,46;0,00;0,00;62,36;296,20;726,64
G24C;4;0,00;0,00;152,56;5,60;0,00;48,82;84,41;32,83;0,00;116,80;115,48;556,50
G24C;5;102,38;0,00;91,91;5,03;0,00;0,00;22,31;0,00;0,00;23,67;48,13;293,43
G24C;9;0,95;0,00;0,81;0,00;0,00;0,00;0,05;0,00;0,00;0,08;0,35;2,24
G24C;10;0,20;0,00;1,14;0,00;0,00;0,00;1,47;0,00;2,40;0,20;0,47;5,88
G24C;11;0,35;0,00;0,27;0,00;0,00;0,00;0,06;0,00;0,00;0,10;0,30;1,08
G24C;12;0,00;0,00;3,77;0,01;0,00;0,00;0,04;0,00;0,12;0,08;1,65;5,67
G24C;13;8,16;3,44;0,00;0,00;0,00;0,00;0,66;0,00;0,00;0,29;4,78;17,33
G26B;1;0,00;225,16;4,65;7,54;0,00;0,00;15,55;0,00;0,00;59,89;370,08;682,87
G26B;4;0,00;0,00;81,62;6,54;0,84;1,45;72,96;7,20;0,00;38,73;63,15;272,49
G26B;5;71,38;0,00;52,14;1,94;0,00;0,00;11,86;0,00;0,00;11,73;28,24;177,29
G26B;8;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,02;0,00;0,00;3,02
G26B;10;0,10;0,00;0,73;0,02;0,00;0,00;0,62;0,00;1,88;0,08;0,27;3,70
G26B;11;0,41;0,00;0,15;0,00;0,00;0,00;0,03;0,00;0,00;0,07;0,21;0,87
G26B;12;0,00;0,00;5,09;0,00;0,00;0,00;0,03;0,00;0,00;0,10;2,06;7,28
G26B;13;3,58;1,36;0,53;0,02;0,00;0,00;0,34;0,00;0,00;0,15;2,17;8,15
I10D;1;0,00;331,06;0,00;16,94;0,20;0,00;22,97;0,00;0,00;164,90;337,84;873,91
I10D;2;2,28;6,80;0,00;0,39;0,00;0,00;0,74;0,00;0,00;1,58;2,92;14,71
I10D;4;0,00;0,00;276,80;6,37;3,50;69,23;209,13;46,65;0,00;135,73;163,44;910,85
I10D;5;182,78;0,00;184,48;10,85;0,23;0,00;39,19;2,54;0,00;37,17;67,56;524,80
I10D;9;3,23;0,00;9,60;0,05;0,00;0,00;0,53;0,00;0,00;2,10;6,89;22,40
I10D;10;0,89;0,00;10,09;0,08;0,00;0,00;4,12;0,00;13,65;1,09;3,59;33,51
I10D;11;2,42;0,00;4,41;0,01;0,00;0,00;0,29;0,00;0,00;0,68;1,34;9,15
I10D;12;0,01;0,00;11,76;0,06;0,00;0,00;0,07;0,00;12,53;0,32;2,56;27,31
I10D;13;2,84;1,81;0,00;0,16;0,00;0,00;0,29;0,00;0,00;0,32;1,40;6,82
I10E;1;0,00;347,03;1,24;17,79;0,59;0,00;27,92;0,00;0,00;153,06;378,42;926,05
I10E;2;2,54;7,17;0,00;0,42;0,00;0,00;0,80;0,00;0,00;1,62;3,09;15,64
I10E;4;0,00;0,00;217,74;5,80;5,44;1,94;165,60;51,29;0,00;127,26;149,13;724,20
I10E;5;149,02;0,00;146,96;8,26;0,33;0,00;24,96;2,72;0,00;33,42;56,58;422,25
I10E;9;2,09;0,00;8,01;0,01;0,00;0,00;0,41;0,74;0,00;2,43;6,01;19,70
I10E;10;0,65;0,00;8,68;0,09;0,00;0,00;3,33;0,00;11,03;1,00;2,69;27,47
I10E;11;1,95;0,00;4,33;0,01;0,00;0,00;0,28;0,00;0,00;0,74;1,24;8,55
I10E;12;0,79;0,00;12,31;0,09;0,00;0,00;0,09;0,00;18,07;0,32;2,12;33,79
I10E;13;1,31;0,73;0,12;0,08;0,00;0,00;0,15;0,00;0,00;0,14;0,69;3,22
I16B;1;0,00;241,15;0,14;12,53;0,01;0,00;17,91;0,00;0,11;62,20;228,30;562,35
I16B;4;0,00;0,00;145,96;5,04;0,47;12,39;145,13;44,14;0,00;96,50;85,53;535,16
I16B;5;131,99;0,00;92,33;8,90;0,54;0,00;28,06;9,14;0,00;19,02;47,61;337,59
I16B;8;10,69;0,00;14,21;0,74;0,00;0,00;6,38;0,00;0,00;5,24;4,29;41,55
I16B;9;0,23;0,00;2,09;0,00;0,00;0,00;0,60;0,00;0,08;0,67;1,14;4,81
I16B;10;0,28;0,00;2,47;0,18;0,00;0,00;1,30;0,00;1,92;0,21;0,76;7,12
I16B;11;0,05;0,00;2,46;0,00;0,00;0,00;0,14;0,00;0,00;0,39;0,75;3,79
I16B;12;3,53;0,57;23,66;0,02;0,00;0,00;0,21;0,00;9,96;1,05;9,26;48,26
I16B;13;11,35;3,95;2,10;0,06;0,00;0,00;1,19;0,00;0,00;0,68;6,97;26,30
I16C;1;0,00;244,44;0,04;13,39;0,00;0,00;18,58;0,00;0,26;60,89;231,79;569,39
I16C;2;0,02;0,09;0,00;0,14;0,00;0,00;0,00;0,00;0,00;0,09;0,28;0,62
I16C;4;0,00;0,00;117,18;4,49;0,16;3,70;119,92;50,05;0,00;75,75;71,68;442,93
I16C;5;131,36;0,00;82,38;8,74;0,17;0,00;25,48;3,29;0,00;15,73;41,08;308,23
I16C;8;13,70;0,00;18,18;0,91;0,00;0,00;8,13;0,00;0,00;6,88;5,49;53,29
I16C;9;0,15;0,00;3,21;0,00;0,00;0,00;1,08;0,00;0,04;1,10;1,78;7,36
I16C;10;0,13;0,00;2,10;0,21;0,00;0,00;1,37;0,00;2,00;0,19;0,63;6,63
I16C;11;0,00;0,00;4,08;0,00;0,00;0,00;0,13;0,00;0,00;0,21;1,70;6,12
I16C;12;7,71;0,00;9,07;0,00;0,00;0,00;0,03;0,00;9,60;1,13;2,88;30,42
I16C;13;12,60;5,23;0,24;0,01;0,00;0,00;1,06;0,00;0,00;0,49;7,43;27,06
I18B;1;0,00;242,23;0,69;12,23;0,01;0,00;21,61;0,00;0,00;64,73;242,56;584,06
I18B;4;0,00;0,00;115,29;3,89;1,17;1,64;121,34;27,89;0,00;80,45;73,03;424,70
I18B;5;115,62;0,00;76,26;6,90;0,40;0,00;21,97;1,77;0,00;15,99;38,41;277,32
I18B;8;6,46;0,00;8,59;0,45;0,00;0,00;3,86;0,00;0,00;3,17;2,59;25,12
I18B;9;0,71;0,00;1,11;0,00;0,00;0,00;0,44;0,00;0,00;0,53;0,75;3,54
I18B;10;0,39;0,00;2,65;0,16;0,00;0,00;1,41;0,00;2,71;0,23;0,94;8,49
I18B;11;0,14;0,00;4,55;0,00;0,00;0,00;0,20;0,00;0,00;0,49;1,60;6,98
I18B;12;0,00;0,00;13,45;0,00;0,00;0,00;0,11;0,00;9,13;0,63;4,35;27,67
I18B;13;12,02;4,48;1,36;0,04;0,00;0,00;1,12;0,00;0,00;0,59;7,15;26,76
I20H;1;0,00;257,93;0,16;12,83;0,00;0,00;15,35;0,00;0,07;77,06;265,53;628,93
I20H;4;0,00;0,00;149,10;3,67;0,32;84,81;109,34;33,92;0,00;96,90;103,36;581,42
I20H;5;106,15;0,00;96,14;6,29;0,86;0,00;15,05;3,35;0,00;23,95;46,51;298,30
I20H;8;0,43;0,00;0,58;0,03;0,00;0,00;0,26;0,00;0,00;0,21;0,17;1,68
I20H;9;0,90;0,00;3,04;0,00;0,00;0,00;0,71;0,00;0,86;1,02;1,69;8,22
I20H;10;0,65;0,00;2,52;0,13;0,00;0,00;1,16;0,00;4,79;0,19;0,90;10,34
I20H;11;0,06;0,00;3,82;0,00;0,00;0,00;0,20;0,00;0,00;0,52;1,25;5,85
I20H;12;0,00;0,00;5,66;0,00;0,00;0,00;0,09;0,00;36,62;0,06;2,79;45,22
I20H;13;4,59;1,37;1,17;0,03;0,00;0,00;0,42;0,00;0,00;0,26;2,77;10,61
I21Z;1;0,00;315,41;0,00;14,61;0,00;0,00;16,97;0,00;0,00;71,84;298,39;717,22
I21Z;4;0,00;0,00;225,28;6,51;0,31;150,21;154,50;30,97;0,00;154,33;231,02;953,13
I21Z;5;159,10;0,00;149,36;9,99;0,00;0,00;36,37;3,08;0,00;26,67;59,13;443,70
I21Z;9;0,19;0,00;9,98;0,03;0,00;0,00;4,98;0,00;0,00;1,61;6,17;22,96
I21Z;10;0,04;0,00;0,30;0,01;0,00;0,00;0,18;0,00;7,80;0,02;0,11;8,46
I21Z;11;0,42;0,00;5,19;0,00;0,00;0,00;0,23;0,00;0,00;0,33;1,77;7,94
I21Z;12;2,01;0,39;29,30;0,17;0,00;0,00;1,08;0,00;3,00;1,37;13,95;51,27
I21Z;13;5,02;0,96;2,35;0,05;0,00;0,00;0,36;0,00;0,00;0,25;2,57;11,56
I29B;1;0,00;277,72;1,02;13,27;0,03;0,00;20,85;0,00;0,09;70,37;270,05;653,40
I29B;2;2,40;12,98;0,00;0,83;0,00;0,00;1,05;0,00;0,00;1,59;4,49;23,34
I29B;4;0,00;0,00;212,88;6,49;0,63;150,29;215,84;71,96;0,00;150,75;145,75;954,59
I29B;5;188,88;0,00;133,97;10,37;1,16;0,00;36,54;14,56;0,00;31,36;70,48;487,32
