ko_Pepp;ko_BereichNr;ko_KArt1;ko_KArt2;ko_KArt3a;ko_KArt3b;ko_KArt3c;ko_KArt3;ko_KArt4a;ko_KArt4b;ko_KArt5;ko_KArt6a;ko_KArt6b;ko_KArt7;ko_KArt8
PA15C;10;0,11;0,00;0,00;0,00;0,00;0,65;0,00;0,00;0,00;0,78;1,25;0,08;0,26
PA15C;11;0,76;0,47;0,00;0,00;0,00;0,92;0,01;0,00;0,00;0,13;0,12;0,22;0,59
PK01Z;21;36,29;126,69;14,03;9,73;6,49;4,21;0,87;0,07;0,00;2,27;0,08;15,11;75,55
PK01Z;22;4,09;18,15;2,19;1,18;0,80;0,28;0,08;0,05;0,00;0,21;0,01;1,97;9,27
PK01Z;23;9,33;26,01;6,99;2,46;0,60;0,00;0,02;0,02;0,00;0,06;0,00;0,00;0,00
PK01Z;24;0,00;0,19;0,00;0,00;1,02;0,04;0,00;0,00;0,00;0,02;0,02;0,07;0,36
PK01Z;25;0,00;2,60;0,00;0,08;5,58;0,00;0,00;0,00;0,00;0,15;0,01;0,48;2,52
PK01Z;26;0,01;0,14;0,01;0,01;0,40;0,00;0,00;0,00;0,00;0,01;0,12;0,04;0,12
PK01Z;9;0,04;0,00;0,00;0,00;0,00;0,02;0,00;0,00;0,00;0,00;0,02;0,02;0,02
PK01Z;10;0,02;0,00;0,00;0,00;0,00;0,18;0,00;0,00;0,00;0,16;0,35;0,02;0,08
PK01Z;11;0,28;0,10;0,00;0,00;0,00;0,58;0,00;0,00;0,00;0,03;0,14;0,05;0,23
PK02Z;21;30,61;127,81;12,34;7,63;4,76;1,48;0,74;0,01;0,00;1,57;0,10;16,56;76,91
PK02Z;22;6,64;23,65;2,00;2,06;1,43;0,56;0,15;0,00;0,00;0,33;0,04;3,19;16,75
PK02Z;23;11,79;32,95;4,34;1,88;0,24;0,00;0,01;0,01;0,00;0,02;0,09;0,00;0,00
PK02Z;24;0,00;0,02;0,00;0,00;0,21;0,03;0,00;0,00;0,00;0,01;0,00;0,01;0,09
PK02Z;25;0,00;0,20;0,00;0,27;5,15;0,00;0,00;0,00;0,00;0,15;0,64;0,31;1,93
PK02Z;26;0,02;0,03;0,01;0,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,03
PK02Z;9;0,10;0,00;0,00;0,00;0,00;0,08;0,00;0,00;0,00;0,01;0,11;0,05;0,05
PK02Z;10;0,04;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,45;3,62;0,05;0,28
PK02Z;11;0,39;0,07;0,00;0,00;0,00;0,72;0,00;0,00;0,00;0,03;0,23;0,05;0,19
PK03Z;21;30,68;114,29;9,84;7,45;6,21;3,05;0,81;0,12;0,00;2,08;0,12;17,09;67,39
PK03Z;22;9,25;34,32;2,37;1,60;1,21;0,67;0,19;0,04;0,00;0,61;0,06;4,41;18,22
PK03Z;23;12,50;28,22;3,29;0,90;0,51;0,00;0,01;0,00;0,00;0,05;0,15;0,00;0,00
PK03Z;24;0,00;0,08;0,00;0,00;0,59;0,04;0,00;0,00;0,00;0,02;0,02;0,05;0,25
PK03Z;25;0,00;0,93;0,00;0,16;4,34;0,00;0,00;0,00;0,00;0,13;0,62;0,55;2,16
PK03Z;26;0,03;0,06;0,02;0,03;0,01;0,00;0,00;0,00;0,00;0,00;0,03;0,03;0,08
PK03Z;9;0,25;0,00;0,00;0,00;0,00;0,22;0,00;0,00;0,00;0,03;0,69;0,13;0,14
PK03Z;10;0,06;0,00;0,00;0,00;0,00;0,45;0,00;0,00;0,00;0,39;0,81;0,06;0,21
PK03Z;11;0,42;0,10;0,00;0,00;0,00;0,84;0,00;0,00;0,00;0,05;0,21;0,09;0,34
PK04A;21;27,92;101,58;9,98;8,06;5,56;2,51;0,67;0,02;0,00;1,54;0,11;14,05;68,39
PK04A;22;8,45;32,22;2,57;2,67;1,32;0,34;0,18;0,00;0,00;0,44;0,02;4,00;23,56
PK04A;23;12,04;30,94;7,11;2,50;0,43;0,00;0,03;0,01;0,00;0,10;0,03;0,00;0,00
PK04A;24;0,04;0,13;0,00;0,00;0,81;0,06;0,00;0,00;0,00;0,02;0,02;0,04;0,47
PK04A;25;0,01;2,96;0,00;0,36;4,38;0,00;0,01;0,00;0,00;0,18;0,19;0,52;3,17
PK04A;26;0,01;0,05;0,01;0,01;0,10;0,00;0,00;0,00;0,00;0,00;0,01;0,01;0,05
PK04A;4;0,00;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PK04A;5;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PK04A;9;0,11;0,00;0,00;0,00;0,00;0,11;0,00;0,00;0,00;0,01;0,12;0,05;0,07
PK04A;10;0,05;0,00;0,00;0,00;0,00;0,38;0,00;0,00;0,00;0,26;0,41;0,03;0,27
PK04A;11;0,38;0,06;0,00;0,00;0,00;0,62;0,00;0,00;0,00;0,02;0,10;0,06;0,22
PK04B;21;31,26;116,10;11,16;8,38;6,49;3,26;0,70;0,28;0,00;2,09;0,09;16,21;76,77
PK04B;22;3,69;13,48;0,82;0,90;0,55;0,24;0,06;0,00;0,00;0,18;0,01;1,79;9,18
PK04B;23;10,60;20,54;7,35;1,91;0,45;0,00;0,01;0,01;0,00;0,05;0,03;0,00;0,00
PK04B;24;0,01;0,17;0,00;0,00;0,83;0,08;0,00;0,00;0,00;0,03;0,03;0,04;0,40
PK04B;25;0,02;1,53;0,00;0,21;5,55;0,00;0,00;0,00;0,00;0,15;0,23;0,46;2,54
PK04B;26;0,01;0,04;0,01;0,01;0,10;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,03
PK04B;9;0,05;0,00;0,00;0,00;0,00;0,04;0,00;0,00;0,00;0,01;0,07;0,03;0,03
PK04B;10;0,03;0,00;0,00;0,00;0,00;0,30;0,00;0,00;0,00;0,21;0,45;0,03;0,14
PK04B;11;0,41;0,13;0,00;0,00;0,00;0,55;0,00;0,00;0,00;0,03;0,10;0,06;0,22
PK10Z;21;38,42;114,34;12,53;7,83;7,15;6,84;1,28;0,00;0,00;2,79;0,04;17,73;80,05
PK10Z;22;2,25;9,28;0,89;0,49;0,50;0,18;0,05;0,00;0,00;0,14;0,01;1,12;6,33
PK10Z;23;11,57;31,89;8,27;2,71;0,53;0,00;0,02;0,00;0,00;0,11;0,00;0,00;0,00
PK10Z;24;0,02;0,06;0,01;0,44;1,54;0,02;0,00;0,00;0,00;0,04;0,02;0,15;0,51
PK10Z;25;0,00;1,56;0,04;0,66;6,55;0,03;0,00;0,00;0,00;0,13;0,03;0,78;2,83
PK10Z;26;0,01;0,03;0,00;0,00;0,12;0,00;0,00;0,00;0,00;0,00;0,00;0,02;0,07
PK10Z;8;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,00
PK10Z;9;0,09;0,00;0,00;0,00;0,00;0,06;0,00;0,00;0,00;0,01;0,13;0,04;0,05
PK10Z;10;0,06;0,00;0,00;0,00;0,00;0,25;0,00;0,00;0,00;0,22;0,44;0,03;0,14
PK10Z;11;0,26;0,06;0,00;0,00;0,00;0,76;0,01;0,00;0,00;0,03;0,16;0,09;0,36
PK14A;21;31,85;117,31;12,69;8,23;6,76;3,59;0,77;0,04;0,00;2,38;0,18;14,18;71,48
PK14A;22;7,25;27,86;2,40;1,65;1,09;0,47;0,17;0,01;0,00;0,42;0,01;3,20;15,03
PK14A;23;8,72;38,09;7,22;2,46;0,30;0,00;0,01;0,02;0,00;0,04;0,00;0,00;0,00
PK14A;24;0,00;0,09;0,00;0,00;0,91;0,01;0,00;0,00;0,00;0,04;0,06;0,04;0,41
PK14A;25;0,01;2,27;0,00;0,37;6,35;0,00;0,00;0,00;0,00;0,19;0,05;0,51;2,83
PK14A;26;0,04;0,08;0,02;0,03;0,51;0,00;0,00;0,00;0,00;0,01;0,17;0,04;0,16
PK14A;5;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PK14A;9;0,04;0,00;0,00;0,00;0,00;0,04;0,00;0,00;0,00;0,00;0,07;0,02;0,02
PK14A;10;0,02;0,00;0,00;0,00;0,00;0,15;0,00;0,00;0,00;0,13;0,27;0,02;0,08
PK14A;11;0,25;0,08;0,00;0,00;0,00;0,59;0,00;0,00;0,00;0,02;0,11;0,05;0,19
PK14B;21;35,26;132,09;13,38;8,98;7,35;3,79;0,79;0,04;0,00;2,51;0,14;16,44;78,90
PK14B;22;2,62;11,06;1,07;0,53;0,54;0,11;0,05;0,01;0,00;0,14;0,01;1,46;6,07
PK14B;23;8,46;23,71;6,41;2,26;0,37;0,00;0,01;0,02;0,00;0,03;0,02;0,00;0,00
PK14B;24;0,00;0,09;0,00;0,00;0,91;0,01;0,00;0,00;0,00;0,04;0,04;0,04;0,50
PK14B;25;0,01;1,38;0,00;0,32;6,17;0,00;0,00;0,00;0,00;0,14;0,02;0,41;2,36
PK14B;26;0,04;0,08;0,01;0,02;0,24;0,00;0,00;0,00;0,00;0,01;0,09;0,03;0,10
PK14B;9;0,02;0,00;0,00;0,00;0,00;0,02;0,00;0,00;0,00;0,00;0,04;0,01;0,01
PK14B;10;0,02;0,00;0,00;0,00;0,00;0,14;0,00;0,00;0,00;0,12;0,23;0,01;0,07
PK14B;11;0,26;0,08;0,00;0,00;0,00;0,59;0,00;0,00;0,00;0,03;0,09;0,04;0,19
PK14C;21;29,98;117,43;10,88;8,89;6,30;2,61;0,71;0,04;0,00;1,92;0,13;16,28;73,09
PK14C;22;6,20;22,85;1,57;1,77;1,30;0,32;0,15;0,01;0,00;0,34;0,01;3,05;14,70
PK14C;23;10,96;22,69;6,39;1,92;0,41;0,00;0,01;0,03;0,00;0,04;0,03;0,00;0,00
PK14C;24;0,01;0,07;0,00;0,00;0,64;0,01;0,00;0,00;0,00;0,02;0,04;0,02;0,40
PK14C;25;0,01;0,91;0,00;0,42;5,62;0,00;0,00;0,00;0,00;0,17;0,09;0,39;2,41
PK14C;26;0,05;0,04;0,02;0,04;0,04;0,00;0,00;0,00;0,00;0,00;0,02;0,01;0,04
PK14C;5;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PK14C;9;0,02;0,00;0,00;0,00;0,00;0,02;0,00;0,00;0,00;0,00;0,05;0,02;0,01
PK14C;10;0,05;0,00;0,00;0,00;0,00;0,38;0,00;0,00;0,00;0,32;0,68;0,04;0,16
PK14C;11;0,31;0,17;0,00;0,00;0,00;0,58;0,00;0,00;0,00;0,03;0,08;0,06;0,22
PP04A;21;27,85;43,05;8,06;2,01;3,18;2,46;1,54;0,29;0,00;0,96;0,33;11,66;57,54
PP04A;22;1,59;6,48;0,60;0,21;0,35;0,01;0,11;0,00;0,00;0,13;0,00;1,68;6,34
PP04A;23;10,22;7,65;5,26;0,58;0,17;0,05;0,08;0,00;0,00;0,08;0,01;0,00;0,00
PP04A;24;0,01;0,01;0,00;0,00;3,28;0,15;0,01;0,00;0,00;0,04;0,04;0,17;1,70
PP04A;25;0,00;0,19;0,03;0,01;4,17;0,03;0,02;0,00;0,00;0,10;0,13;0,26;2,27
PP04A;26;0,02;0,01;0,01;0,00;0,19;0,01;0,00;0,00;0,00;0,01;0,00;0,01;0,06
PP04A;4;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,01
PP04A;5;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PP04A;8;0,06;0,00;0,00;0,00;0,00;0,07;0,00;0,00;0,00;0,02;0,03;0,03;0,04
PP04A;9;0,23;0,00;0,00;0,00;0,00;0,25;0,01;0,00;0,00;0,03;0,16;0,09;0,15
PP04A;10;0,04;0,00;0,00;0,00;0,00;0,26;0,00;0,01;0,00;0,26;0,58;0,04;0,12
PP04A;11;0,75;0,08;0,00;0,00;0,00;1,13;0,01;0,00;0,00;0,07;0,57;0,17;0,68
PP04B;21;26,63;40,65;8,98;2,10;3,21;1,84;1,62;0,02;0,00;0,78;0,26;12,05;61,33
PP04B;22;0,12;0,33;0,03;0,02;0,02;0,00;0,01;0,00;0,00;0,01;0,00;0,08;0,28
PP04B;23;10,43;6,13;5,34;0,54;0,14;0,02;0,07;0,00;0,00;0,06;0,01;0,00;0,00
PP04B;24;0,01;0,02;0,01;0,00;3,56;0,11;0,02;0,00;0,00;0,05;0,07;0,21;2,20
PP04B;25;0,01;0,28;0,05;0,01;4,35;0,02;0,01;0,00;0,00;0,10;0,09;0,25;2,35
PP04B;26;0,02;0,01;0,01;0,01;0,39;0,00;0,00;0,00;0,00;0,01;0,00;0,02;0,11
PP04B;8;0,03;0,00;0,00;0,00;0,00;0,03;0,00;0,00;0,00;0,01;0,00;0,01;0,02
PP04B;9;0,12;0,00;0,00;0,00;0,00;0,12;0,01;0,00;0,00;0,02;0,10;0,06;0,08
PP04B;10;0,02;0,00;0,00;0,00;0,00;0,16;0,00;0,00;0,00;0,14;0,40;0,02;0,07
PP04B;11;0,55;0,07;0,00;0,00;0,00;0,66;0,00;0,00;0,00;0,04;0,16;0,11;0,43
PP10A;21;40,17;53,42;12,55;2,25;3,26;4,84;1,61;0,06;0,00;1,29;0,12;14,65;66,76
PP10A;22;0,17;0,48;0,05;0,02;0,03;0,01;0,01;0,00;0,00;0,01;0,00;0,08;0,20
PP10A;23;10,19;12,20;7,21;0,32;0,16;0,06;0,05;0,00;0,00;0,09;0,01;0,00;0,00
PP10A;24;0,05;0,07;0,03;0,07;1,68;0,01;0,00;0,00;0,00;0,01;0,10;0,14;0,56
PP10A;25;0,01;1,37;0,01;0,10;4,38;0,68;0,00;0,00;0,00;0,06;0,00;0,39;2,09
PP10A;26;0,00;0,00;0,00;0,00;0,08;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,02
PP10A;5;0,02;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PP10A;8;0,05;0,00;0,00;0,00;0,00;0,06;0,00;0,00;0,00;0,02;0,01;0,03;0,03
PP10A;9;0,16;0,00;0,00;0,00;0,00;0,12;0,00;0,00;0,00;0,02;0,05;0,09;0,10
PP10A;10;0,09;0,00;0,00;0,00;0,00;0,45;0,00;0,00;0,00;0,43;0,60;0,08;0,23
PP10A;11;0,92;0,03;0,00;0,00;0,00;1,56;0,01;0,00;0,00;0,05;0,37;0,23;0,60
PP10B;21;35,18;36,69;12,09;2,43;3,92;2,26;1,25;0,00;0,00;0,80;0,10;10,62;61,14
PP10B;22;0,05;0,08;0,02;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,02;0,03
PP10B;23;8,62;12,65;7,45;0,31;0,20;0,04;0,09;0,00;0,00;0,11;0,03;0,00;0,00
PP10B;24;0,07;0,11;0,05;0,00;1,69;0,01;0,00;0,00;0,00;0,02;0,02;0,07;0,77
PP10B;25;0,02;1,13;0,00;0,00;4,46;0,95;0,01;0,00;0,00;0,08;0,00;0,35;2,68
PP10B;26;0,00;0,00;0,00;0,00;0,18;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,04
PP10B;4;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,01;0,00;0,01;0,01
PP10B;5;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PP10B;8;0,02;0,00;0,00;0,00;0,00;0,03;0,00;0,00;0,00;0,01;0,00;0,02;0,02
PP10B;9;0,06;0,00;0,00;0,00;0,00;0,06;0,00;0,00;0,00;0,00;0,01;0,04;0,04
PP10B;10;0,03;0,00;0,00;0,00;0,00;0,19;0,00;0,00;0,00;0,16;0,51;0,03;0,08
PP10B;11;0,65;0,01;0,00;0,00;0,00;0,71;0,00;0,00;0,00;0,04;0,16;0,11;0,41
PP14Z;21;25,65;58,50;6,77;2,93;5,30;1,17;1,28;0,04;0,00;0,85;0,24;16,34;62,61
PP14Z;22;0,78;2,96;0,20;0,13;0,16;0,01;0,06;0,00;0,00;0,06;0,04;0,74;2,75
PP14Z;23;8,77;10,06;6,00;0,93;0,07;0,02;0,09;0,00;0,00;0,06;0,00;0,00;0,00
PP14Z;24;0,01;0,01;0,00;0,00;1,60;0,24;0,00;0,00;0,00;0,03;0,00;0,08;0,94
PP14Z;25;0,00;0,11;0,03;0,00;3,96;0,01;0,04;0,00;0,00;0,13;0,00;0,20;2,16
PP14Z;26;0,01;0,01;0,01;0,02;0,16;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,06
PP14Z;8;0,02;0,00;0,00;0,00;0,00;0,02;0,00;0,00;0,00;0,00;0,01;0,01;0,02
PP14Z;9;0,37;0,00;0,00;0,00;0,00;0,28;0,01;0,00;0,00;0,05;0,11;0,16;0,19
PP14Z;10;0,03;0,00;0,00;0,00;0,00;0,27;0,00;0,00;0,00;0,36;0,46;0,04;0,13
PP14Z;11;0,50;0,30;0,00;0,00;0,00;0,63;0,00;0,00;0,00;0,03;0,33;0,08;0,52
TA02Z;21;28,89;41,31;5,98;6,37;4,34;0,68;1,35;0,11;0,00;1,17;0,05;16,43;52,79
TA02Z;22;0,03;0,12;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,04;0,15
TA02Z;23;5,55;7,43;4,23;1,66;0,36;0,00;0,04;0,01;0,00;0,15;0,01;0,00;0,00
TA02Z;24;0,00;0,11;0,00;0,00;0,95;0,03;0,00;0,00;0,00;0,02;0,07;0,07;0,53
TA02Z;25;0,03;0,84;0,02;0,14;6,25;0,00;0,02;0,00;0,00;0,23;0,12;0,54;2,58
TA02Z;26;0,03;0,11;0,00;0,01;0,09;0,00;0,00;0,00;0,00;0,00;0,00;0,03;0,04
TA02Z;9;0,15;0,00;0,00;0,00;0,00;0,12;0,00;0,00;0,00;0,01;0,12;0,06;0,07
TA02Z;10;0,11;0,00;0,00;0,00;0,00;0,63;0,00;0,00;0,00;0,54;0,87;0,09;0,29
TA02Z;11;0,52;0,42;0,00;0,00;0,00;0,73;0,01;0,00;0,00;0,06;0,38;0,09;0,47
TA15Z;21;27,96;37,05;6,13;7,14;4,01;2,34;2,21;0,55;0,00;2,36;0,18;16,62;55,10
TA15Z;22;0,04;0,17;0,01;0,01;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,05;0,19
TA15Z;23;4,76;6,60;3,06;2,64;0,32;0,00;0,01;0,00;0,00;0,16;0,00;0,00;0,00
TA15Z;24;0,00;1,09;0,00;0,00;1,15;0,06;0,00;0,00;0,00;0,10;0,13;0,07;0,58
TA15Z;25;0,00;3,16;0,01;0,03;10,77;0,00;0,00;0,00;0,00;0,52;0,00;0,62;3,91
TA15Z;26;0,00;0,05;0,00;0,00;0,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,02
TA15Z;4;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,01;0,00;0,00;0,01
TA15Z;7;0,01;0,00;0,00;0,00;0,00;0,03;0,00;0,00;0,00;0,01;0,00;0,01;0,02
TA15Z;9;0,78;0,00;0,00;0,00;0,00;0,71;0,03;0,00;0,00;0,15;1,85;0,36;0,43
TA15Z;10;0,24;0,00;0,00;0,00;0,00;0,97;0,00;0,00;0,00;1,05;0,90;0,18;0,40
TA15Z;11;0,84;0,57;0,00;0,00;0,00;0,85;0,01;0,00;0,00;0,06;0,13;0,15;0,57
TA19Z;21;25,72;36,18;7,59;5,83;5,09;1,41;1,67;0,48;0,00;1,72;0,13;14,23;52,43
TA19Z;22;0,05;0,09;0,01;0,00;0,01;0,00;0,00;0,01;0,00;0,00;0,00;0,03;0,08
TA19Z;23;4,57;6,41;4,46;1,34;0,65;0,00;0,06;0,02;0,00;0,05;0,03;0,00;0,00
TA19Z;24;0,01;0,14;0,03;0,00;1,34;0,13;0,00;0,00;0,00;0,03;0,10;0,06;0,56
TA19Z;25;0,03;0,61;0,03;0,07;8,49;0,02;0,02;0,00;0,00;0,29;0,15;0,41;3,04
TA19Z;26;0,01;0,03;0,01;0,01;0,03;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,02
TA19Z;9;0,19;0,00;0,00;0,00;0,00;0,18;0,00;0,00;0,00;0,02;0,42;0,10;0,10
TA19Z;10;0,04;0,00;0,00;0,00;0,00;0,35;0,00;0,01;0,00;0,34;0,61;0,05;0,15
TA19Z;11;0,45;0,40;0,00;0,00;0,00;0,67;0,01;0,00;0,00;0,04;0,11;0,09;0,39
TA20Z;21;22,11;30,74;7,36;5,41;5,27;1,64;1,17;0,14;0,00;1,24;0,18;9,78;47,91
TA20Z;22;0,02;0,04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,03
TA20Z;23;6,14;7,46;6,38;1,73;0,53;0,02;0,11;0,02;0,00;0,07;0,08;0,00;0,02
TA20Z;24;0,02;0,09;0,01;0,00;1,12;0,06;0,00;0,00;0,00;0,02;0,11;0,05;0,59
TA20Z;25;0,08;0,68;0,08;0,14;7,97;0,03;0,03;0,00;0,00;0,30;0,43;0,46;3,30
TA20Z;26;0,02;0,04;0,02;0,05;0,04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,04
TA20Z;9;0,09;0,00;0,00;0,00;0,00;0,09;0,00;0,00;0,00;0,02;0,22;0,05;0,05
TA20Z;10;0,04;0,00;0,00;0,00;0,00;0,29;0,00;0,00;0,00;0,30;0,52;0,04;0,13
TA20Z;11;0,29;0,31;0,00;0,00;0,00;0,42;0,00;0,00;0,00;0,03;0,10;0,06;0,26
TK04Z;21;33,85;53,83;18,70;9,52;8,36;5,01;0,58;0,02;0,00;1,86;0,15;17,12;66,88
TK04Z;22;0,16;0,54;0,12;0,03;0,05;0,00;0,00;0,00;0,00;0,02;0,00;0,11;0,59
TK04Z;23;11,58;23,01;13,04;2,20;0,67;0,00;0,02;0,01;0,00;0,06;0,01;0,00;0,00
TK04Z;24;0,00;0,13;0,00;0,00;0,65;0,01;0,00;0,00;0,00;0,02;0,04;0,04;0,23
TK04Z;25;0,02;2,31;0,01;0,52;6,50;0,00;0,05;0,00;0,00;0,29;0,12;0,71;3,10
TK04Z;26;0,01;0,04;0,02;0,00;0,31;0,00;0,00;0,00;0,00;0,01;0,02;0,04;0,10
TK04Z;9;0,01;0,00;0,00;0,00;0,00;0,02;0,00;0,00;0,00;0,00;0,06;0,01;0,01
TK04Z;10;0,01;0,00;0,00;0,00;0,00;0,15;0,00;0,00;0,00;0,12;0,19;0,02;0,07
TK04Z;11;0,17;0,14;0,00;0,00;0,00;0,59;0,00;0,00;0,00;0,02;0,07;0,05;0,19
TK14Z;21;35,82;59,47;21,50;9,18;8,38;5,28;0,68;0,04;0,00;2,22;0,19;18,30;66,93
TK14Z;22;0,34;0,91;0,26;0,08;0,09;0,00;0,00;0,00;0,00;0,02;0,00;0,17;0,90
TK14Z;23;10,75;25,74;12,85;2,38;0,84;0,00;0,03;0,04;0,00;0,11;0,04;0,00;0,00
TK14Z;24;0,01;0,25;0,00;0,00;0,83;0,00;0,00;0,00;0,00;0,02;0,04;0,04;0,22
TK14Z;25;0,03;2,07;0,03;0,43;6,82;0,00;0,07;0,00;0,00;0,31;0,45;0,54;2,69
TK14Z;26;0,01;0,09;0,02;0,01;0,34;0,00;0,00;0,00;0,00;0,01;0,08;0,07;0,13
TK14Z;9;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,06;0,01;0,01
TK14Z;10;0,02;0,00;0,00;0,00;0,00;0,13;0,00;0,00;0,00;0,12;0,16;0,02;0,06
TK14Z;11;0,17;0,09;0,00;0,00;0,00;0,43;0,00;0,00;0,00;0,02;0,07;0,04;0,14
TP20Z;21;27,40;25,84;10,94;3,27;4,01;4,66;0,88;0,00;0,00;1,07;0,03;12,32;45,93
TP20Z;22;0,13;0,18;0,05;0,04;0,03;0,00;0,00;0,00;0,00;0,00;0,00;0,05;0,07
TP20Z;23;12,63;8,04;8,70;1,14;0,28;0,00;0,01;0,00;0,00;0,01;0,00;0,00;0,00
TP20Z;24;0,01;0,00;0,00;0,00;0,86;0,38;0,00;0,00;0,00;0,01;0,00;0,06;0,41
TP20Z;25;0,02;0,07;0,11;0,03;5,33;0,00;0,01;0,00;0,00;0,20;0,01;0,23;2,19
TP20Z;26;0,00;0,04;0,00;0,08;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10
TP20Z;9;0,02;0,00;0,00;0,00;0,00;0,02;0,00;0,00;0,00;0,00;0,02;0,01;0,02
TP20Z;10;0,03;0,00;0,00;0,00;0,00;0,27;0,00;0,00;0,00;0,27;0,24;0,04;0,11
TP20Z;11;0,40;0,10;0,00;0,00;0,00;0,93;0,01;0,00;0,00;0,01;0,02;0,10;0,33
