IO_DRG;IO_BereichNr;IO_KArt1;IO_KArt2;IO_KArt3;IO_KArt4a;IO_KArt4b;IO_KArt5;IO_KArt6a;IO_KArt6b;IO_KArt7;IO_KArt8;IO_Summe
C03C;5;87,28;0,00;50,25;3,79;0,00;0,00;11,22;0,00;15,01;24,84;192,39
C03C;7;0,24;0,00;0,05;0,00;0,00;0,00;0,01;0,00;0,02;0,05;0,37
C03C;9;1,60;0,00;1,78;0,00;0,01;0,00;0,00;1,34;0,42;1,09;6,24
C03C;10;0,14;0,00;1,28;0,08;0,00;0,00;1,10;0,62;0,17;0,59;3,98
C03C;11;1,75;0,00;1,55;0,01;0,00;0,00;0,48;0,42;0,27;0,92;5,40
C04B;1;0,00;425,23;0,82;35,69;2,91;0,00;23,65;0,32;116,66;446,74;1052,02
C04B;4;0,00;0,00;111,70;7,39;29,71;2083,60;84,56;102,60;73,78;91,14;2584,48
C04B;5;49,73;0,00;25,89;3,17;0,00;0,00;6,61;0,00;4,67;10,42;100,49
C04B;9;0,81;0,00;0,89;0,00;0,01;0,00;0,00;0,06;0,21;0,55;2,53
C04B;10;0,68;0,00;5,56;0,16;0,00;0,00;4,91;0,48;0,69;2,62;15,10
C04B;11;2,62;0,00;4,27;0,00;0,00;0,00;0,43;1,00;0,42;2,09;10,83
C06Z;1;0,00;410,57;0,37;25,22;0,81;0,00;19,49;0,00;95,87;380,19;932,52
C06Z;2;0,71;1,29;0,15;0,14;0,00;0,00;0,28;0,00;0,17;0,75;3,49
C06Z;4;0,00;0,00;98,54;16,27;6,48;63,35;91,60;49,41;49,09;100,77;475,51
C06Z;5;84,92;0,00;44,60;2,41;0,00;0,00;10,68;0,00;18,76;25,08;186,45
C06Z;7;0,23;0,00;0,04;0,00;0,00;0,00;0,01;0,00;0,02;0,02;0,32
C06Z;9;0,39;0,00;0,44;0,00;0,00;0,00;0,00;0,15;0,12;0,27;1,37
C06Z;10;0,22;0,00;2,15;0,12;0,00;0,00;1,95;0,07;0,28;1,01;5,80
C06Z;11;0,87;0,00;1,13;0,00;0,00;0,00;0,10;0,22;0,12;0,67;3,11
C07B;1;0,00;259,31;0,49;16,46;0,18;0,00;15,85;0,47;71,62;249,78;614,16
C07B;4;0,00;0,00;46,67;6,98;3,50;3,44;55,59;24,34;20,09;50,35;210,96
C07B;5;26,78;0,00;14,64;0,99;0,00;0,00;3,27;0,00;6,16;8,00;59,84
C07B;7;0,77;0,00;0,15;0,00;0,00;0,00;0,03;0,00;0,07;0,06;1,08
C07B;10;0,15;0,00;1,29;0,12;0,00;0,00;1,15;0,00;0,12;0,58;3,41
C07B;11;0,41;0,01;0,71;0,01;0,00;0,00;0,07;0,00;0,10;0,37;1,68
C08B;1;0,00;223,32;1,33;17,63;0,42;0,00;20,34;1,45;65,32;221,85;551,66
C08B;4;0,00;0,00;54,39;13,42;2,59;130,85;54,76;66,62;31,69;43,54;397,86
C08B;5;49,89;0,00;57,45;4,15;0,00;0,00;9,28;0,00;7,14;24,41;152,32
C08B;7;0,05;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,06
C08B;9;0,05;0,00;0,06;0,00;0,00;0,00;0,01;0,00;0,02;0,04;0,18
C08B;10;0,09;0,00;0,57;0,07;0,00;0,00;0,38;0,18;0,07;0,25;1,61
C08B;11;0,76;0,00;0,82;0,00;0,00;0,00;0,15;0,00;0,18;0,47;2,38
C14Z;1;0,00;297,91;0,53;19,63;1,27;0,00;18,14;3,46;77,09;281,79;699,82
C14Z;4;0,01;0,00;77,68;10,46;30,27;8,19;70,76;28,07;29,88;71,14;326,46
C14Z;5;27,24;0,00;17,60;1,28;0,00;0,00;3,93;0,00;5,86;9,24;65,15
C14Z;7;1,10;0,00;0,21;0,00;0,00;0,00;0,04;0,00;0,09;0,72;2,16
C14Z;9;0,60;0,00;0,52;0,00;0,00;0,00;0,00;0,00;0,34;0,27;1,73
C14Z;10;0,19;0,00;2,08;0,41;0,00;0,00;1,79;0,00;0,25;0,91;5,63
C14Z;11;1,55;0,00;0,88;0,04;0,00;0,00;0,11;0,00;0,10;0,41;3,09
C15Z;1;0,00;225,30;4,33;23,06;0,01;0,00;16,03;6,87;59,74;218,14;553,48
C15Z;4;0,00;0,00;153,33;30,54;8,47;79,51;149,61;93,49;78,52;114,37;707,84
C15Z;5;102,98;0,00;60,02;8,68;0,00;0,00;15,83;0,00;16,24;25,02;228,77
C15Z;9;0,68;0,00;0,75;0,00;0,00;0,00;0,00;0,00;0,18;0,46;2,07
C15Z;10;0,34;0,00;2,17;0,11;0,00;0,00;1,85;0,00;0,26;1,05;5,78
C15Z;11;2,11;0,39;1,40;0,17;0,00;0,00;0,39;0,00;0,26;1,09;5,81
C20B;1;0,04;274,41;0,63;19,52;0,03;0,00;20,90;7,31;78,21;259,21;660,26
C20B;4;0,03;0,00;111,68;11,35;4,41;48,97;93,92;38,04;48,14;91,93;448,47
C20B;5;46,93;0,00;28,97;2,13;0,00;0,00;6,54;0,00;9,39;14,47;108,43
C20B;7;0,18;0,00;0,03;0,00;0,00;0,00;0,01;0,00;0,02;0,01;0,25
C20B;9;0,40;0,00;0,50;0,02;0,00;0,00;0,16;0,00;0,21;0,37;1,66
C20B;10;0,28;0,00;1,60;0,20;0,00;0,00;1,49;0,04;0,17;0,77;4,55
C20B;11;0,90;0,00;1,78;0,01;0,00;0,00;0,12;0,00;0,21;0,72;3,74
D06B;1;0,00;345,57;3,34;20,81;0,76;0,00;21,46;1,54;90,57;299,05;783,10
D06B;4;0,00;0,00;163,11;5,19;0,79;43,18;84,09;21,81;112,66;127,50;558,33
D06B;5;164,01;0,00;100,04;6,39;0,11;0,00;21,13;1,35;12,64;33,49;339,16
D06B;7;0,68;0,00;0,13;0,00;0,00;0,00;0,03;0,00;0,06;0,09;0,99
D06B;8;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,11;0,00;0,00;0,11
D06B;9;0,87;0,00;0,81;0,00;0,01;0,00;0,01;0,14;0,34;0,45;2,63
D06B;10;1,04;0,00;5,04;0,33;0,00;0,00;2,86;0,82;0,58;2,55;13,22
D06B;11;1,38;0,01;1,64;0,03;0,00;0,00;0,21;0,00;0,15;0,59;4,01
D06C;1;0,04;270,97;1,87;13,54;0,18;0,00;17,10;0,58;73,13;282,22;659,63
D06C;2;2,26;4,46;0,19;0,43;0,33;0,00;0,84;0,00;0,81;2,17;11,49
D06C;4;0,53;0,00;158,43;5,51;3,15;1,93;78,75;21,71;99,19;120,17;489,37
D06C;5;143,49;0,00;87,41;6,93;0,78;0,00;19,01;6,99;12,77;32,98;310,36
D06C;7;0,10;0,00;0,02;0,00;0,00;0,00;0,00;0,00;0,01;0,02;0,15
D06C;8;0,08;0,00;0,05;0,00;0,00;0,00;0,02;0,01;0,03;0,04;0,23
D06C;9;0,19;0,00;0,26;0,00;0,00;0,00;0,02;0,00;0,08;0,16;0,71
D06C;10;3,76;0,00;9,55;0,15;0,00;0,00;4,97;2,03;1,00;5,68;27,14
D06C;11;2,39;0,14;2,94;0,09;0,00;0,00;0,94;0,83;0,80;1,34;9,47
D12B;1;0,00;325,70;4,14;15,10;0,02;0,00;19,04;0,54;88,25;265,26;718,05
D12B;2;1,03;1,32;1,36;0,27;0,00;0,00;0,25;0,00;0,63;1,37;6,23
D12B;4;0,00;0,00;145,13;4,77;0,26;0,39;73,00;8,29;82,38;107,72;421,94
D12B;5;132,87;0,00;92,28;7,33;0,10;0,00;19,82;1,77;14,49;35,43;304,09
D12B;8;0,34;0,00;0,58;0,01;0,00;0,00;0,32;0,00;0,29;0,17;1,71
D12B;9;0,37;0,00;0,51;0,02;0,00;0,00;0,04;0,00;0,16;0,32;1,42
D12B;10;4,27;0,00;10,92;0,21;0,00;0,00;5,05;3,65;1,17;5,74;31,01
D12B;11;2,63;0,00;4,93;0,09;0,00;0,00;0,71;0,00;0,76;2,27;11,39
D13B;1;0,12;344,73;4,62;30,32;0,04;0,00;32,77;1,82;83,99;258,94;757,35
D13B;2;0,00;2,49;0,04;0,35;0,00;0,00;0,44;0,00;0,56;1,42;5,30
D13B;4;0,00;0,00;82,85;3,08;0,06;0,62;40,41;21,78;49,52;73,75;272,07
D13B;5;92,13;0,00;63,19;3,93;0,02;0,00;13,75;0,99;10,12;26,12;210,25
D13B;7;0,24;0,00;0,05;0,00;0,00;0,00;0,01;0,00;0,02;0,02;0,34
D13B;8;0,03;0,00;0,03;0,00;0,00;0,00;0,01;0,00;0,01;0,03;0,11
D13B;9;1,09;0,00;2,08;0,03;0,00;0,00;0,62;0,00;0,65;1,58;6,05
D13B;10;0,82;0,00;5,24;0,50;0,00;0,00;3,30;1,26;0,59;2,35;14,06
D13B;11;3,29;0,05;7,24;0,12;0,00;0,00;0,57;0,46;0,99;4,00;16,72
D22B;1;0,00;330,08;12,33;19,96;1,17;0,00;14,34;0,69;80,07;221,57;680,21
D22B;4;0,54;0,00;146,40;7,09;0,01;1,55;61,92;15,70;48,51;138,60;420,32
D22B;5;124,96;0,00;84,44;6,72;0,00;0,00;18,09;0,00;11,23;31,82;277,26
D22B;7;0,57;0,00;0,11;0,00;0,00;0,00;0,02;0,00;0,05;0,05;0,80
D22B;8;0,40;0,00;0,42;0,02;0,00;0,00;0,12;0,00;0,18;0,34;1,48
D22B;9;0,95;0,00;1,19;0,01;0,00;0,00;0,20;0,00;0,41;0,92;3,68
D22B;10;3,38;0,00;10,09;0,63;0,00;0,00;5,44;1,44;1,10;5,21;27,29
D22B;11;14,04;0,00;25,80;0,57;0,00;0,00;2,19;0,00;4,41;16,58;63,59
D25D;1;0,00;340,12;22,74;31,33;0,46;0,00;25,98;1,49;121,86;335,24;879,22
D25D;2;1,52;3,93;0,00;0,22;0,00;0,00;0,82;0,00;0,77;1,14;8,40
D25D;4;0,00;0,00;187,09;12,30;4,92;29,53;130,97;13,52;97,78;208,16;684,27
D25D;5;180,90;0,00;131,65;11,63;0,00;0,00;30,69;0,00;17,89;43,68;416,44
D25D;7;1,40;0,00;0,27;0,00;0,00;0,00;0,06;0,00;0,12;0,40;2,25
D25D;9;4,68;0,00;4,76;0,01;0,00;0,00;0,34;0,00;2,43;2,75;14,97
D25D;10;4,46;0,00;11,19;0,88;0,00;0,00;4,45;1,80;1,25;6,46;30,49
D25D;11;2,23;0,00;5,73;1,04;0,00;0,00;0,43;0,00;0,72;2,77;12,92
D28Z;1;0,29;334,41;6,52;44,83;0,29;0,00;19,35;0,63;114,47;269,25;790,04
D28Z;2;12,32;28,06;0,14;2,30;0,00;0,00;4,94;0,00;6,44;11,40;65,60
D28Z;4;0,00;0,00;216,41;8,67;0,02;141,36;145,98;4,11;113,63;193,09;823,27
D28Z;5;173,48;0,00;134,97;8,16;0,00;0,00;24,36;0,00;31,60;63,70;436,27
D28Z;7;0,21;0,00;0,04;0,00;0,00;0,00;0,01;0,00;0,02;0,02;0,30
D28Z;8;0,46;0,00;0,74;0,03;0,00;0,00;0,62;0,00;0,29;0,51;2,65
D28Z;9;1,23;0,00;1,41;0,00;0,00;1,08;0,02;0,00;0,45;0,92;5,11
D28Z;10;1,23;0,00;5,13;0,48;3,21;0,00;3,09;3,01;0,60;2,50;19,25
D28Z;11;2,51;0,00;4,21;0,89;0,00;0,00;0,29;0,00;0,40;1,85;10,15
D30A;1;0,19;269,62;1,59;14,56;0,00;0,00;16,83;0,00;80,81;255,86;639,46
D30A;2;0,01;0,03;0,00;0,01;0,00;0,00;0,01;0,00;0,01;0,02;0,09
D30A;4;0,00;0,00;159,11;5,86;0,49;20,79;87,16;21,12;112,84;124,92;532,29
D30A;5;166,45;0,00;99,96;7,70;0,02;0,00;24,22;1,45;14,41;38,62;352,83
D30A;9;0,24;0,00;0,33;0,00;0,00;0,00;0,01;0,00;0,10;0,22;0,90
D30A;10;1,56;0,00;5,06;0,05;0,00;0,00;2,83;0,68;0,62;2,74;13,54
D30A;11;2,27;0,00;2,38;0,09;0,00;0,00;0,68;0,00;0,56;0,71;6,69
D30B;1;0,09;385,37;3,03;15,58;0,00;0,00;25,55;0,03;98,66;349,00;877,31
D30B;2;0,20;0,42;0,02;0,03;0,00;0,00;0,07;0,00;0,06;0,23;1,03
D30B;4;0,16;0,00;93,62;3,16;0,42;0,11;48,44;10,24;47,26;67,29;270,70
D30B;5;90,44;0,00;61,32;5,25;0,15;0,00;14,31;0,75;9,01;23,71;204,94
D30B;8;0,01;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,02
D30B;9;0,03;0,00;0,20;0,00;0,00;0,00;0,08;0,06;0,05;0,17;0,59
D30B;10;2,33;0,00;6,78;0,07;0,00;0,00;3,62;0,95;0,67;3,70;18,12
D30B;11;1,74;0,41;3,93;0,06;0,00;0,00;0,37;0,00;0,33;1,53;8,37
D37B;1;0,00;285,68;0,32;20,25;0,00;0,00;23,85;0,00;87,86;254,87;672,83
D37B;2;1,67;4,14;0,01;0,60;0,00;0,00;0,87;0,00;0,85;1,78;9,92
D37B;4;0,00;0,00;181,52;6,39;3,57;9,92;81,30;22,10;111,66;138,76;555,22
D37B;5;167,83;0,00;113,44;9,92;0,17;0,00;28,75;0,20;20,18;46,76;387,25
D37B;9;0,03;0,00;0,03;0,00;0,00;0,00;0,00;0,00;0,02;0,03;0,11
D37B;10;0,37;0,00;1,19;0,11;0,00;0,00;0,74;0,26;0,26;0,72;3,65
D37B;11;0,34;0,00;0,98;0,97;0,00;0,00;0,16;0,00;0,21;0,77;3,43
D38Z;1;0,01;280,52;2,14;13,73;0,16;0,00;20,90;0,07;76,72;288,28;682,53
D38Z;2;0,88;2,33;0,03;0,25;0,00;0,00;0,35;0,00;0,41;0,94;5,19
D38Z;4;0,00;0,00;125,44;4,42;3,67;1,80;70,93;16,62;73,79;88,47;385,14
D38Z;5;125,31;0,00;79,69;6,33;0,41;0,00;18,20;1,92;11,94;30,42;274,22
D38Z;7;0,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,02
D38Z;8;0,02;0,00;0,02;0,00;0,00;0,00;0,01;0,01;0,01;0,01;0,08
D38Z;9;0,12;0,00;0,17;0,00;0,00;0,00;0,01;0,00;0,06;0,08;0,44
D38Z;10;0,65;0,00;2,67;0,08;0,06;0,00;1,46;0,54;0,34;1,36;7,16
D38Z;11;1,15;0,01;1,53;0,03;0,00;0,00;0,30;0,06;0,23;0,63;3,94
D40Z;1;2,14;320,82;8,74;12,11;3,17;0,00;16,92;0,00;71,69;179,08;614,67
D40Z;4;0,00;0,00;132,04;6,75;0,00;2,29;57,71;10,57;36,23;122,69;368,28
D40Z;5;127,55;0,00;81,28;6,06;0,00;0,00;16,29;0,43;9,61;31,23;272,45
D40Z;7;4,10;0,00;1,51;0,01;0,00;0,00;1,52;0,18;0,42;0,45;8,19
D40Z;8;0,03;0,00;0,03;0,00;0,00;0,00;0,01;0,00;0,01;0,03;0,11
D40Z;9;0,86;0,00;1,96;0,01;0,00;0,01;0,62;0,00;0,47;1,37;5,30
D40Z;10;0,75;0,00;6,51;0,64;0,00;0,00;4,53;1,64;0,81;2,72;17,60
D40Z;11;14,73;0,14;37,81;0,59;0,00;0,00;2,02;0,38;3,91;18,19;77,77
D61A;1;0,00;406,63;2,90;20,49;0,00;0,00;29,49;0,93;83,83;371,41;915,68
D61A;4;0,00;0,00;0,00;0,00;0,54;0,00;0,00;0,00;0,00;0,00;0,54
D61A;8;0,62;0,00;1,01;0,04;0,00;0,00;0,84;0,00;0,40;0,69;3,60
D61A;9;13,99;0,00;21,52;0,04;0,00;0,00;2,12;3,14;6,86;14,54;62,21
D61A;10;1,14;0,00;8,65;0,05;0,00;0,00;7,83;1,53;0,78;3,44;23,42
D61A;11;2,95;0,00;7,99;0,09;0,00;0,00;0,39;0,00;0,52;3,03;14,97
D61B;1;2,41;390,12;8,28;22,53;0,08;0,00;33,08;2,64;105,31;370,29;934,74
D61B;2;2,23;4,72;0,30;0,24;0,00;0,00;0,54;0,00;1,44;2,77;12,24
D61B;8;0,92;0,00;1,77;0,03;0,00;0,00;1,26;0,00;0,80;0,91;5,69
D61B;9;14,59;0,00;17,23;0,12;0,00;0,00;2,20;7,88;5,73;10,37;58,12
D61B;10;1,02;0,00;9,92;0,24;0,00;0,00;6,62;1,42;1,09;3,74;24,05
D61B;11;16,61;0,24;20,33;0,48;0,00;0,00;1,95;0,00;2,66;9,66;51,93
D62Z;1;0,00;279,50;2,34;14,32;2,43;0,00;21,08;0,65;72,69;246,29;639,30
D62Z;4;0,00;0,00;0,93;0,03;0,00;0,00;0,73;0,00;0,67;0,51;2,87
D62Z;5;1,19;0,00;0,85;0,05;0,00;0,00;0,16;0,00;0,12;0,26;2,63
D62Z;7;0,27;0,00;0,05;0,00;0,00;0,00;0,01;0,00;0,02;0,06;0,41
D62Z;8;0,14;0,00;0,23;0,01;0,00;0,00;0,19;0,00;0,09;0,16;0,82
D62Z;9;2,13;0,00;2,30;0,03;0,00;0,00;0,25;0,70;0,87;1,50;7,78
D62Z;10;1,22;0,00;11,79;0,38;0,00;0,00;7,05;1,55;1,07;3,90;26,96
D62Z;11;6,01;0,00;5,47;0,17;0,00;0,00;0,77;0,18;0,80;2,35;15,75
G24B;1;0,00;326,39;23,99;11,62;0,00;0,00;25,59;0,24;63,10;311,22;762,15
G24B;4;0,00;0,00;129,08;4,03;0,43;71,23;58,92;15,61;89,28;121,77;490,35
G24B;5;126,99;0,00;91,74;3,64;0,00;0,00;20,33;0,00;37,02;59,56;339,28
G24B;9;0,97;0,00;0,97;0,00;0,00;0,00;0,03;0,00;0,30;0,42;2,69
G24B;10;0,17;0,00;0,92;0,00;0,00;0,00;1,21;0,65;0,16;0,39;3,50
G24B;11;0,35;0,00;1,65;0,06;0,00;0,00;0,10;0,06;0,23;1,12;3,57
G26B;1;0,00;290,35;9,85;8,01;0,84;0,00;22,15;0,00;68,21;297,74;697,15
G26B;4;0,00;0,00;65,59;1,30;1,26;0,00;36,20;22,21;42,95;70,27;239,78
G26B;5;103,87;0,00;56,58;2,04;0,00;0,00;8,81;0,00;15,65;32,24;219,19
G26B;8;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,84;0,00;0,00;0,84
G26B;10;0,09;0,00;0,94;0,00;0,00;0,00;0,86;0,14;0,09;0,43;2,55
G26B;11;0,56;0,00;2,34;0,02;0,00;0,00;0,13;0,00;0,16;1,02;4,23
G67C;1;0,00;328,10;2,93;11,05;0,00;0,00;20,10;0,00;72,57;242,97;677,72
G67C;6;0,00;0,00;0,00;0,35;0,00;0,00;0,88;0,00;0,56;0,71;2,50
G67C;8;9,49;0,00;19,38;0,85;0,00;0,00;6,00;0,00;4,88;7,53;48,13
G67C;9;0,48;0,00;1,44;0,00;0,00;0,00;0,07;0,00;0,54;0,54;3,07
G67C;10;1,15;0,00;18,30;0,01;0,00;0,00;6,47;6,80;1,07;4,28;38,08
G67C;11;6,68;0,00;5,54;0,10;0,00;0,00;0,56;0,34;0,91;2,57;16,70
I10E;1;0,00;346,29;1,12;20,79;0,15;0,00;33,28;0,53;167,91;395,87;965,94
I10E;2;1,68;3,28;0,00;0,32;0,00;0,00;0,45;0,00;0,69;1,78;8,20
I10E;4;0,00;0,00;192,04;6,79;4,89;6,10;147,60;41,86;126,05;184,56;709,89
I10E;5;137,22;0,00;156,21;7,84;0,00;0,00;22,90;0,00;26,33;66,74;417,24
I10E;9;4,63;0,00;12,43;0,04;0,00;0,00;0,85;4,51;1,04;10,58;34,08
I10E;10;0,42;0,00;2,93;0,02;0,00;0,00;2,36;8,19;0,29;1,77;15,98
I10E;11;0,93;0,00;21,61;0,02;0,00;0,00;0,17;13,87;0,38;3,68;40,66
I10F;1;0,00;332,98;0,05;19,64;0,21;0,00;21,89;0,00;184,87;366,31;925,95
I10F;2;0,16;0,50;0,00;0,03;0,00;0,00;0,04;0,00;0,13;0,26;1,12
I10F;4;0,00;0,00;189,21;4,72;4,79;2,12;171,29;39,06;105,27;155,45;671,91
I10F;5;131,07;0,00;155,00;7,20;0,09;0,00;26,81;0,88;23,71;58,21;402,97
I10F;9;3,34;0,00;10,20;0,04;0,00;0,00;0,57;0,81;0,44;8,62;24,02
I10F;10;0,76;0,00;8,13;0,21;0,00;0,00;4,04;9,24;0,86;3,20;26,44
I10F;11;2,85;0,00;21,06;0,07;0,00;0,00;0,35;12,70;0,94;4,87;42,84
I16Z;1;0,00;245,26;0,19;7,58;0,00;0,00;13,73;0,00;99,27;273,53;639,56
I16Z;4;0,00;0,00;134,19;2,56;1,06;2,19;72,56;68,74;63,99;87,32;432,61
I16Z;5;123,17;0,00;104,30;6,72;0,30;0,00;22,12;5,85;19,89;52,12;334,47
I16Z;8;9,64;0,00;10,00;0,55;0,00;0,00;2,92;0,00;4,27;8,19;35,57
I16Z;9;0,23;0,00;0,89;0,00;0,00;0,00;0,04;0,00;0,20;0,65;2,01
I16Z;10;1,07;0,00;5,02;0,39;0,00;0,00;3,75;1,71;0,50;1,90;14,34
I16Z;11;32,61;0,00;44,19;0,65;0,00;0,00;3,29;14,17;7,43;24,96;127,30
I18B;1;0,00;263,22;4,58;8,96;0,00;0,00;15,11;0,00;90,48;278,05;660,40
I18B;2;1,06;1,87;0,04;0,26;0,00;0,00;0,39;0,00;0,44;1,49;5,55
I18B;4;0,00;0,00;105,28;2,82;0,79;0,00;58,34;62,36;47,73;75,04;352,36
I18B;5;99,50;0,00;74,66;5,51;0,04;0,00;22,15;0,24;15,35;41,31;258,76
I18B;8;5,36;0,00;5,57;0,31;0,00;0,00;1,63;0,00;2,38;4,56;19,81
I18B;9;0,27;0,00;0,63;0,00;0,00;0,00;0,06;0,00;0,17;0,40;1,53
I18B;10;0,66;0,00;4,15;0,23;0,00;0,00;3,02;1,25;0,47;1,67;11,45
I18B;11;13,59;0,00;28,08;0,46;0,00;0,00;2,02;9,28;3,91;15,86;73,20
I20H;1;0,00;273,54;0,79;10,79;0,00;0,00;12,19;0,00;82,93;298,89;679,13
I20H;4;0,00;0,00;138,07;2,97;0,24;72,54;78,11;25,83;80,01;125,06;522,83
I20H;5;100,74;0,00;94,81;5,44;0,62;0,00;13,94;2,31;16,64;48,09;282,59
I20H;8;0,24;0,00;0,25;0,01;0,00;0,00;0,07;0,00;0,11;0,20;0,88
I20H;9;0,60;0,00;2,60;0,01;0,00;0,00;0,44;3,48;0,59;1,64;9,36
I20H;10;0,33;0,00;1,57;0,10;0,00;0,00;0,93;4,21;0,14;0,53;7,81
I20H;11;4,58;0,00;19,70;0,18;0,00;0,00;0,95;26,45;1,91;11,10;64,87
I21Z;1;0,00;311,43;0,03;12,21;0,00;0,00;16,41;0,00;68,96;326,16;735,20
I21Z;4;0,00;0,00;225,07;10,47;0,02;152,57;122,05;24,38;130,45;255,95;920,96
I21Z;5;161,43;0,00;146,73;9,61;0,13;0,00;26,25;4,28;22,91;79,02;450,36
I21Z;9;0,11;0,00;10,38;0,07;0,00;0,00;3,71;0,00;2,62;8,89;25,78
I21Z;10;0,09;0,00;0,45;0,03;0,00;0,00;0,28;4,70;0,05;0,17;5,77
I21Z;11;2,14;0,73;38,16;0,20;0,00;0,00;1,28;7,83;2,04;17,76;70,14
I27D;1;0,00;324,81;6,82;12,13;0,00;0,00;13,94;0,00;77,79;326,88;762,37
I27D;4;0,00;0,00;168,58;5,66;0,33;12,43;92,90;33,28;86,34;143,99;543,51
I27D;5;133,66;0,00;108,71;7,54;0,54;0,00;34,16;4,35;22,55;67,87;379,38
I27D;8;2,73;0,00;2,84;0,16;0,00;0,00;0,83;0,00;1,21;2,32;10,09
I27D;9;0,37;0,00;2,32;0,02;0,00;0,00;0,33;0,00;0,62;1,65;5,31
I27D;10;0,46;0,00;2,36;0,14;0,00;0,00;1,42;2,59;0,19;0,80;7,96
I27D;11;4,53;0,01;19,12;0,19;0,00;0,00;1,08;10,13;1,90;9,35;46,31
I29B;1;0,00;278,56;0,12;9,17;0,00;0,00;16,97;0,00;100,48;284,92;690,22
I29B;4;0,00;0,00;193,24;3,54;1,23;137,84;119,05;123,28;109,19;135,63;823,00
I29B;5;187,53;0,00;126,00;8,31;0,74;0,00;33,32;11,35;25,37;69,16;461,78
I29B;8;8,32;0,00;8,64;0,48;0,00;0,00;2,52;0,00;3,69;7,08;30,73
I29B;9;0,31;0,00;1,06;0,01;0,00;0,00;0,17;0,07;0,37;0,83;2,82
I29B;10;1,23;0,00;5,74;0,46;0,00;0,00;3,91;2,11;0,56;2,11;16,12
I29B;11;21,00;1,24;39,57;0,62;0,00;0,00;2,93;19,75;6,11;23,20;114,42
I30Z;1;0,00;338,26;2,02;18,17;0,00;0,00;36,79;0,00;104,85;352,27;852,36
I30Z;4;0,00;0,00;176,76;6,04;6,19;205,80;120,07;199,15;115,23;153,00;982,24
I30Z;5;163,66;0,00;127,65;6,87;0,15;0,00;23,05;0,83;25,89;58,28;406,38
I30Z;9;1,48;0,00;1,25;0,00;0,00;0,00;0,22;0,06;0,67;0,97;4,65
I30Z;10;0,18;0,00;2,00;0,07;0,00;0,00;1,45;1,49;0,27;0,97;6,43
I30Z;11;1,32;0,00;18,39;0,01;0,00;0,00;0,33;13,19;0,51;4,73;38,48
I43B;1;0,00;917,03;1,47;39,89;0,00;0,00;59,74;0,02;281,53;834,82;2134,50
I43B;2;9,08;32,55;0,00;1,83;0,00;0,00;3,15;0,00;7,21;16,88;70,70
I43B;4;0,00;0,00;328,38;8,21;5,88;3062,61;204,22;103,47;172,35;226,88;4112,00
I43B;5;309,02;0,00;189,26;9,49;1,14;0,00;40,23;9,68;38,05;74,05;670,92
