IO_DRG;IO_BereichNr;IO_KArt1;IO_KArt2;IO_KArt3;IO_KArt4a;IO_KArt4b;IO_KArt5;IO_KArt6a;IO_KArt6b;IO_KArt7;IO_KArt8;IO_Summe
I09C;7;0,49;0,00;0,38;0,03;0,00;1,44;0,29;1,43;0,15;0,30;4,51
I09C;8;1,94;0,00;1,68;0,07;0,00;0,00;0,76;0,55;0,96;1,16;7,12
I09C;9;105,75;0,00;108,82;1,76;0,43;1,80;17,47;47,86;55,26;78,65;417,80
I09C;10;12,79;0,00;64,00;1,96;51,57;0,00;41,87;58,17;8,08;30,64;269,08
I09C;11;47,40;2,63;175,24;1,85;0,04;0,00;7,52;28,87;12,12;74,77;350,44
I09D;1;479,56;840,43;43,64;49,64;6,95;0,00;50,56;7,00;252,63;797,60;2528,01
I09D;2;58,90;121,54;5,42;9,09;1,50;0,00;16,30;0,39;20,85;64,35;298,34
I09D;4;672,80;0,00;520,05;23,29;11,61;2128,90;284,28;292,35;328,58;421,41;4683,27
I09D;5;440,17;0,00;293,36;29,70;1,98;0,00;101,09;2,04;60,14;141,93;1070,41
I09D;7;0,41;0,00;0,39;0,02;0,00;1,25;0,18;0,73;0,14;0,26;3,38
I09D;8;0,57;0,00;0,44;0,02;0,00;0,00;0,19;0,02;0,24;0,38;1,86
I09D;9;68,96;0,00;68,08;1,00;0,26;0,04;9,93;36,01;35,58;47,03;266,89
I09D;10;5,37;0,00;28,67;1,26;12,31;0,00;22,54;35,95;3,61;12,39;122,10
I09D;11;29,62;1,93;120,23;1,92;0,02;0,00;5,33;15,94;8,85;52,57;236,41
I09E;1;413,02;698,11;42,61;42,65;4,55;0,00;46,01;16,07;211,76;653,76;2128,54
I09E;2;35,25;64,00;2,30;5,38;0,08;0,00;10,04;0,19;12,08;34,19;163,51
I09E;4;445,37;0,00;369,62;18,28;6,99;889,44;249,75;625,52;237,45;294,41;3136,83
I09E;5;335,30;0,00;226,45;22,26;0,64;0,00;70,96;0,24;47,06;98,39;801,30
I09E;7;0,20;0,00;0,29;0,01;0,00;0,00;0,09;0,34;0,05;0,14;1,12
I09E;8;0,80;0,00;0,73;0,03;0,00;0,00;0,34;0,09;0,42;0,43;2,84
I09E;9;75,60;0,00;82,95;1,16;5,72;1,29;12,29;138,97;37,98;54,87;410,83
I09E;10;8,94;0,00;34,12;1,42;2,87;0,00;23,57;30,05;4,68;15,57;121,22
I09E;11;36,32;1,80;96,58;1,51;0,01;0,00;5,59;13,13;8,08;40,04;203,06
I09F;1;396,22;691,91;34,52;41,14;4,39;0,00;46,60;7,87;207,80;632,79;2063,24
I09F;2;8,68;16,48;0,30;1,40;0,31;0,00;2,39;0,05;3,27;8,57;41,45
I09F;4;202,95;0,00;181,34;6,72;5,05;372,55;109,07;891,96;115,39;134,61;2019,64
I09F;5;185,74;0,00;125,86;11,53;0,32;0,00;35,93;0,14;25,46;50,97;435,95
I09F;7;0,41;0,00;0,36;0,01;0,00;0,00;0,16;0,12;0,13;0,17;1,36
I09F;8;1,48;0,00;1,35;0,06;0,04;0,00;0,58;0,04;0,73;0,86;5,14
I09F;9;82,29;0,00;94,69;1,44;2,67;0,51;14,02;146,37;38,38;57,56;437,93
I09F;10;5,40;0,00;26,04;1,43;1,65;0,00;18,15;27,59;3,44;10,55;94,25
I09F;11;40,30;2,37;90,17;1,55;0,02;0,00;6,16;8,64;8,54;39,46;197,21
I10A;1;841,32;1697,49;86,05;121,58;27,92;0,00;118,16;30,17;417,62;1261,23;4601,54
I10A;2;286,54;539,56;10,96;50,89;17,69;0,00;90,83;3,38;100,65;267,86;1368,36
I10A;4;591,46;0,00;485,07;23,75;16,77;743,12;289,30;292,98;281,40;376,68;3100,53
I10A;5;436,94;0,00;285,21;27,16;4,98;0,00;93,30;1,10;62,48;119,08;1030,25
I10A;7;4,73;0,00;4,78;0,33;0,01;2,88;1,84;9,99;1,85;3,57;29,98
I10A;8;8,82;0,00;9,42;0,33;0,00;0,08;3,73;1,98;3,92;6,10;34,38
I10A;9;163,72;0,00;158,58;2,28;1,32;5,46;26,02;121,57;67,76;105,57;652,28
I10A;10;30,49;0,00;101,46;3,88;71,16;0,00;79,48;70,09;14,34;47,03;417,93
I10A;11;104,07;5,89;252,95;3,11;0,49;0,00;13,21;45,87;23,72;103,21;552,52
I10B;1;386,04;621,09;36,17;36,18;8,60;0,00;41,78;25,01;191,27;583,24;1929,38
I10B;2;39,23;69,97;1,22;5,70;2,53;0,00;10,98;0,21;12,89;35,12;177,85
I10B;4;518,29;0,00;414,02;21,44;9,79;546,21;283,87;145,55;262,12;338,53;2539,82
I10B;5;372,31;0,00;246,03;23,69;1,06;0,00;79,79;0,34;50,95;105,24;879,41
I10B;7;0,06;0,00;0,07;0,01;0,00;0,00;0,04;1,09;0,03;0,06;1,36
I10B;8;0,16;0,00;0,22;0,01;0,00;0,00;0,09;0,02;0,08;0,13;0,71
I10B;9;52,51;0,00;50,86;0,67;0,10;0,59;7,18;20,07;25,00;35,66;192,64
I10B;10;6,88;0,00;28,30;0,94;4,25;0,00;22,10;19,85;3,81;13,30;99,43
I10B;11;30,01;1,28;85,16;1,08;0,01;0,00;4,20;14,81;6,78;34,01;177,34
I10C;1;297,89;443,39;29,07;25,48;2,69;0,00;28,23;26,93;146,05;431,68;1431,41
I10C;2;13,55;26,50;0,40;2,30;0,00;0,00;3,74;0,00;4,39;11,81;62,69
I10C;4;394,29;0,00;323,44;17,54;4,91;517,42;228,31;78,68;196,58;250,33;2011,50
I10C;5;301,15;0,00;199,66;17,21;0,92;0,00;64,42;0,71;41,57;80,41;706,05
I10C;7;0,07;0,00;0,03;0,00;0,00;0,00;0,01;0,00;0,01;0,02;0,14
I10C;8;0,09;0,00;0,07;0,00;0,00;0,00;0,04;0,00;0,01;0,03;0,24
I10C;9;33,04;0,00;33,26;0,36;0,03;0,02;3,96;9,96;14,37;20,74;115,74
I10C;10;3,98;0,00;19,55;0,95;0,41;0,00;15,16;12,06;2,38;9,12;63,61
I10C;11;25,24;0,70;63,85;0,54;0,01;0,00;3,12;11,74;5,23;24,33;134,76
I10D;1;379,97;529,62;30,06;29,03;2,44;0,00;34,93;33,00;171,14;531,00;1741,19
I10D;2;6,09;12,07;0,30;0,89;0,00;0,00;1,59;0,06;2,24;6,13;29,37
I10D;4;392,95;0,00;323,28;15,50;7,43;20,19;212,09;127,75;200,16;262,63;1561,98
I10D;5;300,56;0,00;190,78;16,75;0,53;0,00;60,13;0,65;36,70;82,12;688,22
I10D;7;0,15;0,00;0,04;0,00;0,00;0,00;0,02;0,00;0,01;0,02;0,24
I10D;8;0,28;0,00;0,28;0,01;0,00;0,00;0,12;0,01;0,14;0,19;1,03
I10D;9;28,56;0,00;29,94;0,29;0,08;1,10;3,94;21,15;13,54;20,16;118,76
I10D;10;5,22;0,00;20,75;0,82;0,77;0,00;14,95;15,03;3,14;10,10;70,78
I10D;11;22,95;1,88;65,42;0,60;0,01;0,00;3,09;15,49;5,23;30,14;144,81
I10E;1;331,66;470,20;30,81;26,46;2,00;0,00;31,64;25,95;155,88;458,87;1533,47
I10E;2;2,73;4,48;0,08;0,37;0,00;0,00;0,66;0,00;0,87;2,22;11,41
I10E;4;313,25;0,00;258,79;11,97;3,92;11,53;185,43;106,18;156,13;201,20;1248,40
I10E;5;243,04;0,00;157,63;14,07;0,62;0,00;49,61;0,28;31,81;63,48;560,54
I10E;7;0,16;0,00;0,20;0,01;0,00;0,00;0,07;0,03;0,04;0,09;0,60
I10E;8;0,17;0,00;0,18;0,01;0,00;0,00;0,09;0,01;0,13;0,12;0,71
I10E;9;26,35;0,00;25,88;0,31;0,09;0,02;3,57;15,05;11,84;16,68;99,79
I10E;10;3,70;0,00;16,45;0,58;0,63;0,00;12,60;10,16;2,32;7,65;54,09
I10E;11;24,33;1,10;62,11;0,71;0,01;0,00;3,16;12,67;5,51;24,63;134,23
I10F;1;311,04;475,50;28,69;28,63;1,54;0,00;30,46;24,31;160,70;469,85;1530,72
I10F;2;2,93;5,55;0,22;0,53;0,00;0,00;0,78;0,00;1,27;3,03;14,31
I10F;4;293,70;0,00;247,98;12,17;2,78;17,62;164,80;107,75;150,37;196,96;1194,13
I10F;5;228,94;0,00;152,48;14,16;0,73;0,00;48,42;0,98;31,21;62,34;539,26
I10F;6;0,01;0,00;0,06;0,00;0,00;0,00;0,01;0,00;0,01;0,02;0,11
I10F;7;0,16;0,00;0,11;0,01;0,00;0,00;0,08;0,37;0,04;0,12;0,89
I10F;8;0,32;0,00;0,37;0,01;0,00;0,00;0,14;0,01;0,20;0,23;1,28
I10F;9;26,90;0,00;28,55;0,37;0,07;0,78;3,92;26,62;12,76;17,87;117,84
I10F;10;4,67;0,00;16,73;0,92;0,64;0,00;13,26;17,13;2,33;7,83;63,51
I10F;11;23,44;4,08;62,62;0,88;0,01;0,00;3,97;11,82;5,44;27,92;140,18
I10G;1;182,40;305,41;31,09;17,96;1,97;0,00;21,79;4,37;106,63;268,57;940,19
I10G;2;0,09;0,15;0,00;0,01;0,00;0,00;0,02;0,00;0,02;0,08;0,37
I10G;4;210,75;0,00;150,70;15,03;0,32;598,52;131,55;46,52;107,06;148,94;1409,39
I10G;5;125,81;0,00;79,25;6,60;0,27;0,00;26,10;0,14;15,52;33,70;287,39
I10G;9;10,69;0,00;8,87;0,34;0,00;0,00;1,44;13,51;4,92;4,63;44,40
I10G;10;2,18;0,00;12,06;0,19;0,00;0,00;8,73;9,04;1,70;5,60;39,50
I10G;11;11,95;1,43;22,72;0,16;0,00;0,00;1,16;5,27;1,76;11,02;55,47
I10H;1;165,22;220,46;46,87;10,31;0,08;0,00;24,65;0,52;91,27;311,60;870,98
I10H;4;121,98;0,00;76,48;26,82;0,04;0,78;94,90;148,80;80,19;75,44;625,43
I10H;5;108,87;0,00;56,70;2,55;2,42;0,00;13,74;1,55;8,06;36,95;230,84
I10H;9;7,08;0,00;6,29;0,06;0,03;0,00;1,04;42,58;2,64;4,69;64,41
I10H;10;0,46;0,00;4,06;0,23;0,00;0,00;2,96;4,27;0,48;2,12;14,58
I10H;11;3,64;0,02;26,23;0,06;0,00;0,00;0,38;0,99;1,50;19,74;52,56
I11Z;1;402,82;837,91;44,82;35,78;15,09;0,00;49,58;5,36;221,84;679,92;2293,12
I11Z;2;2,12;2,77;0,04;0,22;0,00;0,00;0,39;0,00;1,02;1,80;8,36
I11Z;4;641,81;0,00;454,02;26,70;0,69;1245,14;207,32;218,22;280,33;392,14;3466,37
I11Z;5;387,70;0,00;258,20;24,84;0,00;0,00;85,94;0,00;53,85;109,81;920,34
I11Z;9;35,13;0,00;36,19;0,31;0,00;0,00;5,75;3,39;12,24;21,81;114,82
I11Z;10;4,39;0,00;19,48;0,52;3,27;0,00;13,84;6,00;2,20;8,13;57,83
I11Z;11;40,26;1,50;98,92;0,46;0,00;0,00;3,06;11,73;9,11;43,32;208,36
I12A;1;951,22;2124,77;95,34;167,02;111,68;0,00;169,05;36,36;498,51;1597,55;5751,50
I12A;2;213,88;412,30;7,61;37,13;16,36;0,00;65,39;6,17;80,60;209,65;1049,09
I12A;4;615,55;0,00;468,54;20,42;36,92;432,40;272,74;114,27;296,14;370,81;2627,79
I12A;5;431,92;0,00;280,85;25,79;1,28;0,00;91,33;1,34;62,75;119,24;1014,50
I12A;7;3,27;0,00;2,69;0,24;0,01;1,52;1,29;6,96;1,09;2,05;19,12
I12A;8;8,25;0,00;7,65;0,29;0,00;0,84;3,02;2,94;3,99;5,08;32,06
I12A;9;56,51;0,00;62,98;0,84;0,57;0,85;9,47;35,29;26,70;39,43;232,64
I12A;10;29,19;0,00;134,04;6,99;211,93;0,00;105,97;157,07;18,12;58,59;721,90
I12A;11;69,88;5,28;268,92;2,60;0,20;0,01;12,44;49,84;20,48;105,10;534,75
I12B;1;603,79;1289,56;51,72;77,05;33,52;0,00;95,12;18,55;339,23;1078,96;3587,50
I12B;2;39,92;117,14;1,78;6,87;2,15;0,00;17,07;0,54;16,80;47,44;249,71
I12B;4;371,26;0,00;289,30;10,92;12,45;293,56;173,69;85,21;203,81;237,34;1677,54
I12B;5;289,48;0,00;183,77;17,08;1,21;0,00;61,62;4,43;39,39;81,70;678,68
I12B;7;0,33;0,00;0,29;0,02;0,00;0,00;0,13;1,49;0,10;0,17;2,53
I12B;8;1,25;0,00;1,19;0,05;0,00;0,00;0,56;0,02;0,56;0,87;4,50
I12B;9;37,25;0,00;40,35;0,30;1,21;0,32;6,43;13,70;16,03;26,32;141,91
I12B;10;15,62;0,00;63,98;2,68;29,99;0,00;52,87;77,19;8,67;28,02;279,02
I12B;11;41,82;3,26;174,20;1,56;0,01;0,00;7,01;17,33;11,16;68,62;324,97
I12C;1;382,83;715,51;37,71;47,01;6,46;0,00;51,95;7,40;214,46;674,00;2137,33
I12C;2;4,03;6,78;0,81;0,66;0,01;0,00;0,95;0,00;1,46;4,59;19,29
I12C;4;242,31;0,00;213,15;7,96;5,08;13,62;125,08;69,51;138,85;164,93;980,49
I12C;5;217,47;0,00;140,31;12,53;0,53;0,00;44,67;0,80;29,64;61,19;507,14
I12C;7;0,01;0,00;0,03;0,00;0,00;0,00;0,01;0,00;0,01;0,02;0,08
I12C;8;0,70;0,00;0,77;0,04;0,00;0,00;0,36;0,02;0,34;0,53;2,76
I12C;9;20,03;0,00;21,56;0,21;0,01;0,43;3,59;12,93;9,00;13,86;81,62
I12C;10;9,60;0,00;38,68;1,47;1,96;0,00;29,96;56,54;5,01;16,75;159,97
I12C;11;34,96;1,88;89,28;1,16;0,27;0,00;5,69;13,14;7,63;37,85;191,86
I13A;1;676,13;1274,24;60,56;81,05;7,53;0,00;92,91;8,76;361,43;1161,96;3724,57
I13A;2;35,30;66,67;0,95;6,29;1,17;0,00;10,77;0,14;13,65;35,71;170,65
I13A;4;746,40;0,00;560,81;22,21;5,48;917,61;340,52;127,48;357,05;456,28;3533,84
I13A;5;523,84;0,00;345,34;30,25;0,96;0,00;106,25;0,70;76,65;149,20;1233,19
I13A;7;0,45;0,00;0,63;0,06;0,00;0,66;0,18;0,18;0,23;0,37;2,76
I13A;8;0,55;0,00;0,51;0,02;0,03;0,41;0,23;0,35;0,25;0,28;2,63
I13A;9;74,16;0,00;77,37;0,81;0,03;1,45;12,46;28,21;30,98;51,20;276,67
I13A;10;6,04;0,00;33,62;1,91;11,23;0,00;28,03;23,76;4,15;14,70;123,44
I13A;11;61,56;2,82;207,79;1,80;0,07;0,00;9,01;33,12;15,38;89,15;420,70
I13B;1;504,10;959,02;47,64;57,06;10,05;0,00;64,73;4,87;277,96;869,94;2795,37
I13B;2;26,04;48,02;0,62;4,35;1,06;0,00;6,91;0,15;8,99;22,71;118,85
I13B;4;675,73;0,00;467,63;17,43;9,19;846,56;275,68;79,51;297,75;361,44;3030,92
I13B;5;405,81;0,00;260,97;22,59;1,63;0,00;79,01;0,59;56,65;111,62;938,87
I13B;7;0,10;0,00;0,07;0,00;0,00;0,00;0,06;0,00;0,02;0,04;0,29
I13B;8;0,32;0,00;0,25;0,01;0,00;0,00;0,09;0,04;0,17;0,17;1,05
I13B;9;64,18;0,00;70,45;0,77;0,03;1,59;11,00;26,75;26,98;43,19;244,94
I13B;10;4,84;0,00;28,48;1,70;10,50;0,00;22,94;19,34;3,35;11,71;102,86
I13B;11;53,41;3,47;178,55;2,27;0,05;0,00;8,63;22,38;14,07;78,09;360,92
I13C;1;401,16;740,64;35,22;43,93;7,79;0,00;50,60;3,66;205,00;660,16;2148,16
I13C;2;17,96;34,41;1,24;3,16;0,94;0,00;5,10;0,20;6,90;18,29;88,20
I13C;4;500,23;0,00;365,36;14,26;8,43;571,47;210,54;68,26;238,01;284,21;2260,77
I13C;5;332,93;0,00;215,66;19,66;0,81;0,00;65,56;1,24;45,14;94,49;775,49
I13C;6;0,00;0,00;0,02;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,03
I13C;7;0,15;0,00;0,18;0,01;0,00;1,42;0,07;0,28;0,09;0,10;2,30
I13C;8;0,36;0,00;0,40;0,01;0,00;0,00;0,20;0,03;0,15;0,27;1,42
I13C;9;44,94;0,00;49,31;0,48;0,04;0,61;7,31;20,91;18,96;31,19;173,75
I13C;10;4,43;0,00;23,40;1,30;10,14;0,00;18,27;15,97;3,09;9,88;86,48
I13C;11;45,98;2,43;139,91;1,69;0,15;0,00;7,41;18,45;11,94;60,63;288,59
I13D;1;327,54;588,61;26,81;33,28;2,40;0,00;40,90;3,08;172,95;536,56;1732,13
I13D;2;11,69;22,00;0,84;2,17;0,16;0,00;3,46;0,01;4,48;11,91;56,72
I13D;4;362,18;0,00;271,27;9,99;1,33;518,25;153,10;57,06;175,16;205,95;1754,29
I13D;5;262,79;0,00;170,70;14,44;1,04;0,00;49,45;1,41;34,52;69,53;603,88
I13D;7;0,11;0,00;0,07;0,00;0,00;0,07;0,04;0,18;0,05;0,06;0,58
I13D;8;0,27;0,00;0,30;0,01;0,00;0,00;0,12;0,06;0,12;0,18;1,06
I13D;9;37,84;0,00;43,01;0,43;0,01;0,73;6,47;17,50;15,82;25,90;147,71
I13D;10;2,64;0,00;17,69;1,19;5,39;0,00;13,54;10,27;2,20;7,15;60,07
I13D;11;37,97;2,15;106,81;1,21;0,01;0,00;5,78;8,26;9,54;46,78;218,51
I13E;1;313,03;548,33;27,00;31,15;2,86;0,00;38,04;3,51;162,15;517,07;1643,14
I13E;2;8,90;16,15;0,80;1,53;0,42;0,00;2,49;0,05;3,38;8,69;42,41
I13E;4;363,01;0,00;275,40;10,39;1,26;417,13;159,31;62,80;176,83;218,08;1684,21
I13E;5;254,52;0,00;163,33;14,38;0,85;0,00;48,37;1,26;32,96;70,33;586,00
I13E;7;0,11;0,00;0,11;0,01;0,00;0,15;0,04;0,13;0,04;0,05;0,64
I13E;8;0,15;0,00;0,15;0,01;0,00;0,02;0,06;0,08;0,06;0,11;0,64
I13E;9;25,53;0,00;30,51;0,31;0,01;0,47;4,44;13,50;10,78;18,61;104,16
I13E;10;2,71;0,00;16,72;0,72;4,34;0,00;12,17;11,44;2,11;6,82;57,03
I13E;11;36,14;1,85;103,60;1,27;0,17;0,00;6,26;10,63;8,60;45,76;214,28
I13F;1;294,69;464,59;26,34;26,05;0,17;0,00;31,56;1,37;147,86;457,41;1450,04
I13F;2;3,11;6,42;0,06;0,60;0,30;0,00;0,85;0,00;1,12;3,03;15,49
I13F;4;294,97;0,00;233,03;8,96;1,19;201,60;134,52;41,64;148,83;178,52;1243,26
I13F;5;219,38;0,00;143,79;12,31;0,31;0,00;40,93;0,45;29,25;57,95;504,37
I13F;6;0,06;0,00;0,10;0,00;0,00;0,00;0,01;0,00;0,02;0,03;0,22
I13F;8;0,09;0,00;0,16;0,01;0,00;0,00;0,02;0,01;0,06;0,15;0,50
I13F;9;19,27;0,00;22,33;0,20;0,00;0,02;3,32;9,17;7,74;14,60;76,65
I13F;10;2,13;0,00;12,80;0,74;0,11;0,00;9,28;6,46;1,62;5,29;38,43
I13F;11;31,16;1,15;88,67;1,13;0,22;0,00;4,86;8,12;7,21;36,86;179,38
I13G;1;228,94;400,05;21,81;20,77;0,70;0,00;27,86;1,62;118,79;365,48;1186,02
I13G;2;2,41;4,83;0,06;0,48;0,05;0,00;0,81;0,02;1,01;2,72;12,39
I13G;4;244,38;0,00;199,89;7,38;0,46;135,70;111,96;47,63;129,49;156,61;1033,50
I13G;5;195,13;0,00;128,58;11,42;0,53;0,00;38,12;1,09;25,93;55,68;456,48
I13G;7;0,06;0,00;0,05;0,00;0,00;0,01;0,03;0,05;0,02;0,03;0,25
I13G;8;0,11;0,00;0,10;0,00;0,00;0,00;0,04;0,00;0,04;0,07;0,36
I13G;9;19,16;0,00;22,27;0,21;0,01;0,84;3,47;8,48;8,26;13,78;76,48
I13G;10;1,93;0,00;9,54;0,45;0,37;0,00;7,05;6,86;1,29;4,09;31,58
I13G;11;28,43;3,31;70,58;1,02;0,01;0,00;4,68;6,17;7,08;31,06;152,34
I14Z;1;507,45;940,51;42,41;68,89;42,45;0,00;83,92;13,17;270,48;823,54;2792,82
I14Z;2;10,46;15,33;0,21;1,27;0,00;0,00;1,99;0,00;4,33;8,99;42,58
I14Z;4;191,08;0,00;165,25;5,91;2,13;2,47;91,39;31,34;91,45;123,77;704,79
I14Z;5;175,39;0,00;121,80;9,48;1,32;0,00;35,06;0,79;23,73;46,92;414,49
I14Z;8;0,92;0,00;0,84;0,03;0,00;0,00;0,03;0,11;0,39;0,48;2,80
I14Z;9;20,46;0,00;20,62;0,18;0,01;0,03;2,26;13,67;6,93;16,52;80,68
I14Z;10;8,65;0,00;40,26;1,55;8,38;0,00;28,65;37,82;5,10;17,40;147,81
I14Z;11;32,04;1,83;82,46;1,09;0,00;0,00;4,94;3,15;7,40;32,07;164,98
I15A;1;445,10;917,02;76,76;47,41;9,20;0,00;70,59;5,27;200,85;518,83;2291,03
I15A;2;268,93;562,75;10,60;50,67;6,46;0,00;86,11;9,44;104,18;293,29;1392,43
I15A;4;664,83;0,00;557,15;25,41;28,32;201,25;248,35;175,56;270,96;446,29;2618,12
I15A;5;493,36;0,00;327,55;35,54;5,28;0,00;110,67;10,95;66,52;149,58;1199,45
I15A;8;0,16;0,00;0,08;0,00;0,00;0,00;0,04;0,01;0,06;0,10;0,45
I15A;9;49,72;0,00;41,23;0,40;0,05;0,41;9,73;6,77;22,57;28,41;159,29
I15A;10;21,97;0,00;44,51;0,94;100,44;0,00;33,13;70,31;9,98;24,28;305,56
I15A;11;30,31;0,64;39,29;0,37;0,00;0,00;2,91;2,72;5,86;19,99;102,09
I15B;1;390,75;702,87;44,57;47,84;6,50;0,00;51,34;20,70;189,01;543,71;1997,29
I15B;2;63,99;133,41;3,36;11,60;5,24;0,00;21,50;0,26;27,97;70,37;337,70
I15B;4;424,30;0,00;365,18;16,43;9,74;168,64;189,70;114,99;193,50;279,03;1761,51
I15B;5;324,38;0,00;218,53;21,27;0,77;0,00;74,35;0,16;46,11;95,92;781,49
I15B;8;1,05;0,00;0,76;0,02;0,00;0,00;0,35;0,05;0,25;0,65;3,13
I15B;9;53,79;0,00;47,17;0,59;1,52;0,00;8,84;1,62;21,97;30,43;165,93
I15B;10;32,57;0,00;56,72;1,31;10,36;0,00;37,23;35,01;12,28;29,39;214,87
I15B;11;30,93;0,99;52,24;0,54;0,01;0,00;3,71;14,74;5,95;25,91;135,02
I16Z;1;172,81;285,41;14,43;14,35;3,02;0,00;18,60;2,56;85,43;287,31;883,92
I16Z;2;1,91;4,14;0,20;0,37;0,00;0,00;0,51;0,01;0,76;2,04;9,94
I16Z;4;208,80;0,00;184,33;6,29;1,36;33,37;104,08;192,57;120,01;132,52;983,33
I16Z;5;190,51;0,00;118,42;9,47;1,35;0,00;36,19;3,21;22,02;53,82;434,99
I16Z;7;0,04;0,00;0,01;0,00;0,00;0,00;0,01;0,00;0,01;0,01;0,08
I16Z;8;0,09;0,00;0,10;0,00;0,00;0,00;0,03;0,02;0,04;0,08;0,36
I16Z;9;7,76;0,00;9,99;0,08;0,00;0,05;1,22;3,75;3,01;6,41;32,27
I16Z;10;1,02;0,00;6,71;0,30;0,07;0,00;4,70;5,81;0,82;2,67;22,10
I16Z;11;24,27;2,86;60,28;0,88;0,00;0,00;3,84;6,83;5,62;28,73;133,31
I17Z;1;338,19;541,14;42,11;35,56;9,58;0,00;52,22;15,93;174,77;517,99;1727,49
I17Z;2;28,12;48,98;2,28;4,64;0,03;0,00;8,23;0,00;10,05;24,91;127,24
I17Z;4;401,15;0,00;321,71;9,81;1,93;130,13;152,29;41,79;174,11;270,57;1503,49
I17Z;5;283,64;0,00;184,17;16,99;0,10;0,00;59,84;0,04;39,76;77,46;662,00
I17Z;7;0,01;0,00;0,03;0,00;0,00;0,00;0,01;0,00;0,01;0,01;0,07
I17Z;8;0,53;0,00;0,71;0,03;0,00;0,00;0,24;0,74;0,20;0,40;2,85
I17Z;9;36,61;0,00;41,19;0,46;0,09;0,02;5,80;7,50;14,79;25,75;132,21
I17Z;10;14,02;0,00;33,35;0,63;2,52;0,00;22,42;21,14;5,91;18,20;118,19
I17Z;11;32,80;0,59;39,77;1,00;0,02;0,00;9,05;3,26;8,49;22,80;117,78
I18A;1;188,35;316,32;17,16;17,40;0,42;0,00;22,43;1,71;97,94;297,55;959,28
I18A;2;2,23;4,38;0,04;0,41;0,00;0,00;0,64;0,03;0,85;2,54;11,12
I18A;4;217,45;0,00;178,18;6,31;1,66;82,74;102,67;115,07;116,07;139,51;959,66
I18A;5;179,51;0,00;118,89;10,13;0,50;0,00;35,82;0,61;22,97;50,27;418,70
I18A;7;0,03;0,00;0,03;0,00;0,00;0,00;0,02;0,00;0,00;0,01;0,09
I18A;8;0,12;0,00;0,10;0,00;0,00;0,00;0,04;0,00;0,04;0,07;0,37
I18A;9;9,23;0,00;10,70;0,08;0,00;0,01;1,49;4,98;3,84;6,96;37,29
I18A;10;2,79;0,00;11,80;0,41;0,09;0,00;8,66;14,57;1,48;5,05;44,85
I18A;11;23,99;2,89;48,68;1,06;0,00;0,00;4,16;2,96;4,88;23,22;111,84
I18B;1;152,88;255,46;13,81;13,36;2,33;0,00;17,14;2,43;79,32;259,63;796,36
I18B;2;1,02;2,04;0,18;0,14;0,00;0,00;0,21;0,00;0,37;0,90;4,86
I18B;4;160,14;0,00;138,62;4,78;0,97;8,69;80,27;99,29;99,30;109,39;701,45
I18B;5;146,60;0,00;97,66;8,33;0,74;0,00;28,84;0,89;17,73;43,31;344,10
I18B;7;0,02;0,00;0,02;0,00;0,00;0,00;0,01;0,03;0,01;0,02;0,11
I18B;8;0,25;0,00;0,32;0,01;0,00;0,00;0,11;0,00;0,12;0,19;1,00
I18B;9;5,96;0,00;6,76;0,06;0,00;0,00;0,84;3,49;2,16;4,68;23,95
I18B;10;1,22;0,00;7,21;0,36;0,03;0,00;5,17;10,52;0,82;2,84;28,17
I18B;11;15,92;1,89;44,82;0,84;0,00;0,00;3,22;4,32;3,96;21,31;96,28
I20A;1;510,86;1012,54;52,93;58,73;6,06;0,00;67,73;6,43;280,20;919,87;2915,35
I20A;2;21,83;52,72;1,09;4,34;5,39;0,00;7,49;0,03;8,21;27,20;128,30
I20A;4;650,06;0,00;465,90;20,20;10,76;598,79;261,03;99,18;302,10;402,04;2810,06
I20A;5;416,64;0,00;259,02;25,76;0,32;0,00;86,56;0,16;55,01;120,82;964,29
I20A;7;0,01;0,00;0,02;0,00;0,00;0,00;0,00;0,00;0,01;0,01;0,05
I20A;8;0,23;0,00;0,22;0,01;0,00;0,00;0,05;0,04;0,13;0,19;0,87
I20A;9;35,59;0,00;43,40;0,44;0,12;0,02;6,80;8,27;15,88;27,39;137,91
I20A;10;5,00;0,00;25,52;1,64;12,60;0,00;19,45;22,56;3,37;11,12;101,26
I20A;11;36,52;1,93;157,59;1,33;0,01;0,00;7,07;28,72;11,12;62,46;306,75
I20B;1;413,41;751,01;46,17;37,02;2,09;0,00;47,67;2,19;217,61;701,49;2218,66
I20B;2;3,00;6,99;0,06;0,52;0,00;0,00;0,98;0,00;1,09;3,27;15,91
I20B;4;484,84;0,00;339,77;12,65;1,80;341,96;189,57;80,50;225,58;290,26;1966,93
I20B;5;321,61;0,00;199,15;18,46;0,54;0,00;62,94;0,68;44,31;89,55;737,24
I20B;7;0,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,02
I20B;8;0,18;0,00;0,15;0,01;0,00;0,00;0,07;0,00;0,06;0,11;0,58
I20B;9;29,64;0,00;35,21;0,32;0,00;0,01;4,55;14,69;12,21;22,37;119,00
I20B;10;1,66;0,00;11,65;0,85;0,50;0,00;9,23;9,90;1,49;4,87;40,15
