IO_DRG;IO_BereichNr;IO_KArt1;IO_KArt2;IO_KArt3;IO_KArt4a;IO_KArt4b;IO_KArt5;IO_KArt6a;IO_KArt6b;IO_KArt7;IO_KArt8;IO_Summe
802D;7;2,72;0,00;3,65;0,18;0,00;0,00;1,48;1,59;1,63;2,28;13,53
802D;8;6,38;0,00;6,11;0,22;1,75;0,11;3,08;1,27;2,50;3,85;25,27
802D;9;28,46;0,00;27,15;0,27;0,10;0,01;5,04;13,05;11,77;17,53;103,38
802D;10;8,69;0,00;23,50;1,01;16,04;0,00;18,02;20,11;4,27;11,90;103,54
802D;11;37,92;10,47;54,13;1,15;0,03;0,00;5,06;0,73;7,65;26,23;143,37
863Z;1;280,14;509,85;27,76;23,82;4,72;0,00;54,18;6,37;119,94;301,59;1328,37
863Z;2;240,31;444,57;0,22;14,90;0,00;0,00;68,33;2,39;101,92;310,83;1183,47
863Z;4;38,78;0,00;41,45;0,00;0,00;1,49;9,07;0,79;14,13;19,33;125,04
863Z;5;42,09;0,00;23,19;0,01;0,00;0,00;7,50;0,00;1,75;20,25;94,79
863Z;9;11,47;0,00;9,37;0,04;0,03;0,00;0,77;2,00;6,30;7,43;37,41
863Z;10;6,07;0,00;31,21;3,20;0,00;0,00;23,02;24,43;3,49;14,89;106,31
863Z;11;14,93;10,09;39,17;0,21;0,00;0,00;1,61;0,00;5,55;17,69;89,25
A01A;1;3298,35;2334,47;144,86;336,28;601,25;0,00;166,29;103,97;514,79;1653,35;9153,61
A01A;2;8630,81;15340,80;216,99;1680,11;1819,56;0,01;2606,09;616,40;1887,59;4979,64;37778,00
A01A;4;3062,05;0,00;2514,67;60,24;761,65;176,34;1261,15;966,31;696,48;1746,25;11245,14
A01A;5;1844,66;0,00;1221,62;158,88;109,73;0,00;443,36;13,68;265,22;557,35;4614,50
A01A;7;16,05;0,00;12,23;0,51;0,00;0,00;5,72;29,28;15,08;20,96;99,83
A01A;8;108,25;0,00;97,40;3,57;0,34;22,89;26,19;77,08;77,45;75,43;488,60
A01A;9;434,46;0,00;403,20;16,32;9,14;209,52;115,74;328,02;303,95;314,22;2134,57
A01A;10;491,20;0,00;1563,21;28,36;2183,71;0,00;1282,91;1936,55;277,68;744,51;8508,13
A01A;11;2407,06;5,45;1550,14;86,15;1,27;0,00;31,74;248,88;199,08;817,80;5347,57
A01B;1;3585,89;3346,59;196,17;589,16;624,92;0,00;298,45;46,86;758,26;2215,26;11661,56
A01B;2;3376,86;5946,97;72,41;642,58;1250,79;0,00;943,85;218,44;773,05;2218,49;15443,44
A01B;4;2254,23;0,00;1674,94;30,91;67,10;73,16;777,80;558,56;488,58;1304,89;7230,17
A01B;5;1063,04;0,00;784,14;87,35;108,04;0,00;242,18;17,97;149,44;315,69;2767,85
A01B;7;9,44;0,00;8,01;0,32;0,00;0,00;3,34;6,90;7,22;7,85;43,08
A01B;8;65,20;0,00;63,87;2,26;0,88;6,33;19,39;83,23;35,55;40,79;317,50
A01B;9;166,98;0,00;163,51;4,38;1,51;39,33;28,69;98,11;109,16;114,83;726,50
A01B;10;314,66;0,00;929,42;1,76;1296,28;0,00;765,41;891,40;182,63;441,14;4822,70
A01B;11;1593,84;3,89;1344,60;67,01;0,68;0,00;25,63;131,19;164,69;639,10;3970,63
A01C;1;1810,91;2897,46;163,39;625,31;763,25;0,00;298,25;11,37;848,07;1838,46;9256,47
A01C;2;1868,19;3967,45;50,12;376,07;1276,10;0,00;672,37;15,40;621,10;1557,78;10404,58
A01C;4;2013,62;0,00;1313,38;24,15;197,51;16,64;441,00;738,44;446,56;1180,00;6371,30
A01C;5;934,80;0,00;588,80;67,88;223,78;0,00;218,76;20,45;136,71;216,15;2407,33
A01C;7;2,75;0,00;2,06;0,09;0,00;0,00;0,98;8,37;2,60;3,60;20,45
A01C;8;57,56;0,00;62,40;2,28;0,21;14,80;16,17;82,85;43,76;42,08;322,11
A01C;9;176,40;0,00;148,94;4,68;1,25;99,68;37,47;103,31;114,77;123,21;809,71
A01C;10;368,35;0,00;1019,15;5,99;1066,53;0,00;848,53;159,09;208,08;483,80;4159,52
A01C;11;1582,46;1,84;951,59;10,73;0,88;0,00;16,75;29,33;144,16;402,95;3140,69
A02Z;1;3111,85;1693,73;265,23;250,02;460,95;0,00;160,27;533,30;446,06;1335,20;8256,61
A02Z;2;1447,52;2916,91;42,84;341,17;278,31;0,00;443,64;129,23;431,30;1345,03;7375,95
A02Z;4;2045,88;0,00;1667,37;42,47;68,68;142,67;929,74;508,91;510,35;1236,20;7152,27
A02Z;5;841,34;0,00;609,51;74,87;95,85;0,00;219,21;0,51;135,68;284,57;2261,54
A02Z;8;2,90;0,00;2,70;0,09;0,00;0,00;0,70;2,24;2,10;1,55;12,28
A02Z;9;111,02;0,00;121,62;2,59;0,13;0,00;29,48;19,92;59,25;72,03;416,04
A02Z;10;199,69;0,00;417,38;10,50;313,99;0,00;353,14;839,13;69,28;199,01;2402,12
A02Z;11;994,08;4,79;1516,14;141,90;0,00;0,00;15,95;112,40;113,42;820,56;3719,24
A03A;1;1209,55;1570,87;68,61;259,13;707,06;0,00;194,45;2,93;487,68;1284,16;5784,44
A03A;2;10824,97;17796,26;661,03;1941,43;3162,26;0,00;3771,57;688,09;3993,19;6781,36;49620,16
A03A;4;3125,43;0,00;2133,56;97,02;585,06;341,24;1204,75;536,83;1049,82;2554,62;11628,33
A03A;5;1732,55;0,00;855,59;180,28;122,59;0,00;430,65;49,72;194,90;359,13;3925,41
A03A;8;257,64;0,00;129,40;6,65;0,00;0,00;99,14;0,30;178,19;179,97;851,29
A03A;9;295,98;0,00;532,72;2,62;0,00;0,00;35,63;16,07;259,73;278,31;1421,06
A03A;10;530,70;0,00;2461,24;28,69;1554,15;0,00;2112,47;821,57;419,96;949,18;8877,96
A03A;11;3206,87;13,40;1535,90;5,22;0,00;0,00;49,24;111,35;220,88;652,64;5795,50
A03B;1;1363,97;1797,99;37,41;242,76;396,96;0,00;138,28;5,05;547,22;1538,85;6068,49
A03B;2;3473,01;5303,14;299,84;1033,23;983,02;0,00;1039,18;6,78;892,31;1986,29;15016,80
A03B;4;2840,21;0,00;1297,67;26,91;425,31;600,38;433,93;627,80;574,11;2777,82;9604,14
A03B;5;932,73;0,00;462,41;78,31;0,14;0,00;159,75;6,22;86,80;188,12;1914,48
A03B;7;5,23;0,00;4,35;0,23;0,00;0,00;1,57;1,26;3,18;5,95;21,77
A03B;8;453,23;0,00;158,42;15,21;0,00;3,74;218,48;40,37;241,79;333,60;1464,84
A03B;9;184,04;0,00;170,33;2,18;2,53;0,00;24,37;1,33;125,82;135,95;646,55
A03B;10;673,47;0,00;1849,69;25,07;851,23;0,00;1680,24;60,25;365,04;717,56;6222,55
A03B;11;3855,12;0,74;927,59;1,00;0,00;0,00;14,97;16,64;145,96;473,67;5435,69
A04B;1;608,04;709,13;159,35;110,69;644,27;0,00;152,82;85,95;260,86;654,21;3385,32
A04B;2;13932,12;16492,06;2709,91;3311,96;4737,60;0,00;2600,10;291,87;3890,23;10401,07;58366,92
A04B;4;116,90;0,00;99,18;0,99;0,00;0,00;33,63;28,78;38,94;71,83;390,25
A04B;5;209,82;0,00;139,89;21,32;0,00;0,00;45,47;0,00;19,33;84,97;520,80
A04B;8;2,64;0,00;4,28;0,05;0,00;0,00;0,85;0,00;1,59;6,25;15,66
A04B;9;169,89;0,00;522,93;2,53;0,17;0,00;57,20;4,70;289,42;281,59;1328,43
A04B;10;463,34;0,00;1577,08;3,98;662,97;19285,07;1617,61;7010,20;600,61;973,99;32194,85
A04B;11;204,65;0,06;501,51;1,79;0,00;0,00;8,72;142,74;41,85;156,77;1058,09
A04C;1;1428,31;757,82;210,45;162,40;412,73;0,00;123,14;1,47;745,27;841,65;4683,24
A04C;2;14655,09;16805,92;2426,26;3557,76;3619,23;0,00;2543,09;360,25;3820,83;10591,01;58379,44
A04C;4;67,31;0,00;70,70;1,14;0,28;1,28;26,74;35,61;25,49;47,00;275,55
A04C;5;91,61;0,00;66,96;8,67;0,00;0,00;22,09;0,00;12,08;29,00;230,41
A04C;8;11,12;0,00;8,65;0,26;0,05;0,25;3,02;0,53;7,86;6,01;37,75
A04C;9;169,39;0,00;392,10;3,89;7,04;0,00;42,40;2,68;274,89;202,53;1094,92
A04C;10;437,47;0,00;1450,58;8,50;638,94;5311,95;1265,67;1874,89;361,88;720,93;12070,81
A04C;11;150,38;2,74;447,20;1,61;0,31;0,00;5,72;156,62;40,75;116,85;922,18
A04D;1;473,62;906,72;20,47;89,41;259,16;0,00;85,23;16,08;188,47;529,16;2568,32
A04D;2;7957,82;10320,84;1158,21;3747,24;3915,79;0,00;1637,16;260,23;2646,82;7139,38;38783,49
A04D;4;10,99;0,00;13,63;1,17;0,03;1,09;8,07;0,43;6,87;8,81;51,09
A04D;5;10,10;0,00;6,14;0,64;0,00;0,00;2,39;0,00;1,75;2,56;23,58
A04D;7;1,24;0,00;1,45;0,04;0,00;0,00;0,23;2,06;0,63;1,05;6,70
A04D;8;18,71;0,00;18,53;0,49;0,11;1,26;5,66;4,92;10,39;12,55;72,62
A04D;9;218,60;0,00;428,61;3,88;2,11;0,57;53,65;52,57;233,42;213,07;1206,48
A04D;10;415,75;0,00;1066,86;13,24;803,23;3418,40;922,17;1662,15;263,69;517,23;9082,72
A04D;11;160,94;2,96;360,68;2,16;0,57;0,00;13,85;101,34;41,53;115,02;799,05
A04E;1;277,61;594,15;15,60;81,33;361,41;0,00;58,02;41,31;138,63;361,20;1929,26
A04E;2;6778,84;9352,01;988,42;3362,07;3844,34;0,00;1561,33;172,79;2490,62;6297,88;34848,30
A04E;4;5,80;0,00;6,19;0,28;0,02;0,00;2,94;0,11;3,24;5,98;24,56
A04E;5;7,05;0,00;3,85;0,36;0,37;0,00;1,37;0,02;0,94;1,65;15,61
A04E;7;2,88;0,00;3,70;0,36;0,00;0,14;1,64;1,20;1,64;3,04;14,60
A04E;8;11,57;0,00;10,36;0,38;0,05;0,19;3,93;1,77;5,86;7,44;41,55
A04E;9;190,97;0,00;363,46;2,36;1,56;0,00;40,35;136,41;194,95;194,09;1124,15
A04E;10;369,51;0,00;965,81;9,12;838,82;3081,24;856,88;1169,73;233,00;473,04;7997,15
A04E;11;128,81;2,23;358,55;2,05;0,53;0,00;10,81;79,77;33,53;104,99;721,27
A04F;1;257,34;559,82;6,99;61,55;104,62;0,00;61,51;1,79;128,37;370,82;1552,81
A04F;2;5591,34;7798,54;1030,00;3282,38;3638,53;0,00;1211,21;115,88;2265,25;5234,20;30167,33
A04F;4;3,29;0,00;2,53;0,34;0,00;0,00;1,30;0,00;2,43;1,91;11,80
A04F;8;9,66;0,00;8,53;0,26;0,03;0,00;3,37;1,51;5,30;8,08;36,74
A04F;9;105,72;0,00;128,21;1,45;0,93;0,00;18,17;22,74;63,15;64,38;404,75
A04F;10;412,69;0,00;967,07;10,18;541,13;3678,94;803,90;1008,89;220,67;422,63;8066,10
A04F;11;175,11;2,74;367,06;1,27;0,00;0,00;7,99;92,58;39,98;106,11;792,84
A05A;1;1289,77;2143,37;79,68;200,88;535,72;0,00;287,75;0,00;650,31;1351,89;6539,37
A05A;2;11940,95;21010,25;446,90;2492,03;5517,97;0,00;4281,29;1,25;4770,85;10573,50;61034,99
A05A;4;3012,19;0,00;3092,98;198,21;649,85;178,09;1786,14;1262,03;1153,28;2211,40;13544,17
A05A;5;1759,41;0,00;916,01;182,17;1277,56;0,00;487,37;79,91;250,14;389,76;5342,33
A05A;7;359,42;0,00;264,44;16,06;0,00;7,64;182,55;447,55;194,32;251,83;1723,81
A05A;8;109,69;0,00;100,51;5,31;0,26;98,34;68,21;0,73;78,21;60,64;521,90
A05A;9;362,82;0,00;737,82;3,71;0,31;0,00;40,33;27,46;364,74;350,46;1887,65
A05A;10;634,78;0,00;2798,85;34,81;1451,75;0,00;2323,14;670,43;497,67;1237,22;9648,65
A05A;11;1256,45;9,39;964,07;1,88;5,93;0,03;24,06;56,62;205,30;371,00;2894,73
A05B;1;2369,47;2955,91;43,41;401,35;779,60;0,00;360,25;13,17;978,63;2137,70;10039,49
A05B;2;8417,60;11834,63;245,12;1832,12;1873,34;0,00;2091,42;11,73;3018,04;6256,79;35580,79
A05B;4;3085,40;0,00;2260,70;140,40;400,25;112,51;1319,36;1749,03;938,58;2702,22;12708,45
A05B;5;1316,53;0,00;707,84;135,60;222,29;0,00;331,60;104,13;156,87;303,20;3278,06
A05B;7;259,56;0,00;197,30;12,36;0,00;0,00;142,02;408,99;161,22;193,30;1374,75
A05B;8;19,68;0,00;14,21;0,78;0,00;0,00;6,23;0,73;14,07;15,95;71,65
A05B;9;170,41;0,00;321,57;10,68;0,00;0,00;30,64;16,94;160,27;167,70;878,21
A05B;10;559,59;0,00;2286,61;17,64;1254,73;0,00;1835,77;1307,35;404,44;987,64;8653,77
A05B;11;2806,89;2,64;887,49;4,42;0,00;0,02;13,61;39,81;159,27;404,87;4319,02
A06A;1;264,19;536,63;33,35;47,49;87,55;0,00;36,33;60,73;111,48;429,96;1607,71
A06A;2;30226,79;61674,77;1188,09;6333,75;5212,81;0,00;13157,92;723,18;8476,73;24593,30;151587,34
A06A;4;1726,65;0,00;1651,98;47,21;74,15;986,75;806,94;687,80;663,11;1159,67;7804,26
A06A;5;1384,09;0,00;907,88;105,78;97,73;0,00;314,66;13,14;181,91;485,26;3490,45
A06A;7;55,86;0,00;63,05;4,35;0,02;38,34;16,55;181,48;30,78;51,37;441,80
A06A;8;234,51;0,00;219,80;6,85;0,23;17,54;83,11;106,01;116,04;155,98;940,07
A06A;9;720,80;0,00;833,94;9,99;14,56;121,39;109,81;209,09;360,65;521,35;2901,58
A06A;10;405,36;0,00;1900,13;41,07;1140,67;0,00;1531,20;1925,62;254,02;945,92;8143,99
A06A;11;702,35;16,99;1948,33;10,38;0,12;0,00;96,59;830,54;235,56;738,58;4579,44
A06B;1;543,73;2628,33;32,44;261,26;337,90;0,00;450,76;161,80;356,02;985,95;5758,19
A06B;2;24544,59;49067,12;252,49;5469,10;3487,34;0,00;11421,89;846,21;6081,96;18848,46;120019,16
A06B;4;2235,73;0,00;2020,73;257,81;50,72;2403,32;1864,23;344,06;1078,95;1231,54;11487,09
A06B;5;1585,31;0,00;885,25;85,95;8,48;0,00;361,16;3,30;230,38;371,02;3530,85
A06B;7;9,38;0,00;6,48;2,33;0,00;141,11;2,03;9,53;6,92;9,77;187,55
A06B;8;225,22;0,00;359,64;6,11;0,57;1,79;173,13;4,63;182,04;282,35;1235,48
A06B;9;661,75;0,00;599,27;2,90;23,12;73,93;88,32;603,27;329,75;440,34;2822,65
A06B;10;399,44;0,00;2066,80;4,65;1302,43;0,00;2058,43;252,54;306,05;948,06;7338,40
A06B;11;286,90;31,21;1454,44;3,99;0,00;0,00;58,49;17,73;124,93;475,11;2452,80
A06C;1;332,88;561,54;21,02;44,71;143,50;0,00;73,21;79,69;129,17;415,63;1801,35
A06C;2;24555,40;46433,96;854,94;5120,67;1925,89;0,00;9313,33;1004,59;6648,12;17522,41;113379,31
A06C;4;521,23;0,00;457,03;18,53;22,97;66,24;281,15;153,85;215,54;333,85;2070,39
A06C;5;430,86;0,00;315,61;23,25;4,01;0,00;94,45;1,90;57,12;133,74;1060,94
A06C;7;21,70;0,00;24,40;1,09;0,00;11,12;13,08;35,01;7,81;16,12;130,33
A06C;8;149,39;0,00;210,49;6,81;0,08;1,25;79,95;50,15;111,07;145,95;755,14
A06C;9;419,51;0,00;473,09;4,69;4,48;0,10;60,64;140,67;176,22;295,59;1574,99
A06C;10;180,67;0,00;998,91;55,47;551,95;0,00;905,06;1275,97;114,24;472,85;4555,12
A06C;11;176,58;7,48;1793,61;5,35;0,58;0,00;27,88;600,40;117,90;526,50;3256,28
A07A;1;425,40;812,82;42,56;77,60;111,33;0,00;91,30;20,56;212,99;532,07;2326,63
A07A;2;18699,90;37633,14;649,34;4137,19;3916,99;0,00;7954,72;676,80;5380,03;12739,65;91787,76
A07A;4;2954,61;0,00;2444,54;104,06;543,03;1519,86;1586,83;899,66;982,86;1673,13;12708,58
A07A;5;1765,92;0,00;1136,39;144,25;197,95;0,00;420,53;17,85;239,87;510,42;4433,18
A07A;7;74,00;0,00;85,59;6,69;0,21;699,91;55,00;163,35;45,31;70,97;1201,03
A07A;8;217,95;0,00;189,58;6,29;4,07;18,57;84,35;65,76;104,14;148,77;839,48
A07A;9;674,83;0,00;795,29;7,90;4,90;298,64;95,79;267,03;388,34;469,00;3001,72
A07A;10;361,67;0,00;1654,31;78,20;1089,19;0,00;1438,66;1122,89;258,11;794,35;6797,38
A07A;11;374,18;5,18;1006,96;4,97;0,06;0,00;26,77;305,62;89,06;354,14;2166,94
A07B;1;325,88;727,33;33,68;60,17;166,40;0,00;66,20;13,72;174,09;498,72;2066,19
A07B;2;17435,34;34628,57;671,09;4211,25;1948,82;0,00;7221,08;504,77;4705,12;13294,68;84620,72
A07B;4;1214,64;0,00;1019,93;45,99;35,37;593,65;596,49;324,15;524,03;667,02;5021,27
A07B;5;819,46;0,00;564,65;50,94;54,88;0,00;184,96;2,78;117,99;252,54;2048,20
A07B;7;59,52;0,00;62,55;4,04;0,12;376,12;34,47;89,34;29,37;43,59;699,12
A07B;8;187,36;0,00;208,82;8,16;0,19;2,01;83,47;63,96;115,48;154,54;823,99
A07B;9;482,82;0,00;492,89;6,27;1,61;8,19;82,04;136,38;217,60;303,41;1731,21
A07B;10;243,72;0,00;1077,56;74,98;955,28;0,00;1036,64;1002,30;169,76;563,17;5123,41
A07B;11;283,50;15,06;946,65;6,17;12,79;0,00;39,69;410,71;97,03;360,08;2171,68
A07C;1;258,77;448,98;30,88;38,67;55,91;0,00;40,31;49,38;107,92;344,47;1375,29
A07C;2;15262,75;30244,77;465,01;3488,21;975,97;0,13;6019,48;376,19;3959,22;10947,56;71739,29
A07C;4;592,87;0,00;477,94;16,92;18,18;207,09;287,46;196,17;257,92;347,52;2402,07
A07C;5;462,87;0,00;283,22;26,66;4,04;0,00;91,49;6,98;59,67;129,10;1064,03
A07C;7;27,09;0,00;35,71;2,35;0,02;34,30;16,21;38,23;10,34;19,61;183,86
A07C;8;159,55;0,00;167,90;5,51;0,24;4,04;59,05;52,09;76,34;104,37;629,09
A07C;9;338,98;0,00;359,90;3,43;0,66;19,25;59,46;137,26;157,09;228,78;1304,81
A07C;10;173,91;0,00;821,90;57,58;572,74;0,00;773,87;769,86;129,43;392,92;3692,21
A07C;11;217,92;8,73;936,56;4,31;0,61;0,00;43,96;291,30;72,68;393,70;1969,77
A07D;1;339,91;461,33;23,77;28,51;1,78;0,00;36,42;14,82;104,08;359,03;1369,65
A07D;2;14215,61;29393,01;220,17;3096,09;470,50;0,00;5107,06;691,13;4086,33;9237,76;66517,66
A07D;4;97,61;0,00;112,44;23,23;0,11;86,52;120,02;14,25;73,12;90,70;618,00
A07D;5;65,43;0,00;59,14;3,89;0,22;0,00;17,58;2,13;8,88;21,05;178,32
A07D;7;23,53;0,00;26,98;3,25;0,00;2,61;6,28;38,08;10,04;17,29;128,06
A07D;8;274,34;0,00;350,99;5,70;0,00;0,00;124,01;2,30;174,59;166,60;1098,53
A07D;9;394,81;0,00;438,17;9,65;0,00;39,52;117,27;59,91;158,95;266,61;1484,89
A07D;10;84,13;0,00;583,58;19,44;499,10;0,00;654,83;478,26;84,48;318,40;2722,22
A07D;11;187,20;0,30;775,67;3,35;0,00;0,00;22,72;61,11;46,26;307,68;1404,29
A07E;1;339,35;1068,34;54,39;83,13;78,34;0,00;150,46;26,42;190,56;560,62;2551,61
