IK_MDC;IK_DRG;IK_Faelle_Anzahl;IK_PCCL0;IK_PCCL1;IK_PCCL2;IK_PCCL3;IK_PCCL4;IK_GeschlechtM;IK_GeschlechtW;IK_GeschlechtU;IK_AlterU28T;IK_AlterU01;IK_AlterU03;IK_AlterU06;IK_AlterU10;IK_AlterU16;IK_AlterU18;IK_AlterU30;IK_AlterU40;IK_AlterU50;IK_AlterU55;IK_AlterU60;IK_AlterU65;IK_AlterU75;IK_AlterU80;IK_AlterU99;IK_VWD_Kurz;IK_VWD_Norm;IK_VWD_Lang;IK_uGVD;IK_oGVD;IK_VWD_MW;IK_Bewertungsrelation;IK_Gesamt;IK_VWD_STD
15 ;P65D;10;1,00;0,00;0,00;0,00;0,00;0,30;0,70;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;3;23;8,00;1,457;0,00;4,90
15 ;P66A;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15 ;P66B;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15 ;P66C;62;1,00;0,00;0,00;0,00;0,00;0,371;0,629;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0313;0,9688;0,00;2;20;6,00;1,541;0,0001;1,80
15 ;P66D;901;1,00;0,00;0,00;0,00;0,00;0,4295;0,5705;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0239;0,9366;0,0395;1;9;4,90;0,292;0,002;1,50
15 ;P67A;3;0,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,40;0,60;0,00;3;23;9,00;2,206;0,00;3,60
15 ;P67B;108;0,3611;0,00;0,0463;0,5556;0,037;0,5556;0,4444;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0354;0,9558;0,0088;1;14;5,20;1,005;0,0002;2,10
15 ;P67C;1594;0,9479;0,00;0,0345;0,0176;0,00;0,5577;0,4423;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,9311;0,0689;1;8;4,90;0,32;0,0036;1,30
15 ;P67D;38933;0,9983;0,00;0,0017;0,00;0,00;0,5082;0,4918;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0512;0,9204;0,0285;1;7;3,70;0,221;0,0868;1,10
16 ;Q01Z;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16 ;Q02A;12;0,00;0,00;0,00;0,00;1,00;0,5833;0,4167;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0833;0,0833;0,0833;0,00;0,25;0,25;0,25;0,0667;0,80;0,1333;5;33;17,80;2,467;0,00;7,70
16 ;Q02B;4;1,00;0,00;0,00;0,00;0,00;0,50;0,50;0,00;0,00;0,00;0,25;0,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,20;0,80;0,00;1;12;4,00;1,37;0,00;2,40
16 ;Q02C;127;0,7638;0,1024;0,063;0,0709;0,00;0,4803;0,5197;0,00;0,00;0,00;0,00;0,00;0,0236;0,0472;0,00;0,126;0,1339;0,1024;0,0551;0,0551;0,0945;0,1496;0,1102;0,1024;0,1953;0,7515;0,0533;1;15;4,40;1,012;0,0003;3,00
16 ;Q03A;6;0,6667;0,1667;0,00;0,1667;0,00;0,3333;0,6667;0,00;0,00;0,00;0,6667;0,3333;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,5714;0,4286;0,00;1;12;2,80;1,105;0,00;1,60
16 ;Q03B;153;0,902;0,0458;0,0196;0,0327;0,00;0,3922;0,6078;0,00;0,00;0,00;0,00;0,00;0,00;0,0327;0,0261;0,2026;0,1438;0,1699;0,098;0,1242;0,0588;0,085;0,0261;0,0327;0,461;0,5186;0,0203;1;8;2,70;0,643;0,0003;1,00
16 ;Q60A;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16 ;Q60B;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16 ;Q60C;282;0,4291;0,1879;0,1525;0,1915;0,039;0,5284;0,4716;0,00;0,00;0,00;0,00;0,0106;0,00;0,0071;0,0035;0,0248;0,0355;0,0638;0,0496;0,0674;0,0851;0,1915;0,1915;0,2695;0,1857;0,748;0,0663;1;14;5,50;0,638;0,0006;3,20
16 ;Q60D;19;0,8947;0,1053;0,00;0,00;0,00;0,6316;0,3684;0,00;0,00;0,0526;0,3684;0,3158;0,0526;0,2105;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,3333;0,5278;0,1389;1;9;3,90;0,503;0,00;1,50
16 ;Q60E;65;0,8308;0,0769;0,0923;0,00;0,00;0,2462;0,7538;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0462;0,1846;0,1385;0,1385;0,0308;0,0154;0,0462;0,2462;0,0462;0,1077;0,1951;0,7927;0,0122;1;9;3,40;0,466;0,0001;1,40
16 ;Q61A;49;0,00;0,00;0,00;0,00;1,00;0,3878;0,6122;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0204;0,0204;0,2041;0,1837;0,5714;0,2121;0,7424;0,0455;3;24;11,20;1,347;0,0001;5,20
